,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.41,0.0,0.0,0.0,32199683.0,945413.0,491213422.1,0.0,491213422.1
1,1.38,0.02,0.02,116483.25,32199683.0,925460.28,483027518.88,0.0183,483144002.13
2,1.36,0.04,0.03,192432.82,32199683.0,909440.63,477909919.02,0.0122,478102351.84
3,1.33,0.06,0.04,278341.54,32199683.0,891354.54,473501429.02,0.018,473779770.56
4,1.3,0.08,0.04,355879.89,32199683.0,870899.41,469719899.04,0.0194,470075778.93
5,1.28,0.09,0.05,390369.92,32199683.0,860399.99,468090867.22,0.0094,468481237.14000005
6,1.26,0.1,0.05,432350.34,32199683.0,846301.54,466356542.11,0.0162,466788892.45
7,1.25,0.11,0.05,457379.0,32199683.0,838713.25,465523786.68,0.0086,465981165.68
8,1.22,0.13,0.06,495255.54,32199683.0,821062.26,463925993.86,0.0165,464421249.40000004
9,1.2,0.15,0.06,526526.05,32199683.0,808079.31,462871722.47,0.0125,463398248.52000004
10,1.19,0.16,0.06,551483.38,32199683.0,797749.27,462190947.49,0.012,462742430.87
11,1.18,0.17,0.06,582608.24,32199683.0,788650.7,461712450.77,0.01,462295059.01
12,1.17,0.17,0.06,598089.8,32199683.0,783593.28,461476774.15,0.0073,462074863.95
13,1.16,0.18,0.06,609851.79,32199683.0,779380.13,461311932.9,0.0054,461921784.69
14,1.16,0.18,0.06,618913.15,32199683.0,775827.52,461182748.73,0.0053,461801661.88
15,1.15,0.18,0.06,633931.88,32199683.0,770740.78,461034262.34,0.0049,461668194.21999997
16,1.15,0.19,0.06,642043.58,32199683.0,768425.56,460954879.98,0.0036,461596923.56
17,1.14,0.19,0.06,647169.88,32199683.0,766972.01,460908043.71,0.003,461555213.59
18,1.14,0.19,0.06,655069.78,32199683.0,763065.78,460817998.77,0.0061,461473068.54999995
19,1.13,0.2,0.06,661126.71,32199683.0,760222.21,460772623.52,0.0037,461433750.22999996
20,1.13,0.2,0.06,667389.57,32199683.0,758738.23,460747706.17,0.0016,461415095.74
21,1.12,0.2,0.06,668238.08,32199683.0,752033.73,460672234.34,0.0054,461340472.41999996
22,1.11,0.21,0.06,664450.75,32199683.0,742454.94,460597377.2,0.0093,461261827.95
23,1.11,0.22,0.06,666241.71,32199683.0,741926.2,460587694.72,0.0017,461253936.43
24,1.1,0.22,0.06,664165.31,32199683.0,736585.29,460545404.27,0.0058,461209569.58
25,1.09,0.22,0.06,664754.8,32199683.0,733912.39,460520227.67,0.0042,461184982.47
26,1.09,0.23,0.06,664734.09,32199683.0,731913.48,460507190.25,0.0036,461171924.34
27,1.09,0.23,0.06,664983.98,32199683.0,730353.42,460495358.85,0.0029,461160342.83000004
28,1.09,0.23,0.06,665120.62,32199683.0,729543.68,460489895.49,0.0021,461155016.11
29,1.09,0.23,0.06,668404.66,32199683.0,728739.17,460476030.83,0.0022,461144435.49
30,1.09,0.23,0.06,668265.85,32199683.0,727951.03,460471607.82,0.0023,461139873.67
31,1.08,0.23,0.06,668027.81,32199683.0,726862.23,460467009.83,0.0022,461135037.64
32,1.08,0.23,0.06,668795.6,32199683.0,726079.94,460460832.17,0.0023,461129627.77000004
33,1.08,0.23,0.06,669055.85,32199683.0,725331.98,460454968.01,0.0023,461124023.86
34,1.08,0.23,0.06,669049.44,32199683.0,724954.52,460451311.47,0.0015,461120360.91
35,1.08,0.23,0.06,669595.24,32199683.0,724568.23,460448208.84,0.0016,461117804.08
36,1.08,0.23,0.06,669662.17,32199683.0,724147.96,460445676.36,0.0015,461115338.53000003
37,1.08,0.23,0.06,669662.17,32199683.0,724147.96,460445676.36,0.0009,461115338.53000003
