,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.19,0.0,0.0,0.0,162750592.0,4026405.0,2956561447.1,0.0
1,1.17,0.01,0.03,185918.0,162750592.0,3966677.28,2859164940.15,0.0112
2,1.15,0.03,0.06,335341.83,162750592.0,3915653.9,2791600948.86,0.01
3,1.14,0.04,0.07,486167.7,162750592.0,3873226.26,2742596885.03,0.0086
4,1.13,0.05,0.08,608530.08,162750592.0,3835467.3,2706046218.49,0.0079
5,1.12,0.06,0.09,673079.18,162750592.0,3795088.67,2675721177.72,0.0087
6,1.11,0.07,0.1,736634.51,162750592.0,3761737.35,2653053051.17,0.0073
7,1.1,0.08,0.11,775751.13,162750592.0,3720740.3,2632517857.82,0.0085
8,1.09,0.08,0.11,857166.42,162750592.0,3691117.07,2619359446.68,0.0065
9,1.08,0.09,0.12,912764.73,162750592.0,3668150.54,2609375283.5,0.0059
10,1.08,0.09,0.12,929189.04,162750592.0,3653499.93,2604514779.01,0.0038
11,1.07,0.1,0.12,961354.25,162750592.0,3638908.24,2600813009.53,0.0038
12,1.07,0.1,0.12,975182.75,162750592.0,3631634.26,2598769046.37,0.0026
13,1.06,0.11,0.12,982924.74,162750592.0,3602683.47,2593131507.0,0.0065
14,1.06,0.11,0.12,992904.79,162750592.0,3584706.05,2590658079.95,0.0045
15,1.05,0.11,0.12,997016.08,162750592.0,3573962.98,2589223037.31,0.0031
16,1.05,0.11,0.12,1000359.88,162750592.0,3570403.52,2588758314.97,0.0017
17,1.05,0.11,0.12,1010061.96,162750592.0,3566833.21,2588409477.04,0.0017
18,1.04,0.12,0.13,1002823.54,162750592.0,3531318.88,2586707572.3,0.0064
19,1.04,0.12,0.13,1010477.41,162750592.0,3527880.53,2586564232.63,0.0018
20,1.04,0.13,0.13,1007121.37,162750592.0,3510273.37,2586039544.24,0.0038
21,1.03,0.13,0.13,1003875.72,162750592.0,3496253.37,2585776204.45,0.0038
22,1.03,0.13,0.13,1012064.19,162750592.0,3492757.13,2585610066.93,0.0018
23,1.03,0.13,0.13,1020252.55,162750592.0,3489264.38,2585470551.15,0.0018
24,1.03,0.13,0.13,1020252.55,162750592.0,3489264.38,2585470551.15,0.001
