,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
0,24.985,21.46841973902828,19.937855291970653,19.035690342707674,18.176409192125334,17.784281643743032,17.486136467471635,17.24722891032753,16.79977780521755,16.459361812760825,16.139988485824148,15.918766889798881,15.616978992208967,15.357376730471024,15.174727012661663,14.904914749289011,14.39002726965174,14.25833421310623,14.07447961691344,14.141806998760824,13.880310136266813,13.722205661433208,13.642217988898176,13.431521793554282,13.414707891609574,13.305061634234555,13.050636782024924,12.970968715765506,12.850023638506146,12.786412438269943,12.67618949832461,12.544260994848498,12.479071573138482,12.387222908152019,12.253268536701983,12.194285459734159,12.141621569663583,12.0666562216891,11.919914143003611,11.782553124189352,11.661447196684533,11.629367720263174,11.53600349272483,11.449534265841123,11.407286488506616,11.379694781786108,11.334305624215292,11.283399139190244,11.244321681967756,11.1934712700814,11.130007504545368,11.033158698552654,10.973538488459967,10.874951881955118,10.807333663564275,10.698446033077328,10.665850977855685,10.593485552796844,10.521885692249601,10.477483864593468,10.452974652414749,10.429772310380304,10.39432065760344,10.376031262340216,10.341034503639523,10.339605556048175,10.338374672128845,10.306257714865366,10.28450424574957,10.265649743674805,10.22936382605303,10.19181020823627,10.185078266267691,10.215838778777712,10.204912173302658,10.196842722459404,10.190413454142465,10.1720908739717,10.021281203659507,10.002141205256818,9.961495028378566,9.942921383415614,9.899636346482014,9.888075878963518,9.863987999312736,9.84530721864114,9.826329106742401,9.821564148326843,9.812966472089311,9.742251142509687,9.725045524163061,9.677439542769982,9.653805814422197,9.588815855941666,9.553407777084875,9.551143960005408,9.51154694709158,9.464018700974261,9.426446982078522,9.41919201039088,9.505214313761176,9.500789807666646,9.494076704049517,9.489204575850803,9.461815211622474,9.454383127304919,9.4425374030604,9.43880553321449,9.437054869373398,9.409465071803755,9.409465071803755
1,39.089,36.34678797281198,34.31359164631506,33.112529228696474,31.576046506170915,30.876319436102406,30.57848527875373,30.324267834016453,29.5191002479806,29.023253634720227,28.380301965799948,28.076006349972303,27.517876091403892,26.992686331603764,26.766924517402803,26.567604988053304,25.768672539239162,25.551525188311878,24.96734717067145,24.76870851661989,24.612479731082708,24.20910097556356,24.094911898366913,23.946052076212727,23.78745557226014,23.552129266308814,23.010517452015392,22.97235788079357,22.8045795992856,22.779138789469883,22.546482476737104,22.588513290910065,22.514631700711316,22.47974757363346,22.214091790078662,22.193538531278705,22.161664409457725,22.071251449160062,21.84785102706399,21.72474550102463,21.64905789585014,21.53717525584198,21.450378548923858,21.230058724620516,21.183591275274868,21.17419222275252,21.14448554415036,20.984204922564984,20.9746523849912,20.887724035407107,20.620304300622333,20.54265119361862,20.38688092387792,20.331749885001194,20.28664698936877,20.211803046326303,20.15950072091661,20.082357754386504,19.91287443984828,19.869065530334897,19.82953863356019,19.774376506809755,19.74047828329758,19.65143173403442,19.498491746467085,19.446895125588426,19.45023764365763,19.402806295664092,19.304466861014806,19.26098205299825,19.208178720605314,19.161084949275867,19.139773930291796,19.079752630089125,19.05222778077225,19.045204017938755,19.040391662345225,18.983318795013545,19.050923948967444,18.9889827819071,18.99390236593572,18.898318344010384,18.845968940790087,18.818481548079806,18.797263670852494,18.600914135923734,18.539818241076844,18.536813272517254,18.524733506279826,18.551307233755004,18.539443258782963,18.480263129838264,18.396558151351858,18.321150781012484,18.290414382465226,18.288297180376073,18.307607260196495,18.379721204006287,18.275446571954255,18.227112730147276,17.94158347408417,17.937015514223315,17.931235146505774,17.933112902989055,17.90911138764763,17.883871139781327,17.861292555655297,17.860753366370894,17.85977320084221,17.86820062618899,17.86820062618899
2,63.149,52.566749492489734,47.825188456871665,45.030356668279445,42.01581396306101,40.55474973224829,39.65136146462199,38.712150505549424,38.71508040957099,38.11178677206492,38.152946029613084,37.96958029262975,38.45068685309164,38.18803314261107,38.064399661138346,37.81013694994626,37.66806595759117,37.57732353741142,38.476764428755864,38.088726775004936,37.65974738229137,37.68778703995271,37.6171284088732,37.940340180274,37.92764473673002,37.84158943642248,38.09466563714379,37.98942230504188,37.80325213702067,37.71945423406774,37.87558373253416,37.691495136068376,37.9323835312284,38.05121361891556,38.09465792993567,37.96204236820991,37.80849694652393,37.51174594561829,37.496506584398894,37.26343475542954,37.25998701903952,37.34467677129704,37.3727536779803,37.662607149970086,37.67835862671794,37.6573784784726,37.7471473107268,37.77957892425026,37.71872784139272,37.842075855104184,37.76173340466414,37.43880756793721,36.91501408110232,37.04723620608962,37.11289532078497,37.03561825935306,36.695890596673834,36.77596905894125,36.8951465869673,36.77255110537093,36.8691199256065,36.78993199144121,36.81182468115869,36.924354683116476,37.042872758206556,36.90001424701759,36.8232280080361,36.641646376732474,36.75357844119573,36.82606611619517,36.89253630993354,37.04356482377777,37.09711179694564,37.168367775667946,37.08935967333539,37.078151777947966,37.083408206679465,37.11184381204568,37.599464328310724,37.423577757749904,37.37468745590349,37.38863743254172,37.16484664178692,37.216264760732756,37.1813818448035,37.026248396522234,37.11473019385967,37.084560420700896,37.10711406883473,37.6432616886639,37.67233296247775,37.8634797007569,38.00082618756611,38.14748925327977,38.1595391018926,38.1537689032226,38.317116160009945,38.408448000926185,38.24100168164524,38.22145320659048,38.58633471382794,38.571851457004755,38.53360420145587,38.51494987996006,38.49624622916685,38.545710907132694,38.56575466971755,38.559354748503814,38.55845974723485,38.56929301265483,38.56929301265483
3,38.625,36.24877373835697,34.72358940620934,34.18177172311506,33.94112088939702,33.66156729110177,33.60660033026297,33.30228273353345,32.841856119501905,32.20938983977833,31.935770687672484,31.42245611272609,30.9397675037312,30.311103525806764,30.021022952922788,29.548347717595142,28.985650691274387,28.528619621235226,28.06092724396803,27.71273725691916,27.12596455089643,26.596634381372144,26.23005973853211,26.06278304682665,25.691904863372596,25.508686807402075,25.065663732540195,24.938219350987332,24.759631049384183,24.613943667316157,24.582793682980338,24.59360254557133,24.439248136653337,24.35132850785197,24.166651337154697,24.033820668133227,23.62969623080942,23.514239008114977,23.2858801737427,23.234912413449283,23.106350944808845,23.007877199452768,22.911792552591564,22.731558310780233,22.668493047863354,22.605894582337037,22.560557919893224,22.728616940229884,22.688090083334934,22.562099632211297,22.374227545077307,22.04782843852975,21.692472723767967,21.585475934012006,21.519347549136338,21.558370450726656,21.40140980365166,21.389874299229817,21.33085138985336,21.253308203712063,21.220271961572394,21.25418723380012,21.18721238451355,21.165742104013336,20.996221440345526,20.972105272980127,20.845846778672595,20.654984943432495,20.642979463190397,20.633412040385505,20.594721891378132,20.457449717175788,20.43913376522952,20.448700140589754,20.37918821968503,20.351470304054434,20.34111483348488,20.319074789874023,19.87174708614701,19.800116975869273,19.725591406178197,19.6138826551752,19.535778400817485,19.309359876822153,19.225714601568985,19.17777736588869,19.090325813044846,19.108894286217375,19.098199038623285,19.055426625536864,18.96770649653884,18.888879136394362,18.79192265123264,18.62200071279312,18.538949938547898,18.534348649322144,18.42455585289934,18.332915691535764,18.265462167846163,18.251662451202755,18.152565604349135,18.1450080126831,18.13046628876703,18.127158925073786,18.101517463802377,18.074685904662,18.084553430794664,18.091495783666595,18.098718062628574,18.122867103029325,18.122867103029325
4,10.862,11.32987191272971,11.631514825593905,12.171631701334332,13.034439360690047,13.155159932226569,13.381455914583988,13.44627568621531,13.525991473643293,13.501847477021833,13.735066830735706,13.660268406928592,13.576030727238932,13.5035682715022,13.414666912128624,13.438607949380453,13.183972958457103,13.253628692655623,13.116222296953502,13.171492163719785,13.319578510984464,13.176322601994139,13.082698177888554,13.000379048497617,12.948010899999689,12.903510122768813,13.039005221837215,12.95474107147269,12.936655883140222,12.86968369765782,12.820899981927905,12.760152902842236,12.811552618516918,12.82712803518513,12.847686300407263,12.828410302577433,12.690572173460449,12.684146490723396,12.821120159392283,12.791860206023353,12.763390443504694,12.802813205208476,12.820861259996104,12.762600147335442,12.733075191430913,12.693707121417125,12.711371930542239,12.639656502088691,12.640867625126724,12.644119459771442,12.443129898887943,12.626092267346856,12.559018786854462,12.59817543677319,12.579397844748293,12.62243892975073,12.58739726181975,12.528120835727963,12.568720908010679,12.512501189485315,12.539993719057447,12.521071819328656,12.472388281241185,12.520728648814298,12.560141167272942,12.584344847840583,12.569652903369862,12.495507223908941,12.479474055730982,12.460042574422006,12.453296197832426,12.41533135968365,12.405246324112545,12.319687699470753,12.3151502583593,12.318685721854887,12.307814599805337,12.33694292652339,12.471188220038302,12.482474104922039,12.466634116002977,12.42929181756798,12.451238763836525,12.392624452434855,12.415098449345578,12.44026940064276,12.472142863379466,12.470730087138989,12.463031326858237,12.49551447671629,12.518867644263402,12.492668711228784,12.405102354362922,12.272693417882847,12.293059297019973,12.291036582210738,12.244429137007439,12.241106542630972,12.242920047034527,12.2524546417062,12.25796525430308,12.260101802684664,12.257529866621333,12.25768864876434,12.231132704643759,12.196470288732888,12.182964779596361,12.180798680180807,12.178255540848486,12.190272642401098,12.190272642401098
5,21.696,21.73873185449358,20.601775394322512,19.99882018201609,19.906180786202274,19.605378099197445,19.78560292985824,19.938273288207792,20.146057753226028,20.372479873393,20.431565552407392,20.395977671715062,20.897655731267765,21.355950484715713,21.367837758271506,21.318653604289572,21.719133312841986,21.62794111327255,22.244973925791683,22.56789824336901,22.702002902024436,22.85847839778863,23.128064862377485,23.13932582730211,23.146489604273096,23.501924535608982,23.72476500106234,23.89841896382455,24.054439046144104,24.034660388364056,24.078518910532217,24.200090447723614,24.184915662934056,24.09702629722511,24.057424838630347,24.024113789321177,23.952996705918995,23.910544423004215,24.097697596819735,24.022313308317845,24.0986170137054,24.045421697348807,23.933247030235936,24.02869966577166,24.17334052290137,24.240566028596096,24.179699976338064,24.476156426870148,24.495085049199705,24.54894053552381,24.904775768455195,24.85525658636404,24.74794845183134,24.719995541358703,24.750465797101146,24.63242361462823,24.703443935128398,24.78806352725737,24.736823162329515,24.975170385549607,24.942602391736607,24.955947711682217,25.038907293377363,24.992399198813743,24.839080622034786,24.896547946159984,24.90372886334203,25.029936418338085,25.097658433009013,25.08357069016621,25.031204491027772,25.196740443776978,25.237964547136368,25.27338391253392,25.28575795668711,25.262736361242723,25.291588212046012,25.27654410364668,25.06865620978062,25.028254997270388,25.23357941328833,25.374226082675623,25.461487201286563,25.574059940571154,25.633393976096713,25.87742161065653,25.9657827878565,25.964890357287306,25.96450660529743,25.965185826074375,25.888245675016062,25.950708940468665,26.18180601444637,26.44396263176278,26.52631211649152,26.53213581120623,26.685802701500972,26.673956290491823,26.66993481322325,26.702449361600035,26.589981383594886,26.590794657772506,26.579343990091274,26.588216863003236,26.659320246709353,26.711030640856713,26.693850907384608,26.697797017122674,26.707228153701852,26.64228862371882,26.64228862371882
6,25.847,25.815160579004782,23.930040299831127,23.31327812325023,23.73668458961567,23.461910221869243,23.39798076254094,23.4765974638609,23.83900195144576,23.504815855429815,23.81416873052924,23.782296433405183,24.05081243079988,24.487000169872523,24.375198629044153,24.254899061106673,24.57296864850792,24.954578589186518,24.91726170778451,24.87910664919108,24.866779152622964,25.27980044612934,25.065611146436922,25.4352886888412,25.287535584779448,25.032236403999455,24.755114818091233,24.689895378123786,25.240676677947793,25.221929136249667,25.375431307139767,25.503478993030306,25.450329874979754,25.591840393708235,26.02203918097817,26.065045831456715,26.355159523101484,26.33177433598708,25.935767093281537,25.862894161458694,25.838165391655515,25.8478700508114,26.19774611498579,26.372640514569312,26.36192078148091,26.274134673969954,26.377677235336456,26.459220330810002,26.441537899509175,26.576819219577363,26.61972956974038,26.307840828806235,26.187744991089914,26.285173756078432,26.275405449173647,26.15107017427612,26.034096537110663,25.991947272815516,26.099822139320036,26.231613895604728,26.21740362915946,26.485733666348544,26.45106465405918,26.508111104166456,26.95158103813947,27.023217821229288,26.97281867670596,26.822975189595798,26.876711395546575,26.967977370362135,26.953845857223094,26.884837261549904,26.88077532825225,26.93778382588768,26.908786748968588,26.903721577858512,26.91876233288269,26.885549552868394,27.12825722823159,27.172457840892037,27.156512011445663,27.201655474665042,27.22635599757508,27.18340650294054,27.163093800950836,27.149410660249348,27.12283158762167,27.13395328818641,27.166909158699845,27.296511822776903,27.347715264582725,27.24419027707717,27.207861703728184,26.982361555908472,26.99617916186712,26.993378049579217,26.896867057802204,26.860860131443093,26.895821479962212,26.95172058302834,27.07161874540817,27.064853211008916,27.055263747168095,27.037977002013193,27.04721444467669,27.05634997365132,27.0708581538257,27.06962404160344,27.0565676459359,27.087172182825228,27.087172182825228
7,27.574,28.15599110061258,28.607266332336305,28.308162577397745,27.520279784117186,27.22535048594905,26.91936270520973,26.78528724124863,26.89540712255074,26.63375658512044,26.318929440837607,26.821110429316168,27.243674301601704,27.049748350994697,26.90280594182849,27.250775327259333,27.84948586386554,27.769686609606943,27.85492810762509,27.73223112290775,27.396207381508884,27.351534303337445,27.324670501042434,27.212537913093097,27.219352042902347,27.16836727543264,27.56756415302714,27.51988637629967,27.330909759692354,27.270356275076654,27.0704704175317,27.145587717617758,27.18215872863394,27.378774919869127,27.15493435865244,27.213666099106142,27.47067143643469,27.423983202886717,27.198022267063823,27.229135888162315,27.26644512456865,27.301439930140134,27.477659341636322,27.271030921880815,27.379853683645905,27.402933292091614,27.545832159259344,27.71988722236681,27.678833853333913,27.7862541046402,27.789612761767078,27.73357214805817,27.44047066505133,27.218686660111242,27.283505331475375,27.569303605324404,27.49263353734138,27.51693513479794,27.369450436620024,27.19831388783731,27.13038167553757,27.202712430686724,27.198570021102427,27.43326330225455,27.747841855949396,27.640860718368366,27.617038765971586,27.626125658847585,27.540928040489156,27.572920716657052,27.667038649932973,27.596351209155888,27.61764038523742,28.286659132462958,28.216840721623463,28.273056511092566,28.242872832032333,28.279440397532078,27.90820443518472,27.84730738773716,27.803294745689303,27.705860180790488,27.697833746092197,27.852263937797435,27.766540685728756,27.889410192290576,27.84477756112044,27.835784119228126,27.851258743589398,27.782021442351464,27.821825991672856,27.775683527433564,27.94110951618097,27.95326342053104,27.849170897667094,27.842810064920503,27.81357156317064,27.78537084962724,27.714539629918715,27.696167304576417,27.538379543443682,27.532222548155847,27.511135639112272,27.494088181807612,27.503668995298007,27.45144472143811,27.463869446872952,27.469644972266423,27.486451138502144,27.501784835493577,27.501784835493577
8,5.577,5.222409395653269,5.33196639773918,5.598973821374533,5.653669375418034,5.516427301270979,5.42250313750679,5.6508075777040565,5.801749944277764,6.051896006644012,6.461459448732719,6.800233427005052,7.063520502824624,7.452015974968285,7.571411286361856,7.767022738010687,8.835768291080647,8.818123795527585,9.131833195830097,9.609598511507361,9.72375992177411,9.728434191971228,9.836543417537348,10.28234599639386,10.352878478096398,10.46059385161014,10.94832172714275,11.17259916032941,11.226325237472386,11.162609001398305,11.552719055453585,11.71054671010879,11.731874598742367,11.835154652302586,11.920997824468765,12.007975753461926,11.91148935121692,12.369407496373046,12.951508867761278,13.01691128885616,13.144765359175189,13.263329434495578,13.279091613641583,13.240872736888322,13.47060139023989,13.508312583843757,13.549949936989709,13.464023093476184,13.485788729608325,13.618899872549362,13.871717224811665,14.18948032331687,14.008602273138056,14.069092034173444,14.221078276920741,14.983786818360926,14.997601178252324,15.015444292884089,15.360981709957157,15.263537605136989,15.593331070741428,15.566780974509532,15.620244339157905,15.817868855018833,15.909582395075514,15.911410368339798,15.948666839174662,15.852728091139744,16.002421058088007,16.007549433526098,16.070772359976253,16.056152726532844,16.04289289634136,16.35664704501985,16.37208668185548,16.442382550775537,16.453401838075767,16.50494057712587,16.605604531639777,16.853835678180754,16.864250074318456,17.095412098705022,17.116558990438442,17.140839046691003,17.123016343713218,17.340890126298852,17.503551639341197,17.496693468938112,17.515822952995567,17.392099729813275,17.309117756620065,17.28566418196232,17.230169048025072,17.502781070181133,17.483163497585824,17.487245291835123,17.482215842787202,17.499379501080103,17.380443425408707,17.431919423089987,17.266345479079355,17.267936917212534,17.271245452038222,17.289572656740972,17.38283233375062,17.500813584812608,17.529890969016968,17.54276959696555,17.55933659723901,17.5904221665224,17.5904221665224
9,22.726,22.27019355206847,22.044674180175694,21.691023480226853,20.73143690095406,20.73016983868288,20.69677467652834,20.74962510079018,20.95986106779633,20.926595194183996,21.162698119180845,21.17688160808487,21.08095393837194,21.06198230218307,21.036375580607455,21.036917274406857,20.860063897105626,20.741240431430324,20.761338951728305,20.59981591941791,20.621688095617277,20.54039672309369,20.464353673584164,20.36279794692096,20.165316956633042,20.072171309441824,20.548527749611576,20.585801723078422,20.36239470035907,20.26419131782231,20.283292804587905,20.48708018421869,20.428097457474397,20.636015387087397,20.76334190865661,20.875353363599693,20.820323997645538,21.254703633749354,20.990300179651957,20.806563510857,20.74382857452564,20.772630200164752,20.88922547671812,20.87017121902284,21.217039187895537,21.220763937074416,21.125173392945626,21.13188255662055,21.09876639235679,21.14412859898728,21.540990094002318,21.947484281254475,21.876426229993438,21.857722622019082,21.782159618086578,22.359313910135363,22.28568848919242,22.232234838101537,22.28982166228637,22.249045024772553,22.64152200613587,22.606981509851504,22.611795670982207,22.935881824623287,22.83291192746745,22.755890110407744,22.74078778244774,23.042162240971567,23.27677655418563,23.20401723096713,23.132574424928258,23.045926145940545,23.039878275448373,22.863181823631884,22.885814202115675,22.955624388796593,22.992151895165485,23.01010996701388,22.921990374829335,23.18894045009087,23.290615124515043,23.601276279670426,23.586562455385916,23.43942636688323,23.484435287198423,23.675597179205354,23.837161734632968,23.826349249985196,23.81334728703335,23.665135281572084,23.652086801981735,23.409921184782025,23.354209889575074,23.368236593722518,23.31094012997845,23.304759834734895,23.375948771461083,23.588601590856786,23.465959596746455,23.438711706679445,23.61659918223518,23.613812170473953,23.638562689097636,23.66569758089715,23.76672275384191,23.92567624022667,24.0292897224413,24.048398344694483,24.08075162820434,24.05780925209296,24.05780925209296
