,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.19,0.0,0.0,0.0,161073744.0,3985185.0,3001801180.6,0.0
1,1.17,0.02,0.04,1094094.53,161073744.0,3917985.31,2877676165.25,0.0342
2,1.16,0.03,0.06,1637757.62,161073744.0,3882871.96,2827282590.56,0.0223
3,1.14,0.04,0.08,2258717.4,161073744.0,3836547.74,2763280006.96,0.028
4,1.14,0.04,0.08,2532628.98,161073744.0,3813592.95,2748191393.42,0.0207
5,1.12,0.06,0.1,3171012.7,161073744.0,3760577.8,2694037773.22,0.0326
6,1.12,0.06,0.1,3281520.31,161073744.0,3745564.33,2687735334.87,0.0204
7,1.11,0.07,0.11,3733641.31,161073744.0,3708289.72,2661092585.69,0.024
8,1.1,0.07,0.12,3899570.75,161073744.0,3689797.33,2648965075.73,0.0217
9,1.11,0.07,0.12,4244851.91,161073744.0,3720169.48,2628630011.03,0.0285
10,1.1,0.07,0.13,4411343.12,161073744.0,3705315.68,2625747349.6,0.0187
11,1.12,0.06,0.13,4488209.85,161073744.0,3742290.33,2624384585.04,0.0217
12,1.12,0.06,0.13,4488209.85,161073744.0,3742290.33,2624384585.04,0.0176
