,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.19,1.04,1615902.0,1416666.12,65271047.0,0.12,0.15,0.005961904761904762,2.5268619047619048
