,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,57.101,54.02134551298701,50.596801624391055,48.31842378504954,46.930159905695845,46.901145978598734,46.47744753543338,46.188658751976675,46.08516557693714,46.038897741588876,46.38358417772345,46.56735277245973,47.441044068673456,48.99823095554746,50.46454437948485,51.532689417445496,52.88236796816204,53.81547562454174,54.80183098804369,55.923641625374536,56.84017828402686,57.8501266904943,58.66540272289126,59.43439455819087,60.041059010021904,60.452872688966934,61.05541893120463,61.34003766909067,61.6744678263574,62.263753025068226,62.448120155358026,62.57708265849073,62.72032632097632,62.85549639656452,63.11696078626915,63.422840731962545,63.56887470453942,63.56887470453942
1,52.79,50.26672107159507,47.88103214192666,46.47906749713657,47.677017364476185,51.84183363213412,57.887093803814224,62.41858474026709,65.63931659866293,68.90908030060021,71.93367963117522,74.9028102796819,76.18034382280213,77.68618416190625,79.12921812650036,80.2348470763939,81.60262217525742,82.46459567979053,83.38934201764724,84.25170116935271,84.95257991986614,85.76129836786546,86.44781354089007,86.50261277505356,86.52642359301352,86.45839048960917,86.51153130598087,86.4980825949295,86.51724452037598,86.57087697640445,86.57457244261094,86.58721280662354,86.5901192631265,86.60556647782883,86.60985359716612,86.60738533438543,86.62980819277136,86.62980819277136
2,66.006,63.559199548867795,62.27520703330978,62.47766363258886,73.41522528039874,76.7409196718716,82.07396262788289,85.60413415641058,86.40239605535623,86.75415733242131,87.98820588822943,89.04268704838871,88.59043627914922,89.70050475275372,88.87039212510165,88.99296139806262,89.06344741743641,88.68270291281803,89.09257192852716,88.62966228589137,89.25372388582353,88.79946430279729,89.08471161055418,88.61720590827669,88.74152511800746,88.69614031424645,88.8786850614462,88.93736321556464,89.04008498526237,88.6696582937236,88.70790862209593,88.84579398217366,88.87675882937133,89.00000999999999,88.82079072037816,88.8957709453529,89.04624070561145,89.04624070561145
3,88.888,83.55472,77.37167072,74.14530141968571,79.79308024858177,82.14553305475005,86.4355955638291,85.28843374454726,86.60341419141272,87.17969870893127,88.54026366316592,89.88459968826666,89.50733976959978,89.01303185511784,88.18555402824333,88.45839675553059,88.64214257401088,89.04642985770434,88.5639788209892,89.49542805088154,89.16618145964397,88.72448286758807,89.42961426654905,88.97652645383486,89.64590619371114,89.33270915783345,88.99793142077353,89.33306932999041,89.14538284688985,88.78696540602131,89.00000999999999,88.9597202306001,89.12887609306784,89.0812122881849,88.9018847562928,89.27150803866286,89.21713816557536,89.21713816557536
4,69.934,68.14334060298035,68.08784336370371,74.41606904219208,83.61419091483522,83.79184852869822,84.49560045336074,86.45749761173688,85.73382021902594,90.39414006034417,89.34278381229686,88.18503785485655,89.11340835551006,88.64000198933694,89.31565496155407,88.68675242882126,89.1882239858254,88.91127727343085,90.2190148265026,89.96072539630869,89.63857236000912,89.19648089065012,88.88010649263762,90.1116174591326,89.89305939633059,89.57908466146246,89.24436533147139,89.1450741518054,88.96038766998186,89.18183728954966,89.12190237814978,89.0841432171678,89.04190524990159,88.9966406852291,89.17358498870259,89.09032265069993,89.0371858455014,89.0371858455014
5,59.838,59.44420553155178,61.78376969232277,81.79960643464184,85.20112831605964,85.70217113041048,86.61612812360622,85.6375165252104,90.17936790809321,89.04634422059401,87.99075003931603,91.6355777951245,91.04012027130793,90.17862763572819,89.4357269268706,88.80317761933446,89.50751305608746,89.44258054741964,89.33453397863701,89.08156174121112,88.75527477636668,90.22368611816661,89.93266680757586,89.84437491385347,89.64772617119972,89.33467247158035,89.0113774055205,88.9170183641661,89.48960142020653,89.1756969096315,89.12493652435386,89.08218189162972,89.04175434746692,88.99011277677008,89.45022987326405,89.38179430509317,89.32305943839344,89.32305943839344
6,64.477,65.19347381726607,76.1160702201323,91.21380204453295,87.47403616070712,85.96772337481917,87.96005894801544,86.94026296736058,88.5837416751851,91.24915509002565,89.78916860858524,89.60113386181105,89.23574788860432,88.76802523208985,89.79348151448342,89.14832252008642,88.49624449560288,90.30207182577503,90.18562535137643,89.94697979874876,89.6372004339392,89.5042993650596,89.21479906711245,89.09450296748348,88.89850175617678,88.98090100898561,90.19743522337521,90.11089647862597,90.100028112525,89.79330741097907,89.7446275784398,89.7018839770768,89.66816141982635,89.62212730213207,89.58838785112931,89.53908128478906,89.48592648578378,89.48592648578378
7,67.405,69.40562448393274,83.00955480889422,85.26086866047646,84.15262982555566,85.35462875408322,88.6862902664781,87.68676988637858,89.55474655971884,88.46618629918713,93.14387523563845,91.5604293566326,90.95889574399845,90.09817171825684,89.46336999939167,88.9057215746456,91.77597717143561,91.20841990710696,90.53430358860231,89.87637407581845,89.59767778430975,89.46326709133787,89.19934121915792,89.09185954219578,88.9189232478178,89.07557984287828,89.08153309192448,89.01126434194438,88.9957198153222,90.30415707294816,90.2565004592674,90.22012418141331,90.18900943096837,90.14815218983452,90.11787128359516,90.07287247424136,90.0259910095536,90.0259910095536
8,90.597,85.16117999999999,79.00392267999999,92.93011467985275,89.11997997797879,87.42670035839718,85.10189008931508,93.19942465192105,91.33543615888262,89.50872743570496,90.04219073930666,89.9513519069248,89.60876293930936,89.32408367253278,88.69831265144725,90.24855842554308,90.542369711624,89.98234974187851,89.91831516025113,89.75572162935515,89.50479735647842,89.40105493973489,89.1926391989836,89.1196073234796,88.97996337986275,89.44409474859793,89.4638679416037,89.41487802750333,89.41460207268588,89.4224601471349,89.38610074951296,89.36369913120879,89.34874885954274,89.32154178569647,89.29933810420414,89.28488219347508,89.25062979857562,89.25062979857562
9,62.873,66.91148791250416,100.94875095380426,95.39656965134502,91.48531029563988,89.74708940002273,86.24695291342184,89.85258413454966,88.58978475741422,93.53640446380884,92.0398219923879,90.4751450185173,89.88074150578798,89.51964025542631,88.95303304801551,91.73542879136255,90.66937603450545,90.10857050903257,89.99927157724713,89.79242575949277,89.53871209257703,89.39734186970199,89.16515449595136,89.09287003290899,88.9267625962203,90.08441216045976,90.08382594757781,90.02233021899553,90.00545813171257,90.01836426293764,89.9765432501858,89.95023409166926,89.934934152368,89.89750754750285,89.87389061574069,89.8524091075493,89.81358279505818,89.81358279505818
