,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.22,0.0,0.0,0.0,160059619.0,4075016.0,2763229028.6,0.0
1,1.21,0.01,0.02,158385.92,160059619.0,4022388.49,2696649681.71,0.0109
2,1.19,0.02,0.04,308379.86,160059619.0,3974413.31,2641995487.76,0.0108
3,1.18,0.04,0.06,473362.03,160059619.0,3927099.34,2598808142.5,0.0101
4,1.16,0.05,0.07,606790.39,160059619.0,3884370.27,2566883409.15,0.0187
5,1.15,0.06,0.08,739275.97,160059619.0,3821225.13,2531406856.85,0.014
6,1.14,0.07,0.09,791723.7,160059619.0,3798355.02,2519060482.49,0.0056
7,1.13,0.07,0.09,864660.51,160059619.0,3771846.17,2508290471.39,0.0165
8,1.12,0.08,0.1,925201.62,160059619.0,3745522.32,2500129960.91,0.0063
9,1.12,0.09,0.1,945144.01,160059619.0,3726832.13,2494756745.84,0.0047
10,1.11,0.09,0.1,966641.61,160059619.0,3711947.15,2490122085.74,0.004
11,1.11,0.09,0.1,983775.18,160059619.0,3700822.44,2487019410.33,0.0033
12,1.1,0.1,0.1,1021528.85,160059619.0,3674994.27,2481372909.55,0.0063
13,1.09,0.11,0.1,1037124.33,160059619.0,3634770.85,2474859424.12,0.0191
14,1.09,0.11,0.11,1062825.19,160059619.0,3623877.44,2472692553.59,0.0032
15,1.08,0.12,0.11,1078223.17,160059619.0,3605794.25,2470543532.27,0.0048
16,1.08,0.12,0.11,1093258.42,160059619.0,3591392.7,2468517116.12,0.004
17,1.08,0.12,0.11,1097498.04,160059619.0,3587801.31,2467897005.43,0.0017
18,1.07,0.12,0.11,1102662.23,160059619.0,3584213.5,2467431198.18,0.0114
19,1.07,0.12,0.11,1109732.85,160059619.0,3580629.29,2466953290.48,0.0017
20,1.07,0.12,0.11,1116157.82,160059619.0,3577048.66,2466484707.83,0.011
21,1.07,0.12,0.11,1131504.98,160059619.0,3571026.12,2465787674.36,0.0025
22,1.07,0.12,0.11,1137614.18,160059619.0,3567455.1,2465324229.92,0.0026
23,1.07,0.13,0.11,1144072.88,160059619.0,3563887.64,2464856286.34,0.0017
24,1.07,0.13,0.11,1161033.42,160059619.0,3553206.67,2463729934.28,0.0134
25,1.06,0.13,0.11,1163798.99,160059619.0,3535476.13,2462372546.19,0.0047
26,1.06,0.14,0.11,1167831.33,160059619.0,3524880.31,2461706889.73,0.0194
27,1.05,0.14,0.11,1173478.4,160059619.0,3517834.07,2461251940.93,0.0024
28,1.05,0.14,0.11,1185875.66,160059619.0,3510801.92,2460918001.16,0.0025
29,1.05,0.14,0.11,1190961.65,160059619.0,3503783.83,2460626749.63,0.0024
30,1.05,0.14,0.11,1197061.07,160059619.0,3500288.81,2460395674.86,0.0017
31,1.05,0.14,0.11,1205061.94,160059619.0,3496788.53,2460275120.37,0.0017
32,1.05,0.14,0.11,1210501.4,160059619.0,3489892.45,2460070899.68,0.0025
33,1.05,0.14,0.11,1214759.41,160059619.0,3486402.57,2459970894.53,0.0116
34,1.04,0.15,0.11,1216720.73,160059619.0,3479433.26,2459743529.86,0.0025
35,1.04,0.15,0.11,1225994.96,160059619.0,3475999.23,2459583663.64,0.0133
36,1.04,0.15,0.11,1225994.96,160059619.0,3475999.23,2459583663.64,0.0009
