,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,3163.927,3135.3560795213043,3109.943642605451,3091.2671655163767,3497.3309518140577,3467.3670905717504,3452.714209190079,3435.6695834265515,3423.3134537826154,3408.0426097750956,3397.035263533725,3376.9488407375225,3359.3722594170204,3349.917237763967,3467.5771553718773,3445.22551243087,3439.052311954713,3439.052311954713
1,3190.92,3161.636865539223,3135.0740140759926,3114.546798706789,3158.0872945248093,3131.0854196860505,3120.017463347017,3104.711164779585,3234.1000099999997,3219.69243107452,3209.9929689452433,3207.1030151447503,3204.5001714795476,3203.0603606379923,3405.8059500053187,3383.8767492316497,3377.815553391343,3377.815553391343
2,3201.537,3172.133235691123,3145.441722991904,3124.5777758459376,3097.823662873512,3073.269334035491,3099.069735083255,3104.0961061701682,3468.7791410858586,3453.30279257128,3442.0976404638695,3421.6492716500325,3403.8449502785393,3394.2541012555153,3386.9773781778513,3365.1577653417894,3359.1581599813285,3359.1581599813285
3,3146.51,3117.6096898553633,3091.376126563171,3072.7228529964123,3041.1863654907947,3016.874942632024,3478.4238601186216,3461.2508623469007,3456.486907684328,3441.0654525062755,3429.9000053297336,3409.5240825120595,3391.7715441679793,3382.35768024825,3371.3885758473148,3349.6668204736657,3343.968019747576,3343.968019747576
4,3231.158,3201.4779132375224,3174.5365264252523,3157.2748701527926,3124.4137538195655,3098.3073645784243,3253.961111453409,3237.89661961411,3226.1066060447456,3212.00821580852,3202.1220691617764,3196.2162275152173,3197.126505328246,3227.166499814343,3385.726380835222,3363.9081925773,3357.905654935159,3357.905654935159
5,2812.919,2787.783623474187,2798.8460958887995,3522.210222300866,3485.5424189695946,3455.67949860255,3441.108464424895,3424.532475583693,3412.059913512618,3396.851624949688,3385.9273919179363,3365.969990845338,3348.501027010448,3425.7058894284355,3413.316578846514,3391.318909646575,3385.244786894541,3385.244786894541
6,2748.391,2738.6596655923745,2893.2570943879555,3153.1166762208236,3120.3374402806517,3093.6319216298984,3080.732939928823,3236.663535191104,3224.880686297387,3210.570159714674,3201.5637729681102,3234.1000099999997,3217.302096929128,3465.042665555576,3452.5043072729645,3430.249413354619,3424.103007041703,3424.103007041703
7,2827.103,2815.8405244889027,3117.2000099999996,3140.4897645162528,3107.837119014725,3081.3028290018456,3069.015318519852,3502.840533233362,3490.082430634126,3474.5111893919698,3463.23731359086,3442.6634471322427,3424.7238985219687,3416.364705583748,3404.4840567295078,3384.187119140566,3378.1253366925785,3378.1253366925785
8,2747.632,2741.609280173831,3546.0618685675636,3522.4891003279945,3485.818643595774,3455.953485129261,3441.3490699322824,3424.6972042885204,3412.2243299693505,3397.0007269938983,3385.980008398261,3365.867703013668,3348.356348919586,3338.9546662671833,3335.1346978001884,3371.9013442100036,3365.8608542719912,3365.8608542719912
9,2885.339,2908.7209814492408,2884.3513594872356,2865.785772742284,3340.135190211448,3311.5185666348348,3297.5256092430877,3281.246246943789,3269.3064823186337,3254.724975296225,3244.1933923819643,3225.0564942374444,3264.212620925895,3286.607831345087,3284.2306185744123,3429.0000099999997,3422.8557815443787,3422.8557815443787
10,2533.14,3529.8792561676773,3500.1731306949905,3476.9057443864835,3440.7105294753674,3411.2319046770153,3396.816330190109,3380.0450065665236,3367.734280065388,3352.708763407703,3341.834993634094,3322.0491714276313,3305.425686446365,3327.8551982790714,3324.5477463349785,3340.155252763763,3334.365251724731,3334.365251724731
11,2672.915,3022.5987823238906,2997.344679534411,2977.9647873797685,2950.971670636502,3576.5289227587405,3561.414564237434,3543.830263427642,3530.9227772684085,3515.1690687962805,3503.763014945023,3482.948179172577,3464.7987575766583,3455.0339914545325,3442.5319044440103,3420.34128106281,3414.2444312277516,3414.2444312277516
12,3234.062,3204.357175483873,3177.4132701918616,3156.3371947860333,3125.3713225960773,3192.015193218615,3178.6261690706315,3162.9779633341004,3151.5785540896613,3506.90001,3495.5209339156236,3474.7555202132685,3456.6493484198286,3446.908062755274,3434.4364944267795,3412.2998922784773,3406.1889894230994,3406.1889894230994
