,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,31.3,27.5,24.5,24.5,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,61.6,61.6,61.6,61.6
1,31.3,31.3,27.5,24.5,31.3,27.5,27.5,24.5,36.3,31.3,31.3,31.3,31.3,31.3,50.9,50.9,50.9,50.9
2,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
3,27.5,27.5,24.5,24.5,24.5,22.1,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7
4,31.3,31.3,31.3,31.3,27.5,24.5,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,50.9,50.9,50.9,50.9
5,17.8,17.8,17.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,50.9,50.9,50.9,50.9,50.9
6,17.0,17.0,20.3,27.5,27.5,24.5,24.5,36.3,31.3,31.3,31.3,36.3,31.3,61.6,61.6,61.6,50.9,50.9
7,17.8,17.8,27.5,27.5,24.5,24.5,24.5,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
8,17.0,17.0,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,50.9,50.9,50.9
9,20.3,20.3,20.3,18.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3,61.6,50.9,50.9
10,15.4,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7
11,16.3,22.1,22.1,22.1,20.3,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9
12,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,27.5,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9
13,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,42.7,42.7,36.3,36.3,36.3,36.3,50.9,50.9,50.9
14,92.8,92.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,50.9,50.9,50.9
15,230.4,182.1,182.1,144.6,144.6,115.5,115.5,115.5,115.5,92.8,92.8,92.8,92.8,92.8,75.2,75.2,75.2,75.2
16,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6
17,230.4,182.1,144.6,144.6,144.6,115.5,115.5,115.5,115.5,92.8,92.8,92.8,92.8,92.8,75.2,75.2,75.2,75.2
18,230.4,230.4,182.1,144.6,144.6,144.6,115.5,115.5,115.5,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,75.2
19,182.1,144.6,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6
20,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6
21,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5,92.8,92.8,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6
