,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.22,1.06,1664576.0,1454266.85,65701411.0,0.13,0.11,0.004714285714285713,1.944075
