,0,1,2,3,4,5,6,7,8
0,20.3,18.9,17.8,17.8,22.1,50.9,42.7,50.9,50.9
1,17.8,20.3,20.3,18.9,18.9,27.5,27.5,42.7,42.7
2,15.8,17.8,24.5,24.5,24.5,24.5,22.1,24.5,24.5
3,17.0,17.0,92.8,92.8,75.2,75.2,92.8,92.8,92.8
4,17.0,17.0,24.5,24.5,22.1,24.5,36.3,36.3,36.3
5,18.9,17.8,17.8,22.1,22.1,22.1,24.5,22.1,22.1
6,18.9,17.8,17.8,61.6,61.6,61.6,61.6,92.8,92.8
7,17.0,17.0,17.0,22.1,22.1,22.1,20.3,24.5,24.5
8,17.0,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7
9,15.8,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
10,17.0,17.8,24.5,22.1,24.5,24.5,22.1,22.1,22.1
11,17.8,17.0,22.1,22.1,61.6,61.6,92.8,75.2,75.2
12,18.9,17.8,17.8,17.0,22.1,22.1,24.5,22.1,22.1
13,50.9,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
14,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,36.3
15,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3
16,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
17,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9,50.9
18,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
19,144.6,144.6,115.5,92.8,92.8,92.8,75.2,75.2,75.2
20,75.2,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3
21,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
22,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3
23,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
24,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
25,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
26,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
27,36.3,36.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3
28,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
29,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9,50.9
30,115.5,115.5,92.8,75.2,75.2,61.6,61.6,61.6,61.6
31,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
32,92.8,75.2,61.6,50.9,50.9,50.9,50.9,42.7,42.7
33,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
34,115.5,115.5,92.8,75.2,61.6,61.6,61.6,61.6,61.6
35,230.4,230.4,182.1,144.6,115.5,115.5,115.5,115.5,115.5
36,182.1,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2
37,182.1,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2
38,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9
39,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3
40,115.5,115.5,92.8,75.2,61.6,61.6,61.6,61.6,61.6
41,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
42,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,36.3
43,42.7,36.3,36.3,31.3,31.3,31.3,31.3,36.3,36.3
44,31.3,31.3,27.5,24.5,24.5,24.5,24.5,31.3,31.3
45,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
46,22.1,22.1,22.1,50.9,50.9,50.9,50.9,42.7,42.7
47,17.8,17.8,17.0,24.5,31.3,36.3,31.3,31.3,31.3
