,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.22,1.07,1664171.0,1465879.24,65617018.0,0.12,0.11,0.005424999999999999,2.01601
