,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.15,0.0,0.0,0.0,162233786.0,3871615.0,3155469721.1,0.0
1,1.13,0.01,0.03,129687.66,162233786.0,3833072.61,3060925125.13,0.0081
2,1.13,0.02,0.05,243675.41,162233786.0,3802515.14,2995984453.72,0.0068
3,1.11,0.03,0.08,410732.48,162233786.0,3753377.95,2915850388.41,0.0102
4,1.1,0.04,0.09,515091.26,162233786.0,3716012.63,2859363324.26,0.0081
5,1.09,0.05,0.1,571231.8,162233786.0,3693772.22,2831385518.01,0.0054
6,1.09,0.05,0.11,673432.62,162233786.0,3667993.25,2802317761.14,0.0059
7,1.08,0.06,0.12,710413.02,162233786.0,3653343.27,2789463511.05,0.0038
8,1.07,0.06,0.12,777914.55,162233786.0,3631477.94,2773230301.63,0.0053
9,1.07,0.06,0.12,797002.86,162233786.0,3624218.62,2768106289.66,0.0024
10,1.07,0.07,0.13,833472.59,162233786.0,3609743.47,2760943986.02,0.0039
11,1.07,0.07,0.13,849055.08,162233786.0,3606133.73,2758454405.22,0.0017
12,1.06,0.07,0.13,874621.58,162233786.0,3595326.14,2754949519.25,0.0031
13,1.06,0.07,0.13,881077.68,162233786.0,3591730.82,2753831052.29,0.0017
14,1.06,0.08,0.13,907834.91,162233786.0,3577385.43,2750628960.85,0.0039
15,1.06,0.08,0.13,920013.74,162233786.0,3573808.04,2749869372.38,0.0017
16,1.06,0.08,0.13,923982.15,162233786.0,3570234.23,2748940192.11,0.0017
17,1.06,0.08,0.13,931098.56,162233786.0,3566664.0,2747896153.69,0.0017
18,1.05,0.08,0.13,936497.95,162233786.0,3563097.34,2747382805.22,0.0017
19,1.05,0.08,0.13,936497.95,162233786.0,3563097.34,2747382805.22,0.001
