,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,3252.485,3143.067942716673,3194.057926014719,3176.5117270784526,3250.423230411793,3335.3962319555017,3338.2243556553717,3341.9015553111744,3333.673644688443,3338.3424827234594,3336.656108232085,3335.933844103702,3335.5327806121404,3335.224478631828,3335.2638494456132,3335.162734185958,3335.162734185958
1,3151.301,3040.7366457665394,2990.9861038954978,2952.8740806237797,3025.4619760821643,3248.553719125848,3299.1797200534643,3317.4531878930943,3303.396634236235,3321.991578537933,3321.8941556161253,3322.096394169305,3322.035130318039,3321.982728274197,3321.9930500290266,3321.971997121744,3321.971997121744
2,3035.337,2932.9987121214585,2846.367996449792,2864.1496357656342,3110.5000099999997,3259.4734468095385,3371.2655062945623,3361.57346942355,3345.12136180323,3344.0642686772935,3344.696541644827,3345.622193596659,3345.7891853311985,3345.4725457557465,3345.3230749674317,3345.1958537386276,3345.1958537386276
3,2768.261,2778.0528602737263,2709.274587771575,3315.2000099999996,3275.684871639319,3282.453738080954,3314.9004788567436,3326.7824576916064,3311.9667502631924,3390.937172400907,3394.9395521086612,3395.3959987541666,3396.523605984034,3395.7427883186624,3395.3741918202772,3395.0604629640493,3395.0604629640493
4,2645.73,2912.7543098192327,2869.528720725128,3177.4515890228863,3228.031167348023,3375.688504875422,3373.988162444971,3374.309440352386,3380.647144509808,3395.25926886324,3399.232513326665,3390.0400483266862,3391.175767139684,3390.259013960042,3389.8190319154655,3389.4445436492697,3389.4445436492697
5,2770.794,2728.1335172202266,3010.096594662502,3028.6846845175837,3279.890965552705,3319.7221417071673,3297.772361586375,3310.746396038279,3449.0265939897818,3432.241945342343,3411.475918077582,3402.275055771377,3396.726257754826,3396.4118961596623,3396.0434349259053,3395.7298211994116,3395.7298211994116
6,2703.177,2663.440320607986,3654.0397275631344,3542.2501514794544,3476.5703719060148,3424.4999391282704,3397.6914476435913,3376.8816013884375,3407.256966833756,3389.6100649126297,3379.5783888264223,3383.740426537825,3381.0447756936996,3382.4774599772127,3382.1288290376733,3381.8320937556323,3381.8320937556323
7,2678.698,3656.1695526182493,3527.490521720182,3416.837821490165,3350.4757143954344,3288.339264895382,3298.6846384640457,3450.9368563112725,3433.589241872276,3415.7689092370756,3395.222921638143,3398.5781865354616,3393.0774576730955,3395.362189610891,3395.403150260454,3395.4893567318813,3395.4893567318813
8,2705.279,3034.4538149394234,3002.0662537618887,3214.393401618735,3466.192589068159,3399.5962593548957,3373.8325195060866,3420.9931782890044,3402.9431587095355,3385.4992750383753,3392.186728807371,3396.3857832662684,3398.197475143992,3393.9727159066415,3395.54786546288,3396.131358153861,3396.131358153861
9,2737.298,2847.4624017015963,3432.6879709255545,3356.8555520031546,3437.861821854175,3380.199957574634,3351.727768756269,3342.3907494257905,3330.5999257450744,3326.240885204281,3330.8065346101334,3335.7941682759683,3337.0348435189417,3335.1176307979044,3337.483880431862,3338.0927175019356,3338.0927175019356
