,0,1,2,3,4,5,6,7,8,9
0,14.0,14.0,14.0,14.0,14.0,14.0,14.2,14.3,14.4,14.4
1,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
2,15.8,17.0,17.0,14.6,14.5,14.3,14.2,14.2,14.2,14.2
3,14.0,14.0,14.1,14.3,14.3,14.5,14.4,14.4,14.3,14.3
4,14.0,14.0,14.0,14.0,14.0,14.3,14.4,14.4,14.4,14.4
5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
6,14.0,14.0,14.0,14.2,14.1,14.0,14.4,14.4,15.1,15.1
7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
8,14.2,14.1,14.1,14.0,14.5,14.3,14.2,14.2,14.2,14.2
9,14.0,14.0,14.1,14.0,17.0,17.0,20.3,18.9,17.8,17.8
10,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
11,17.0,15.4,15.1,14.3,14.2,14.0,14.3,14.3,14.2,14.2
12,31.3,27.5,24.5,17.0,15.8,15.4,14.8,14.8,14.8,14.8
13,14.0,14.3,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0
14,14.0,14.8,14.8,17.0,15.4,14.8,14.6,14.6,14.5,14.5
15,14.0,14.0,14.0,17.0,16.3,15.8,15.4,16.3,17.0,17.0
16,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.2,14.2
17,20.3,16.3,15.8,14.6,14.3,14.2,14.1,14.1,14.1,14.1
18,61.6,31.3,27.5,17.0,15.8,15.4,15.1,15.1,15.1,15.1
19,15.8,14.6,14.6,14.2,14.0,14.0,14.0,14.0,14.0,14.0
20,14.8,14.5,14.6,15.1,14.6,14.5,14.3,14.3,14.3,14.3
21,14.0,14.0,14.0,14.8,14.6,14.5,14.5,14.5,14.4,14.4
22,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
23,230.4,75.2,61.6,24.5,20.3,17.8,16.3,16.3,15.8,15.8
24,14.3,14.6,14.6,14.4,14.3,14.2,14.2,14.3,14.3,14.3
25,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
26,14.0,14.6,14.6,14.2,14.1,14.8,14.6,14.5,14.5,14.5
27,14.0,14.2,14.2,14.0,14.0,15.8,15.4,15.1,14.8,14.8
28,15.8,14.6,14.6,14.2,14.0,14.3,14.2,14.1,14.0,14.0
29,15.1,14.5,14.5,14.5,15.4,15.1,14.6,14.6,14.6,14.6
30,14.3,14.0,14.0,14.0,16.3,15.4,15.8,15.8,15.8,15.8
31,14.8,14.4,14.3,14.0,14.2,14.0,14.0,14.0,14.0,14.0
32,14.4,14.8,14.8,17.0,15.4,14.8,14.6,14.6,14.6,14.6
33,14.0,14.0,14.0,20.3,17.0,17.0,16.3,16.3,17.0,17.0
34,14.2,14.0,14.0,14.2,14.0,14.0,14.0,14.0,14.0,14.0
35,31.3,20.3,18.9,15.4,14.6,14.5,14.4,14.3,14.3,14.3
36,20.3,16.3,15.8,14.6,14.8,14.8,15.1,15.1,14.8,14.8
37,15.1,14.5,14.5,14.0,14.0,14.0,14.2,14.2,14.2,14.2
38,18.9,15.8,15.8,14.5,14.3,14.2,14.0,14.1,14.0,14.0
39,92.8,36.3,31.3,17.8,15.8,15.4,15.1,14.8,15.1,15.1
40,17.8,15.8,15.4,14.5,14.2,14.1,14.0,14.0,14.0,14.0
41,22.1,75.2,92.8,31.3,22.1,18.9,17.0,17.0,16.3,16.3
42,14.0,14.0,14.1,16.3,15.1,14.8,14.6,14.6,14.5,14.5
43,14.0,14.0,14.0,14.8,14.5,14.4,14.3,14.3,14.2,14.2
44,14.0,14.0,14.0,14.4,14.5,14.5,14.6,14.6,14.6,14.6
45,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
46,15.1,14.8,14.8,14.6,15.8,15.4,14.8,14.8,14.8,14.8
47,14.0,14.0,14.0,14.0,14.1,14.2,14.3,14.3,14.3,14.3
