,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,24.5,17.0,15.8,15.4,15.1,14.8,14.8,14.6,14.5,14.5,14.5,14.4,14.4,14.5,14.5,14.5,14.4,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6
1,22.1,17.0,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.3,14.3,14.4,14.6,14.6,14.6,14.5,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
2,92.8,31.3,22.1,20.3,17.8,17.8,17.0,16.3,15.8,15.4,15.4,15.4,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
3,14.5,14.1,14.0,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.3,14.3,14.3,14.4,14.5,14.4,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
4,14.6,14.3,14.0,20.3,17.8,17.0,17.0,16.3,15.8,15.4,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.6,14.6,14.8,14.6,14.6,14.6,14.6,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
5,14.0,14.3,14.1,14.3,14.2,14.2,14.1,14.0,15.8,15.8,15.4,15.4,15.4,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
6,14.2,14.0,15.8,15.4,15.1,14.8,14.8,14.6,14.8,14.6,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
7,14.5,14.0,17.8,17.0,16.3,15.8,15.8,15.4,15.1,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
8,14.0,14.2,14.1,14.0,15.8,15.8,15.4,15.1,14.8,14.8,14.6,14.6,14.6,14.5,14.5,14.5,14.6,14.6,14.5,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
9,14.3,14.0,14.1,14.0,17.8,17.0,16.3,15.8,15.4,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
10,15.4,14.5,14.3,14.2,14.2,14.2,14.2,14.1,14.2,14.4,14.3,14.3,15.1,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.8,14.6,14.6
11,24.5,17.0,15.4,15.1,14.8,14.6,14.6,14.6,14.5,14.5,14.5,14.4,14.8,14.6,14.6,14.6,14.5,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.6,14.6
12,14.8,14.3,14.2,14.1,14.2,14.1,14.3,14.2,14.5,14.4,14.3,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.6
13,14.8,14.3,14.1,14.0,14.3,14.2,14.4,14.3,14.5,14.4,14.3,15.1,15.1,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.6,14.6,14.8,14.8,14.6,14.6,14.8,14.8,14.6,14.8,14.6,14.6,14.8,14.8
14,24.5,17.0,15.8,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.5,14.4,14.4,14.4,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
15,230.4,61.6,36.3,31.3,24.5,22.1,22.1,20.3,18.9,17.8,17.8,17.0,17.0,17.0,16.3,16.3,15.8,15.8,15.8,15.8,15.8,15.4,15.4,15.4,15.1,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8
16,14.4,14.0,14.3,14.2,14.2,14.1,14.0,16.3,15.8,15.4,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.6
17,14.8,14.3,14.2,14.0,14.2,14.2,14.1,14.5,14.4,14.3,14.3,14.4,14.3,14.5,14.4,14.4,15.1,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.6,14.6
18,14.0,36.3,24.5,22.1,20.3,18.9,17.8,17.8,17.0,16.3,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
