,0,1,2,3,4,5,6,7,8,9
0,24.5,17.8,15.8,15.1,14.6,14.6,14.6,14.5,14.5,14.5
1,22.1,17.0,15.4,14.8,14.6,14.5,14.5,14.5,14.4,14.4
2,92.8,31.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
3,14.5,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
4,14.6,14.8,17.8,17.0,15.4,15.4,15.4,15.1,15.1,15.1
5,14.0,14.0,14.6,14.5,17.0,17.0,17.0,15.8,15.8,15.8
6,14.2,14.0,14.0,14.0,15.1,14.8,14.8,14.6,14.6,14.6
7,14.5,14.5,14.5,14.3,14.5,14.5,14.4,14.3,14.3,14.3
8,14.0,14.0,14.5,14.3,14.8,14.8,14.8,14.6,14.8,14.8
9,14.3,14.0,14.2,14.1,14.5,14.5,14.6,14.5,14.8,14.8
10,15.4,14.6,14.2,14.2,14.2,14.1,14.2,14.1,14.2,14.2
11,24.5,17.8,15.4,15.4,14.8,14.8,14.8,14.6,14.6,14.6
12,14.8,14.5,14.2,15.4,14.8,14.8,14.8,17.0,17.0,17.0
13,14.8,14.3,14.0,14.2,14.1,14.1,14.0,14.8,14.8,14.8
14,24.5,17.8,15.4,15.1,14.6,14.6,14.6,14.6,14.6,14.6
15,230.4,75.2,36.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
16,14.4,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
17,14.8,50.9,27.5,22.1,18.9,17.8,17.8,17.0,17.0,17.0
18,14.0,15.4,24.5,22.1,17.8,17.8,17.8,17.0,17.0,17.0
19,14.0,14.0,22.1,20.3,18.9,17.8,17.8,17.8,17.8,17.8
20,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
21,42.7,24.5,17.8,16.3,15.4,15.4,15.4,15.1,14.8,14.8
22,17.0,15.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8
23,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
24,15.4,15.8,14.8,17.0,15.8,15.4,15.4,15.4,15.1,15.1
25,14.0,14.0,14.0,14.5,14.3,14.3,14.3,14.2,14.2,14.2
26,14.0,14.3,14.2,20.3,20.3,20.3,20.3,18.9,18.9,18.9
27,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
28,31.3,20.3,15.8,15.4,14.8,14.8,15.4,15.1,15.1,15.1
29,15.8,14.6,14.3,14.2,14.0,14.0,14.0,14.0,14.0,14.0
30,115.5,42.7,24.5,20.3,17.8,17.0,17.0,17.0,16.3,16.3
31,50.9,92.8,36.3,24.5,22.1,20.3,20.3,20.3,18.9,18.9
32,14.0,15.1,14.5,14.3,14.2,14.2,14.2,14.3,14.2,14.2
33,14.0,14.6,14.6,14.8,14.8,14.8,14.8,15.4,15.4,15.4
34,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
35,15.8,15.1,14.6,14.6,17.8,17.8,17.8,17.0,17.0,17.0
36,14.0,14.0,14.0,14.0,14.6,14.6,14.6,14.5,14.5,14.5
37,17.0,15.1,14.5,14.3,14.3,14.2,14.2,14.2,14.2,14.2
38,182.1,61.6,27.5,22.1,20.3,18.9,18.9,17.8,17.8,17.8
39,17.8,17.8,17.0,17.0,17.0,17.0,17.8,17.8,18.9,18.9
40,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
41,36.3,20.3,17.0,15.8,15.1,14.8,14.8,14.8,14.6,14.6
42,18.9,20.3,16.3,15.4,14.8,14.8,14.8,14.6,14.6,14.6
43,14.0,14.3,22.1,20.3,17.8,17.0,17.0,16.3,16.3,16.3
44,14.0,14.0,16.3,15.8,15.1,14.8,14.8,14.6,14.6,14.6
45,14.0,14.0,14.5,14.5,14.8,17.0,17.0,17.8,17.8,17.8
46,14.0,14.0,14.0,14.0,14.0,14.2,14.3,14.5,14.5,14.5
47,17.0,14.8,14.5,14.3,14.2,14.3,14.3,14.3,14.3,14.3
