,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,9.0,6.695999999999998,6.282047999999998,6.043246447999998,5.698781400463997,5.54491430265147,5.1900397872817745,4.946107917279532,4.827401327264822,4.838620240992609,4.519271305087097,4.401770251154832,4.177279968345936,4.097911648947363,3.8192536568189426,3.735230076368926,3.5820856432378,3.4961155878000927,3.4192010448684904,3.299529008298093,3.342040783090641,3.205017110983925,3.1248164265445677,3.188572668042052,3.115235496677085,3.059161257736897,2.988800548808949,2.8812037290518266,2.7976488209093238,2.750088790953865,2.711587547880511,2.622105158800454,2.5853956865772476,2.5362731685322797,2.6003300661504403,2.53792214456283,2.494777468105262,2.4174393665939986,2.3715080186287127,2.35727897051694,2.3525644125759064,2.336096461687875,2.3290881723028116,2.310455466924389,2.2965927341228425,2.291999548654597,2.27366355226536,2.2691162251608294,2.2123883195318084,2.196901601295086,2.1573573724717745,2.1271543692571693,2.0995013624568264,2.0869043542820855,2.072296023802111,2.0598622476592983,2.074562936421002,2.0662646846753177,2.0641984199906425,2.062134221570652,2.062134221570652
1,4.501,3.371271999999999,3.003556735999999,2.7883747683052293,2.6348918680502926,2.566333479920627,2.4082124448980142,2.299523998449346,2.246634437871177,2.1068296994095506,1.9740946315562122,1.9252561711357508,1.8319484141001352,1.7989595480783864,1.683137375732133,1.701013584235257,1.635199511896996,1.5982537389960836,1.5651973875074003,1.5137647097138722,1.4784070663299997,1.4217157612258542,1.5688214897511792,1.518859764227844,1.48621124606086,1.4612479051702263,1.4299244597615675,1.382024102287074,1.3448268135771593,1.3236538603104502,1.3064623985737962,1.3773429855747072,1.3594012760843537,1.3354604723515715,1.3032265000704306,1.2743336794533557,1.2542984761334177,1.2186220023030478,1.1973560047721103,1.1907686225896315,1.18858600329317,1.180935747423964,1.177691017104769,1.1690970448207736,1.1626566163980028,1.1605228877805913,1.1520343764732186,1.14992902566899,1.1236647743862398,1.1164946337860489,1.0981879919163613,1.0841530523372247,1.0713507293235072,1.0655426918371984,1.058779405814851,1.0530473962695939,1.0482606208267076,1.0444650142408365,1.043523893708201,1.0425838142960981,1.0425838142960981
2,6.07,4.540095999999998,4.114063352306219,3.9058066222775163,3.7484486915734325,3.6954516612540966,3.5425008808079603,3.4398917869624333,3.3733001721872227,3.238528070085962,3.1147979097679808,3.052567709568559,2.9876557004365063,2.9648165607470935,2.88423429335755,2.945414244672915,2.878185785029437,2.8250751143006183,2.7928826925552355,2.7597117393123054,2.719441641779381,2.661235646354538,2.655156715838352,2.613618853991689,2.584958013123773,2.563111491789643,2.5195425077523743,2.4930431732774845,2.458713530372484,2.4281863211020727,2.412388677641609,2.375985509933282,2.3609200778291806,2.404683581635974,2.438356172149802,2.5312579212210045,2.4995356364728347,2.462763816353761,2.4420252891285874,2.435229311694515,2.431696668747117,2.4237732745833696,2.4185083782736054,2.409667094372987,2.4030426661074484,2.4008363472088,2.4320580554987288,2.428531555063722,2.4020998257733757,2.3899667818589294,2.370411277687567,2.356337496198542,2.3426499572328097,2.3364735448335905,2.324799884885723,2.3187311729205864,2.3256364331398993,2.3215476869411393,2.3205393871448945,2.3225321956484457,2.3225321956484457
3,2.074,1.5737279999999996,1.4863125683062197,1.4841312910303595,1.4686308542073632,1.4789993265495427,1.4721928639455504,1.4700397205767677,1.4523338185527082,1.4467829504903227,1.4457334417498644,1.427030286139966,1.4484403698132982,1.4561203214057266,1.4826889772387644,1.4661780834034792,1.5853474642667855,1.5648741763941656,1.5613741752827246,1.5736528622495958,1.564710552432713,1.5549145316710837,1.5597705510053936,1.5542518187630516,1.5505544197053944,1.5474181104212161,1.529648074155421,1.5411988340268639,1.5352266769601313,1.5208407441977296,1.5181099388139265,1.512075969486913,1.5100440077911665,1.507503156928682,1.5105784384849001,1.5063708531640596,1.4932115433097002,1.4884417700786834,1.4863113617327364,1.4854656678630394,1.4839866574664617,1.4828792333816792,1.48051501919552,1.4797141032201575,1.4793053929015358,1.4791006538124574,1.4785442476495567,1.476976774830248,1.473433915045739,1.4679835325063861,1.4654917268233691,1.4644508190464436,1.4632294910942145,1.4624856014918268,1.478399225568404,1.4778112333486448,1.478551093265818,1.478274688426554,1.4781767142604028,1.4780378854368388,1.4780378854368388
4,3.772,3.017093333333333,3.272197826411483,3.1048660097328034,3.271248693943768,3.2065977573403375,3.065808752741492,3.0246009959326328,2.9792496233000323,2.8506671067169496,2.7253648436655333,2.682924604939161,2.7616192601719156,2.726168115877834,2.6000137641110106,2.5809803916312024,2.721441847554142,2.6833662944826258,2.6451201334399053,2.7317360452046087,2.689133322480517,2.6161439378438973,2.563315629416143,2.5081890311745023,2.4711952095647147,2.444631547881251,2.413301935887208,2.3591335203726698,2.318395772553424,2.29667429849927,2.2777495203249423,2.2340784448080653,2.2163121454275196,2.1931155029802474,2.1684620150542764,2.13932413298668,2.1216379507086693,2.0855797164240424,2.064866990127837,2.0581386897604963,2.0562476666534573,2.048216263989214,2.045211038711232,2.0369655242767135,2.03023203270448,2.0281216827600375,2.019486078062526,2.017612054915725,1.9997813434321094,1.9933601955607188,1.9745557917609056,1.9763513204081875,1.9635238616958317,1.9574929331425617,1.9866551725642505,1.9808223719352436,1.9771427822200893,1.9730284954734933,1.9720548887124165,1.9760413029265214,1.9760413029265214
5,6.543,5.167361304473304,4.717927287396107,4.455659881409163,4.2705620876618475,4.183910371246211,3.992670202572146,3.9060498667121557,3.84408003738638,3.704069400277672,3.5349174554164655,3.51100985800723,3.3862596198789685,3.342531559079833,3.187654432569213,3.146551298716658,3.0665738876335467,3.056751481805658,3.014478179975164,2.9331971661717393,2.9028845976180864,2.829084168276584,2.763659203012475,2.72563830422094,2.688197696950132,2.6613901333508734,2.629542002462458,2.574913230265497,2.53366056133555,2.5116459906340047,2.4924271845273664,2.44872989609181,2.4306046608465195,2.4072020558443814,2.374225529665155,2.345139208961183,2.3271673943705253,2.291368130665714,2.295944353070345,2.2890770599539207,2.287110294682064,2.2788206415004084,2.275731053089893,2.2672246767859594,2.26025163029867,2.258059267509501,2.249137876419708,2.2472005972952402,2.2197897555854698,2.213214715495672,2.1940173589084577,2.173522668039917,2.1607768627607293,2.1548457162010695,2.1490818694746823,2.1436080349800024,2.138584365434473,2.1346011694978766,2.133679873396108,2.1327185459588627,2.1327185459588627
6,2.868,2.436286499278499,2.2915008603831204,2.2241204645405914,2.178029781191148,2.153470346141129,2.1054379754374253,2.1160800997073124,2.101441908426017,2.08654456788155,2.040199261958488,2.0614770648518874,2.019944271901821,2.0061126572597057,1.9545003797092184,1.9445346350195831,1.9223343616935065,1.9449460681245423,1.9311404853950331,1.8950276545382767,1.895223869230006,1.8716829842978695,1.8528413391201817,1.8519824295191663,1.8396540891846809,1.8318495832524733,1.8232710668345027,1.8042265937746933,1.7906071100302523,1.7849335389099876,1.778439252582031,1.7643155659006702,1.7569494040053286,1.7502827034286281,1.7391228076849383,1.7302513159448556,1.7268666864445665,1.7153243810490963,1.7347818892418974,1.7326849475318205,1.7323173301211716,1.729438500418715,1.7286516038859903,1.727139317721142,1.7248101600116184,1.7241250437993867,1.7209325810447291,1.720416076147375,1.7107293929208467,1.7091680480969742,1.7027728042502097,1.6927800826014292,1.6886522945693059,1.6866469863278857,1.6854358034378834,1.684556936248515,1.682739431287552,1.6813083423602706,1.681047520903822,1.680746007637251,1.680746007637251
7,0.66,0.7979824992784994,0.833424908383121,0.8750521329885921,0.905858344537613,0.9156475382772395,0.9468358272768249,1.01193225251026,1.0241536095616939,1.0792800084434084,1.0994141634432637,1.1451523788980589,1.1503521449316374,1.1530427807019556,1.1594392547573955,1.1672948548167004,1.1769614124789418,1.2174620696911271,1.219991134927153,1.2087685313367724,1.2261212241085393,1.230013547626383,1.2368386799155544,1.2569238607274964,1.2582818674752196,1.261115311533782,1.2656636833653414,1.266693076110422,1.268662064378245,1.2718615590340643,1.2725502804243707,1.2751209298242125,1.2746034928339414,1.277101364569497,1.2782441836361447,1.280433778873233,1.2846960475031615,1.2868610319148748,1.3144593437412262,1.3148843373041534,1.31535232111396,1.315392246474554,1.3158474887036617,1.3167376354602724,1.316870887844314,1.3170016501764168,1.3170661745707433,1.3173574024863368,1.3177471861013346,1.3189367167251986,1.319565636843126,1.3149378155380451,1.3157219769777455,1.3159542506418747,1.3173379169016743,1.3179926370315231,1.3180079535666454,1.3181052905502475,1.3182076721456086,1.3182689987277958,1.3182689987277958
8,0.491,0.7055264992784994,0.751323980383121,0.7982866736605922,0.8418285163913091,0.8568565154908858,0.9001274299487978,0.9721191498566504,0.9888160213717708,1.0557726968191636,1.086038334386219,1.1359376547298308,1.1475573716959888,1.1527711081577845,1.1680260559462279,1.1785527463793786,1.1918577304875502,1.2355208760675291,1.240219314229941,1.2328387243639627,1.2528396623100497,1.2609665298616315,1.271753542861393,1.2956382849998433,1.2990958599893023,1.3035346521826114,1.3097907125125812,1.313911532208361,1.3182811852493435,1.3228471548503544,1.324455411232566,1.3296031913157373,1.3303763359979182,1.334601190380025,1.3380623473089321,1.3419363066178736,1.346853032276143,1.3516378168265606,1.3807920364062565,1.3815390338131937,1.382113708229982,1.3827129705474304,1.3833562506043195,1.3847463272657248,1.3853515274989336,1.3855739439363426,1.3861298899805894,1.3864829904653637,1.3880613010475524,1.3896686328667929,1.3913643784941716,1.387551374805976,1.3890815599751933,1.389753676141338,1.391647413089308,1.392636276242031,1.3929283745811005,1.393126029880645,1.3932833907366757,1.3933996416002716,1.3933996416002716
9,2.08,1.907262499278499,1.8270055483831207,1.8000103056285919,1.7908001513371328,1.7890146662931723,1.777507459099738,1.8118460676374961,1.8162194931258764,1.8343511929092522,1.8182631497343618,1.851107124878922,1.8301419488674764,1.8238353283630138,1.7986429091775014,1.8024735288395641,1.803574010866868,1.8343859657177435,1.8275868719078505,1.8023171675231453,1.8099873943902531,1.7983974549265462,1.7907372309237113,1.7995690276680427,1.7931899455761333,1.7901075442288794,1.7869261780417849,1.7766151209785133,1.7770276199451613,1.7750911501563436,1.7714354906042713,1.7643491780681766,1.7601033789358234,1.7576121695021103,1.7585575409738432,1.7541696156348265,1.7533746250398081,1.755670990214552,1.778597329499876,1.7774149951482514,1.7773504176423698,1.7757167729939316,1.7754097916434812,1.7742734399765732,1.7729989775335169,1.7725985990708566,1.7706683478740275,1.7704048714430145,1.7642913850007622,1.7637988562323303,1.7601327578391295,1.7522244968401042,1.7500051814228779,1.7489692558603365,1.7506322337502735,1.7499246879790307,1.7500615942594153,1.7491357166802466,1.749013317849478,1.7491000887859611,1.7491000887859611
