,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.27,0.0,0.0,0.0,63698764.0,1690355.0,1064429458.3,0.0
1,1.25,0.02,0.03,87928.35,63698764.0,1661847.71,1036253233.07,0.0316
2,1.23,0.03,0.04,159021.36,63698764.0,1632187.36,1017225684.18,0.0246
3,1.21,0.05,0.06,192570.84,63698764.0,1606267.31,1001495566.07,0.0313
4,1.2,0.06,0.07,234813.29,63698764.0,1587097.77,991482480.46,0.0252
5,1.18,0.08,0.08,272731.9,63698764.0,1560331.88,980055554.18,0.0333
6,1.16,0.09,0.09,294324.27,63698764.0,1543253.8,973141123.37,0.0309
7,1.15,0.1,0.09,317777.71,63698764.0,1527890.54,968573272.68,0.024
8,1.14,0.11,0.09,362355.01,63698764.0,1509656.37,964120258.29,0.0223
9,1.13,0.11,0.1,385949.18,63698764.0,1497621.32,961962049.9,0.0208
10,1.12,0.12,0.1,402199.45,63698764.0,1485682.22,959991522.25,0.0237
11,1.11,0.13,0.1,412586.98,63698764.0,1478268.66,958817802.88,0.0239
12,1.11,0.13,0.1,417904.49,63698764.0,1475313.6,958489585.45,0.017
13,1.1,0.13,0.1,428226.4,63698764.0,1465017.35,957596662.87,0.0203
14,1.1,0.14,0.1,438389.34,63698764.0,1459166.07,957330441.43,0.0176
15,1.1,0.14,0.1,446421.82,63698764.0,1453338.19,956995216.08,0.0184
16,1.09,0.14,0.1,458012.46,63698764.0,1447533.58,956595948.09,0.0246
17,1.09,0.14,0.1,460390.7,63698764.0,1446086.05,956574843.43,0.0163
18,1.09,0.15,0.1,469235.58,63698764.0,1440310.42,956327397.85,0.0165
19,1.08,0.15,0.1,473556.49,63698764.0,1437431.27,956177053.23,0.0174
20,1.08,0.15,0.1,479521.03,63698764.0,1433123.32,955688022.36,0.0188
21,1.08,0.15,0.1,479521.03,63698764.0,1433123.32,955688022.36,0.016
