,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.3,2.23,19182.0,18597.42,401060.0,0.03,0.11,0.026713157894736838,43.659210526315796
