,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1296.729,1262.1704043220486,1235.9973000277987,1211.533648231713,1299.412369308812,1281.3432114344316,1261.5447573827116,1247.7375004773987,1228.6806459586433,1246.2714808597905,1294.7549095936663,1290.63671467604,1288.7575772854027,1286.8290548744092,1284.9062706377151,1283.2698667077107,1283.0753982571616,1282.1964111740456,1282.0614277628715,1349.5900860299134,1349.5900860299134
1,1192.341,1160.563983955277,1136.4528679622097,1115.639706403544,1461.0849744558552,1440.7623661738364,1418.0160334101213,1402.4959974998562,1380.3770791501918,1373.5095126294816,1354.4111989931582,1347.6570697716468,1344.9840428141733,1342.3012907755879,1339.6419605243273,1336.9643420822392,1338.598016152417,1335.9234840551283,1334.589234571073,1337.8370752085416,1337.8370752085416
2,981.288,1079.6177608580465,1057.2306660924723,1234.9470887462862,1252.4527238136448,1235.0346165623162,1215.424626541471,1221.0423239574684,1328.1801566542358,1321.553148148619,1303.175553225889,1296.6733927914502,1297.76673905926,1298.8586513518808,1302.4614897288284,1299.8580111398603,1336.8294761375917,1334.1572859487926,1332.8232166628438,1320.5819659469043,1320.5819659469043
3,969.094,1077.5214490198252,1055.369406656,1499.9150343089352,1474.619450788661,1454.1084335593073,1431.0513172018057,1415.388301499304,1392.9069098121608,1385.9652724280832,1366.6873783471026,1359.8676246091688,1357.1492972035753,1354.436403734465,1351.7289233443998,1349.0268412146343,1353.4056830160462,1350.7002730316972,1349.3495967586655,1335.9167649277122,1335.9167649277122
4,1083.021,1089.3830501946823,1071.795522610344,1220.3601807450016,1199.7825895091185,1210.3995980880845,1351.3521675200634,1336.561406463936,1315.3310131473083,1308.784718769461,1290.5915401537895,1305.7023905154888,1303.0931709968484,1300.4891673080256,1297.8948367875769,1341.2633480108384,1338.5821925631647,1335.906634626231,1334.5708619916047,1321.2849697742877,1321.2849697742877
5,980.73,967.0014691715352,1444.7046253403435,1416.0820470549913,1392.200414756615,1372.838144499971,1351.0547964243024,1336.2679030730078,1315.0426325629503,1308.498131497811,1290.3094815936893,1337.0446503311825,1334.3721639421706,1331.70501985345,1329.048408783763,1343.9833327686044,1341.2968260284,1338.615735592169,1337.2772008565769,1323.963945870206,1323.963945870206
6,1062.623,1035.0713240713376,1421.9224267067025,1393.7511525771956,1370.2463091267452,1351.1927447417897,1329.8429898946115,1333.9833706774173,1312.7945953310784,1306.2559078133704,1288.0961785862353,1353.70612651196,1351.0000999490626,1348.2994827332643,1345.6043380142808,1344.7641116615903,1342.076008162379,1339.3932741840624,1338.0539189098783,1324.7325027189092,1324.7325027189092
7,1099.962,1079.7441827703024,1188.012379177235,1164.4810246178836,1215.3050744193808,1235.0493167986317,1215.496549189339,1366.926103327455,1345.2133500772993,1338.5008916753447,1319.8836698142136,1315.9562441751984,1313.3265012160923,1310.7020151131615,1308.0868653119503,1306.7237674711914,1306.7307384490166,1304.176504727857,1302.874974223129,1321.108667356393,1321.108667356393
8,925.568,1537.160889028757,1505.2012788905786,1475.3800545589918,1450.4982455627646,1430.3227389329202,1407.6639974085278,1392.2568831562116,1370.1415724053645,1363.3106051466195,1344.3478647846125,1337.664760043064,1334.9913059187377,1332.323196029206,1329.6649774113437,1328.0841582614985,1327.5536673231336,1325.5524071191546,1324.2285297120357,1338.9248705224559,1338.9248705224559
9,1022.697,1331.5428758182884,1303.870062727018,1278.0610341813342,1261.6299974345034,1244.1270253536134,1274.1103445920808,1260.1806486476603,1341.420808902201,1334.7644109729995,1316.1989803565841,1310.7313915730126,1308.1544559022582,1310.0428043439094,1307.4282626600261,1305.7502395659687,1304.3962144380764,1306.3685313574147,1305.0632928260572,1306.45459680057,1306.45459680057
10,1101.763,1162.065659282177,1138.3113083686144,1187.855404611584,1274.8820250955175,1257.17469626867,1287.0024389046587,1272.967920085923,1315.6189755552396,1309.1192880583303,1290.9113019619792,1295.044770244535,1296.672280541816,1305.889776927013,1303.2835891189359,1301.480495938287,1300.0719255839065,1348.058472456664,1346.7104389842073,1333.3027976869746,1333.3027976869746
11,1246.565,1217.6612194985032,1192.5307207820538,1209.78317751487,1344.644031401786,1325.942544676089,1305.396206325171,1291.2540553026868,1280.100638385317,1274.3346936205742,1343.9716316499953,1337.2655341057336,1334.5927141160562,1331.9253770235384,1329.2678476988683,1327.545067824318,1326.1779775757373,1341.9583254995632,1340.6164271740636,1327.2697671793005,1327.2697671793005
12,1419.214,1381.3892397061004,1352.6692016401103,1325.870891887992,1303.864293929613,1285.729359726078,1266.2760831320984,1309.9423967687378,1289.143220250267,1283.2634504540263,1345.975351217795,1339.259130342613,1336.5820233050583,1333.9102877944715,1331.2438950821704,1329.688251502901,1328.5170708831467,1329.9283247614512,1328.6403114366897,1334.0941270044336,1334.0941270044336
13,1397.277,1360.0370625130413,1331.7603199508865,1305.3761405431767,1283.543446946989,1265.6958363265917,1247.0074074877637,1297.2009103061653,1276.6276827071758,1270.654008595185,1333.0760304706248,1326.5010434488627,1323.8499575680084,1321.30947253083,1318.6733023302409,1317.1634950068826,1316.0373933493638,1314.4289671780584,1313.6414672108801,1320.2925335421921,1320.2925335421921
14,1411.14,1373.5306670746695,1344.9736241035582,1318.3275026668175,1296.1986760890939,1278.1788921862494,1318.7325036336977,1304.346688101229,1283.6304876066874,1277.5416001274752,1331.5863799923775,1325.6301125457985,1322.9811374708195,1321.7046297690154,1319.066466251107,1317.721104336071,1316.7735521405032,1314.9270627427743,1317.3034256800315,1321.8016823663806,1321.8016823663806
15,1348.029,1312.1060398717505,1284.831481181487,1259.385501395272,1238.2249603048992,1221.039775956943,1369.4033544132767,1354.4150529796,1332.9009203736887,1326.3500206795577,1309.003417334201,1304.898982330511,1302.2982293928324,1304.5127331282763,1301.9088202697528,1300.9010907460336,1300.275701415632,1298.5769098335022,1324.0147709236687,1324.3615943595653,1324.3615943595653
16,1472.137,1432.9017408038683,1403.1098164000764,1375.3112401009928,1352.172797160588,1333.3649487941682,1312.617667322923,1298.2527880988632,1277.6628995958372,1271.4087608898,1267.000747987024,1279.2645321389555,1282.4633148832097,1333.892440826758,1331.2260398125452,1330.22307146796,1329.5175662540953,1327.8800103091535,1336.4452742988444,1323.139854041275,1323.139854041275
