,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,1.265,1.25186,1.25387042,1.2552950062400001,1.25619757065968,1.2567609261374606,1.2575436381544018,1.2579089998848363,1.258235185890134,1.2586275451085063,1.2588760708492743,1.2591638955193585,1.2594265202209873,1.259660606371706,1.2599969881702884,1.260247138761774,1.2604847818236853,1.2606563601143852,1.2607475765519833,1.2610877704278245,1.2611855761671291,1.2613495963919426,1.261521165361521,1.2617194589359144,1.2618309973320934,1.2618880393801157,1.262096540741648,1.2621749341416235,1.2622370855905078,1.2622895809642882,1.2623546310211453,1.262465736518257,1.262516421787892,1.2625760276649827,1.262619659167013,1.2626815480286706,1.262753420039782,1.262814077698708,1.262853424300131,1.2629156749954273,1.2629740360955553,1.263014555373644,1.2630363952645338,1.2630481768929467,1.2630540323622679,1.263067654135732,1.263075383519189,1.2630830819851124,1.2631041680832762,1.2631288138981935,1.2631400410148044,1.2631474808507452,1.263153038408193,1.2631548853697847,1.2631548853697847
1,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
2,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387
3,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229
4,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
5,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422
6,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737
7,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22
8,0.679,0.8542000000000002,0.9191944000000002,0.8884495168000002,0.8689707117376001,0.8568125861863937,0.8399203904986863,0.8320352913642506,0.824995667961495,0.8165279192197283,0.811164330370159,0.8049526068427615,0.7992847395348371,0.794232780474374,0.7869731153044883,0.7815744595392639,0.7764457365623006,0.7727427985729333,0.7707741998029016,0.7634322638186696,0.7613214572232028,0.757781634562605,0.7540788977381626,0.7497994005670874,0.7473922209478063,0.7461611609707458,0.7416613631857057,0.7399695063796918,0.7386281772393386,0.7374952418717912,0.7360913560668682,0.7336935191120597,0.7325996487298184,0.7313132571603028,0.7303716185314173,0.7290359564496005,0.7274848417996629,0.7261757510710719,0.7253265875517926,0.7239831165127906,0.7227235892504325,0.7218491174654239,0.7213777771733042,0.7211235105102644,0.7209971399787336,0.7207031599988825,0.7205363473588869,0.7203702019694513,0.7199151297477875,0.7193832330610662,0.7191409336626998,0.7189803699280489,0.7188604288182648,0.7188205683894465,0.7188205683894465
9,4.35,4.35,5.344500000000001,6.817204000000001,6.587754028000001,6.444537770208002,6.245556682038241,6.152674404618367,6.069751382005922,5.970005801849578,5.906825575577445,5.833654773525304,5.766890308716666,5.707380915750566,5.62186591805828,5.883272622155366,5.8066089910475975,5.751257849387789,5.721831434550645,5.612084919786594,5.580532796791928,5.527619886529876,5.472271751862971,5.408302262006782,5.372319985098552,5.353918225366778,5.286655704267204,5.261366000251989,5.241315948246445,5.224380945229763,5.203395802544249,5.16755317883739,5.151202115260642,5.131973264494387,5.1178977457334875,5.097932404344417,5.07474649980974,5.055178344314876,5.042485134117208,5.022403065227809,5.00357577940143,4.990504263813401,4.9834587169114535,4.979657964609985,4.9777689907161555,4.9733746077811425,4.970881109350018,4.968397584912618,4.9615952114785795,4.953644473729358,4.950022606886981,4.947622516459433,4.945829648910055,4.945233819261145,4.945233819261145
