,0,1,2
0,0.0,-1.8277104336895365,-1.8277104336895365
1,0.0,0.16010037712131023,0.16010037712131023
2,0.0,-0.8515162346123933,-0.8515162346123933
3,0.0,-2.4436580364142237,-2.4436580364142237
4,0.0,0.26733727890114084,0.26733727890114084
5,0.0,-0.5519710093871625,-0.5519710093871625
6,0.0,0.40298953115339553,0.40298953115339553
7,0.0,0.5068425041263704,0.5068425041263704
8,0.0,0.30102971133357387,0.30102971133357387
9,0.0,-3.1238719272928326,-3.1238719272928326
10,0.0,-0.18022681294766507,-0.18022681294766507
11,0.0,-1.0906100640248457,-1.0906100640248457
12,0.0,0.7240317077821111,0.7240317077821111
13,0.0,0.3574361221965186,0.3574361221965186
14,0.0,0.0,0.0
15,0.0,-3.7076020138706576,-3.7076020138706576
16,0.0,1.1377882563997015,1.1377882563997015
17,0.0,1.098843391534836,1.098843391534836
18,0.0,-3.6474621552427973,-3.6474621552427973
19,0.0,-1.6580286417292476,-1.6580286417292476
20,0.0,1.0032037907032338,1.0032037907032338
21,0.0,-5.353482704596529,-5.353482704596529
22,0.0,-0.5153945964883334,-0.5153945964883334
23,0.0,1.1884432413495356,1.1884432413495356
24,0.0,1.1501314088577024,1.1501314088577024
25,0.0,-3.628728050601844,-3.628728050601844
26,0.0,1.4811627602090598,1.4811627602090598
27,0.0,1.4933330304793304,1.4933330304793304
28,0.0,1.4933330304793304,1.4933330304793304
29,0.0,-0.3971156181693528,-0.3971156181693528
30,0.0,-1.265261564115314,-1.265261564115314
31,0.0,-0.29163994249367514,-0.29163994249367514
32,0.0,1.2093600575063521,1.2093600575063521
33,0.0,1.4121978953441936,1.4121978953441936
34,0.0,1.4933330304793304,1.4933330304793304
35,0.0,1.379743841290139,1.379743841290139
36,0.0,0.0,0.0
37,0.0,1.4933330304793304,1.4933330304793304
38,0.0,0.0,0.0
39,0.0,0.34320162162162793,0.34320162162162793
40,0.0,1.477106003452303,1.477106003452303
41,0.0,1.4933330304793304,1.4933330304793304
42,0.0,1.4933330304793304,1.4933330304793304
43,0.0,1.4933330304793304,1.4933330304793304
44,0.0,1.4933330304793304,1.4933330304793304
45,0.0,1.4933330304793304,1.4933330304793304
46,0.0,1.4933330304793304,1.4933330304793304
47,0.0,0.0,0.0
