,0,1,2,3,4,5,6,7,8,9,10,11,12
0,31.3,27.5,27.5,24.5,24.5,22.1,22.1,27.5,27.5,31.3,31.3,42.7,42.7
1,22.1,20.3,20.3,18.9,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1
2,17.8,17.8,17.8,17.8,24.5,27.5,31.3,36.3,36.3,36.3,36.3,36.3,36.3
3,17.0,17.0,17.0,17.0,17.8,20.3,20.3,50.9,50.9,50.9,50.9,50.9,50.9
4,15.4,22.1,22.1,22.1,20.3,20.3,20.3,24.5,24.5,22.1,22.1,22.1,22.1
5,15.1,18.9,18.9,61.6,61.6,61.6,50.9,50.9,75.2,75.2,75.2,75.2,75.2
6,15.4,15.8,15.8,20.3,20.3,20.3,20.3,18.9,22.1,20.3,22.1,20.3,20.3
7,15.8,75.2,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
8,15.1,61.6,92.8,115.5,92.8,92.8,92.8,75.2,61.6,92.8,92.8,92.8,92.8
9,15.4,15.8,17.0,24.5,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1
10,17.8,17.0,17.0,31.3,31.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9
11,17.8,17.0,17.0,17.8,17.8,20.3,20.3,24.5,24.5,22.1,24.5,24.5,24.5
12,27.5,24.5,24.5,22.1,22.1,22.1,27.5,24.5,24.5,24.5,24.5,24.5,24.5
13,24.5,24.5,24.5,22.1,22.1,20.3,61.6,50.9,50.9,50.9,50.9,50.9,50.9
14,24.5,22.1,22.1,22.1,20.3,20.3,27.5,24.5,24.5,24.5,24.5,36.3,36.3
15,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5
16,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3
17,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3
18,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
19,75.2,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
20,61.6,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
21,75.2,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
22,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
23,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5
24,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,31.3,31.3,31.3,27.5,27.5
25,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,31.3,36.3,36.3,36.3,36.3
26,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1,27.5,27.5,27.5,27.5
27,36.3,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
28,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
29,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
30,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
31,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
32,92.8,75.2,75.2,61.6,61.6,50.9,50.9,42.7,42.7,42.7,42.7,36.3,36.3
33,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
34,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9
35,230.4,182.1,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8,92.8
36,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
37,92.8,61.6,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3
38,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
39,92.8,61.6,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
40,115.5,92.8,92.8,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,42.7
41,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7
42,115.5,92.8,92.8,75.2,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
43,50.9,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
44,42.7,36.3,36.3,31.3,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6
45,17.8,17.8,17.8,17.0,22.1,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
46,20.3,18.9,18.9,17.8,18.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
47,22.1,20.3,20.3,18.9,17.8,22.1,22.1,24.5,22.1,24.5,22.1,24.5,24.5
