,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,3274.865,3223.1377501233883,3184.885727310948,3153.3550284407324,3127.476426203813,3108.8863411075076,3112.5003831302975,3090.9919717591183,3086.238957439742,3075.5621796179935,3185.093295669207,3163.617518875919,3156.4788557439124,3151.7585353732807,3159.032772778337,3155.8862752685527,3202.9444768533367,3202.9444768533367
1,3040.219,2992.0483281732413,2956.427400034011,2927.156785402498,2944.695187743488,2955.411059666974,3506.7911962174526,3482.36361634268,3465.0354692288133,3427.1109610422873,3403.1944156650893,3379.5998797883494,3369.47357121181,3362.7611519579577,3384.233863428608,3380.288965137614,3370.2077821493394,3370.2077821493394
2,2915.299,2869.014096815959,2834.780954087247,2813.2012712403443,3095.395075352008,3076.930899220982,3254.4911096993937,3231.7780978644305,3215.6546515307887,3180.4623171346375,3168.6209723381226,3156.842518032025,3154.79249886446,3153.54820432523,3190.5184379216334,3288.606328566228,3278.753731749029,3278.753731749029
3,2762.636,2718.7692929329246,2780.190731203991,2836.62321192857,3546.165525126091,3524.9416655581117,3500.340988382592,3475.911986235173,3458.5672454923056,3420.712723137516,3396.8397006827063,3373.5165914446775,3363.407342661996,3356.7729108520152,3347.2656559809247,3349.1410425066183,3339.104107009233,3339.104107009233
4,2607.072,2687.798356043676,2721.8362734051852,3544.6568962134033,3512.8823393111666,3491.8576742904347,3467.4879123838596,3443.288367478419,3426.106423909231,3388.608690079566,3364.9649221750337,3341.7402855745595,3331.725802880191,3325.1533571412338,3312.676650376499,3306.096468812396,3296.191930550549,3296.191930550549
5,2539.279,2809.7477262417624,2839.9849124965795,3161.3517798697258,3133.014555756441,3114.26505887746,3133.4374445803605,3203.9293237225115,3187.943879978258,3153.0724443646845,3146.197687038875,3154.7162504481007,3155.5158675463135,3158.8895081470882,3361.3825692799032,3354.7775762899128,3344.7239878552227,3344.7239878552227
6,2607.625,2711.227331869363,3060.72946716858,3031.3772995274126,3004.3015862794778,2986.3397956531026,3038.6083372800513,3479.714464232398,3462.3506892061982,3424.4547126562793,3400.5553932708694,3377.290547162167,3367.1694124062346,3360.4443158118343,3367.854845486281,3361.280592566154,3351.207424675151,3351.207424675151
7,2684.421,2657.579235901166,3585.859070470939,3550.1614138734403,3518.3374691927934,3497.2801491256796,3472.8725086824575,3448.6352449104766,3431.426520569261,3393.869003192206,3370.183289102311,3347.238683719009,3337.2070989436947,3330.5361139069064,3317.2341110913203,3310.7202714182486,3300.803182307804,3300.803182307804
8,2548.582,3699.522040091482,3655.371131998518,3618.9814745016447,3586.540621025305,3565.0751037314326,3540.194319929565,3515.4871799878088,3497.944863822372,3459.659281279641,3435.514226104671,3412.175717448571,3401.9494503842106,3395.1489774208926,3381.5889305400647,3374.9720427779157,3364.857595842854,3364.857595842854
9,2634.538,3129.467410950868,3092.1269756089177,3075.7329044913868,3048.4795445703708,3037.0301741397093,3085.884932130116,3069.2501375613256,3114.527451645454,3487.8424417168776,3463.5006673636517,3439.982647869655,3429.673019431008,3422.8171090621654,3409.1463878047493,3402.4732112865277,3392.276013651835,3392.276013651835
10,2859.247,2923.4434894768315,2914.4038613337675,2973.5809871993,2953.8443604646095,3444.1457720125513,3420.109007098291,3396.2400584181282,3379.294158833948,3342.3098327447733,3318.9838611807436,3296.4381106321725,3291.306273560284,3284.751869854437,3276.167761273392,3269.821298569607,3260.029031472438,3260.029031472438
11,2851.852,2855.0341938906563,2899.7960118877268,3024.320025870539,3004.9440776679558,3190.7439054455353,3171.370286497445,3149.8431789659985,3134.30802446601,3234.5623286334408,3214.2755000067336,3192.7951226033238,3256.2029571079765,3249.7196424727176,3280.3872601226603,3274.0237289596753,3264.2173237189104,3264.2173237189104
12,3226.095,3179.1580887385835,3146.89977301321,3117.193369299826,3095.181950467468,3108.2483626049066,3108.632709487868,3153.8627414151742,3138.2582878397584,3216.8126290327095,3233.113752023447,3211.9335132389097,3236.475125717456,3230.009365963147,3278.2879182924326,3271.910062978766,3262.108391998526,3262.108391998526
13,3193.766,3143.347879817875,3107.3130305600766,3077.0080428400342,3051.057808479799,3054.265145925896,3059.7771448486374,3148.7850269789396,3133.1183715039697,3178.4959256450643,3372.9492390236423,3350.7534844415886,3340.71180037014,3334.0337514641997,3320.7204111188576,3314.3287977020314,3304.398849880023,3304.398849880023
14,3160.997,3110.8121334564867,3073.7260912492015,3043.371436832359,3016.2309837398725,3051.3825204191853,3057.404942408562,3139.70017377226,3124.0702939384523,3197.921651038061,3409.917377893753,3387.347776376548,3377.1959486464193,3370.567260751075,3357.105453254989,3350.7297258069325,3340.687636416976,3340.687636416976
15,3392.465,3338.591032148584,3298.747613601955,3266.0318384936554,3236.754980655007,3217.5434017800367,3195.157927975611,3175.0163219046617,3159.229525477369,3249.0143691827584,3226.411177631062,3205.781239762221,3196.1822824027995,3357.4964344132763,3344.0868358438574,3337.6236713710055,3327.620911788317,3327.620911788317
16,3608.617,3551.310147766429,3508.92804486406,3473.9962557971835,3442.8550709459014,3422.24952052583,3398.3655354211237,3374.6483770642667,3357.8088629031326,3321.0575297733094,3297.880506887952,3276.7297143627416,3266.910544938464,3328.193648968132,3314.9012336191113,3308.5934786071066,3298.68808617062,3298.68808617062
17,3611.524,3554.170998864346,3511.754753937001,3476.7949341490103,3445.628760315169,3425.006627263851,3401.1034769842026,3377.3671197099907,3360.51418370617,3323.733229449507,3300.537127978525,3279.207200228254,3269.380345037273,3273.405722651544,3260.3428384240488,3254.204355524039,3244.566406834669,3244.566406834669
18,3755.023,3695.3911387648895,3651.2895297551136,3614.9405050975092,3582.53587520984,3561.0943263997083,3536.2413245820267,3511.561772733017,3494.039049379026,3455.7962275637146,3431.67810485956,3409.5121656512124,3399.293857278245,3392.742031115546,3379.191645515935,3372.8668641975487,3363.1790289020387,3363.1790289020387
19,3603.458,3546.2330755661023,3503.9115874262584,3469.0299070311353,3437.933366443915,3417.3574999544085,3393.5077820549495,3369.825077472449,3353.010045795316,3316.31177282203,3293.1696643523564,3271.7195468975815,3261.9237306069895,3258.471702023506,3245.471435873096,3239.492855786786,3379.9577855994894,3379.9577855994894
20,3572.977,3516.2362896657014,3474.273088108749,3439.6863231530565,3408.8530450149833,3388.45114104012,3364.8037199530327,3341.320923281481,3324.64785316811,3288.259450860146,3265.311829404826,3244.178887000199,3235.032720606087,3241.444433704595,3228.5154176631904,3229.510473051282,3366.2444734301557,3366.2444734301557
21,3603.459,3546.2340596855443,3503.9125359325635,3469.030716678389,3437.9340612644164,3417.3581187961554,3393.508326787428,3369.8251717449816,3353.0098751268984,3316.310991092385,3293.168434441158,3272.008555718032,3266.752710401843,3263.01380936675,3249.9995597796105,3243.982004942611,3252.129067431203,3252.129067431203
22,3516.762,3460.91415816906,3419.610884717429,3385.5682885444976,3355.2203710380236,3335.1394537037418,3311.8634546754024,3288.750255588911,3272.3395186227804,3236.525073466624,3213.9505608334107,3193.1683447262853,3399.751667578156,3392.955785883667,3379.4045585286694,3373.1155714781708,3363.7358916997623,3363.7358916997623
23,3407.25,3353.141873318156,3313.1260191294054,3280.147235674293,3250.7447067834514,3231.2890963427403,3208.7394847466294,3186.3468149781274,3171.4304834139416,3276.216201128494,3253.3524066050245,3231.9107495394546,3304.4962953304785,3297.891694692113,3284.7310094003656,3278.5185351725736,3268.713167474935,3268.713167474935
24,3342.567,3289.489680349903,3250.238107815448,3217.882513976325,3189.047032608471,3169.9935357554223,3147.9151734496136,3125.9662398757764,3125.7153110361846,3254.947439009679,3232.236253383609,3301.168794119825,3301.7689142170884,3295.1707671125687,3282.0200745295783,3275.8096931245937,3265.9932959898924,3265.9932959898924
25,3345.781,3292.6505122411018,3253.3646666344735,3220.981272537786,3192.128833287518,3173.056849900676,3151.075417219065,3129.340277701071,3210.4142012365896,3175.327142362783,3196.5810735145983,3363.2025946176936,3353.2225075776,3346.5194817519523,3333.1537890794234,3326.888001962054,3316.917378230307,3316.917378230307
26,3283.643,3231.549989107286,3193.058706210107,3161.4222941329003,3133.2763141391715,3114.6277440982817,3098.1151537440096,3111.1531834006632,3480.68959521774,3442.5928853764844,3418.566916238145,3395.9973598170604,3385.8196901957376,3379.0515645710366,3365.555874725568,3359.192934037992,3350.7404563513683,3350.7404563513683
27,3398.638,3344.6706068247863,3304.755146470909,3271.864424737761,3242.5360540180304,3223.12972813869,3200.6545714572953,3178.3201969626994,3244.127060571148,3208.621492975443,3189.5424200976604,3268.1455083229,3258.3521586797397,3251.841125507539,3238.8579919428876,3238.828214854994,3269.5033256393426,3269.5033256393426
28,3422.059,3367.715094670792,3327.5256904203166,3294.3999925796775,3264.8695035706546,3245.3296911000066,3222.680861392002,3200.1911873879008,3196.709327138662,3195.659047446627,3225.522791368093,3296.2939341741267,3286.4158070874028,3279.8473113640352,3266.749684938437,3260.6849134712447,3264.9987610059598,3264.9987610059598
29,3491.439,3435.9931744994965,3394.987755103399,3361.191688807276,3331.0620879755666,3311.1258003433572,3288.018286757933,3265.0718738209375,3248.780669459253,3213.2366120001866,3196.340838653078,3437.5271386554105,3427.2248783713376,3420.373863835473,3406.7152853296498,3400.373025475276,3390.1821161055573,3390.1821161055573
30,3509.284,3453.5554211610233,3412.3400400974488,3378.370154572639,3348.090006741188,3328.0523932068213,3304.8260853296424,3281.7643592036948,3265.38889610118,3229.6509206790133,3209.7426586930433,3274.614054280235,3271.9427641892357,3269.1028073496213,3313.984653221055,3307.741417094266,3298.000752005097,3298.000752005097
