,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.25,0.0,0.0,0.0,160765897.0,4196398.0,2628692566.0,0.0
1,1.23,0.02,0.03,260915.86,160765897.0,4113262.59,2559871995.69,0.0169
2,1.22,0.03,0.04,371855.72,160765897.0,4072314.61,2534462701.99,0.0091
3,1.2,0.04,0.05,452878.17,160765897.0,4027742.5,2508746574.32,0.0099
4,1.19,0.05,0.05,532934.17,160765897.0,3991637.55,2493978676.1,0.0082
5,1.18,0.06,0.06,604365.66,160765897.0,3955856.24,2479817513.21,0.0083
6,1.18,0.06,0.06,629939.59,160765897.0,3940056.56,2478003117.98,0.0043
7,1.17,0.07,0.06,673565.5,160765897.0,3912558.86,2469530361.28,0.0067
8,1.16,0.07,0.06,703249.27,160765897.0,3900832.93,2467807413.86,0.0034
9,1.16,0.07,0.06,713072.96,160765897.0,3896932.11,2467500043.38,0.0018
10,1.16,0.07,0.06,713072.96,160765897.0,3896932.11,2467500043.38,0.001
