,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.25,0.0,0.0,0.0,169415252.0,4400084.0,2811364427.6,0.0
1,1.22,0.02,0.03,256152.51,169415252.0,4317230.57,2733567511.21,0.016
2,1.21,0.03,0.04,422120.64,169415252.0,4265707.79,2694086771.77,0.0107
3,1.2,0.04,0.05,529661.92,169415252.0,4223242.16,2671253448.74,0.0091
4,1.18,0.05,0.06,649599.25,169415252.0,4164499.55,2645147440.31,0.0125
5,1.17,0.06,0.06,711567.16,169415252.0,4139574.94,2636850642.86,0.0059
6,1.16,0.07,0.07,853829.49,169415252.0,4090172.34,2621134768.75,0.0108
7,1.15,0.08,0.07,887676.49,169415252.0,4069762.34,2614826812.14,0.0051
8,1.15,0.08,0.07,901568.44,169415252.0,4061626.89,2613501339.91,0.0027
9,1.15,0.08,0.07,907899.35,169415252.0,4057565.26,2613039384.49,0.0019
10,1.14,0.08,0.07,952845.73,169415252.0,4033280.65,2606822722.79,0.0059
11,1.14,0.08,0.07,952845.73,169415252.0,4033280.65,2606822722.79,0.0015
