,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.15,0.0,0.0,0.0,162233786.0,3871615.0,3155469721.1,0.0
1,1.13,0.01,0.04,187666.84,162233786.0,3817763.3,3032146693.9,0.0113
2,1.12,0.03,0.06,361526.8,162233786.0,3772201.28,2953465705.08,0.0097
3,1.1,0.04,0.08,487701.16,162233786.0,3727183.0,2894431649.57,0.0099
4,1.11,0.04,0.1,659605.71,162233786.0,3735855.39,2848517340.57,0.0105
5,1.1,0.04,0.1,704735.14,162233786.0,3724585.91,2831213010.0,0.0047
6,1.12,0.02,0.1,752137.74,162233786.0,3787290.47,2826552652.39,0.004
7,1.12,0.03,0.11,788335.44,162233786.0,3772350.69,2822680276.58,0.004
8,1.11,0.03,0.11,808349.73,162233786.0,3765225.51,2821751185.29,0.0025
9,1.11,0.03,0.11,808349.73,162233786.0,3765225.51,2821751185.29,0.0011
