,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,22.1,20.3,18.9,18.9,17.8,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
1,16.3,15.8,15.4,15.8,18.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
2,15.8,15.4,15.4,15.4,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
3,15.8,15.4,15.4,17.8,18.9,17.8,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,27.5,24.5,24.5
4,15.8,15.4,15.4,50.9,42.7,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3,31.3
5,15.1,14.8,17.8,17.8,17.8,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3
6,14.8,14.6,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
7,14.5,17.0,17.0,20.3,18.9,20.3,22.1,22.1,22.1,22.1,22.1,22.1,24.5,24.5,24.5,24.5,27.5,27.5
8,14.6,17.8,18.9,20.3,22.1,20.3,24.5,22.1,22.1,24.5,24.5,24.5,24.5,27.5,27.5,24.5,31.3,31.3
9,14.8,15.8,20.3,18.9,22.1,20.3,22.1,22.1,20.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,31.3,31.3
10,14.4,61.6,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
11,20.3,22.1,20.3,20.3,20.3,20.3,18.9,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
12,18.9,24.5,22.1,22.1,20.3,22.1,20.3,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
13,31.3,31.3,27.5,24.5,24.5,22.1,20.3,22.1,22.1,22.1,22.1,22.1,24.5,27.5,27.5,27.5,27.5,27.5
14,75.2,61.6,50.9,42.7,42.7,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5
15,27.5,24.5,24.5,22.1,22.1,20.3,22.1,20.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
16,31.3,27.5,24.5,24.5,22.1,20.3,22.1,22.1,24.5,24.5,24.5,24.5,27.5,24.5,24.5,24.5,24.5,24.5
17,36.3,31.3,31.3,27.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,31.3,31.3,31.3,31.3,31.3,31.3
18,61.6,50.9,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,24.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5
19,92.8,75.2,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
20,92.8,75.2,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
21,92.8,61.6,50.9,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,27.5,27.5
22,61.6,50.9,42.7,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3
23,42.7,36.3,36.3,31.3,31.3,24.5,24.5,24.5,22.1,22.1,24.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3
24,24.5,22.1,22.1,22.1,20.3,24.5,24.5,24.5,22.1,24.5,22.1,36.3,36.3,31.3,31.3,31.3,31.3,31.3
25,24.5,22.1,22.1,22.1,20.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
26,24.5,24.5,22.1,22.1,20.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,24.5,24.5
27,42.7,36.3,36.3,31.3,31.3,24.5,24.5,24.5,22.1,22.1,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
28,42.7,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
29,31.3,31.3,24.5,24.5,24.5,22.1,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
30,24.5,22.1,22.1,20.3,20.3,18.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
31,42.7,36.3,31.3,31.3,27.5,24.5,24.5,22.1,24.5,24.5,24.5,24.5,24.5,22.1,27.5,24.5,24.5,24.5
32,36.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
33,92.8,75.2,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
