,0,1,2,3,4,5,6,7,8,9,10,11
0,894.092,877.2821020832018,850.8102780506086,842.0882740662043,887.0296839167594,878.2217837531805,865.1618256108196,854.8396020362451,848.0261042509256,835.4194385739794,827.1236238291906,827.1236238291906
1,750.06,737.2314729832784,719.4408771945363,735.7380637730824,993.6425602330282,983.7954523053874,969.3365627807713,958.3527736777351,956.0261787911377,951.6776667398182,953.9795824514434,953.9795824514434
2,697.243,692.7804607097049,680.6319090572833,683.8448332722477,802.9028096537721,794.929260277042,783.174687907115,774.3375282948244,770.5791222311715,763.5786125782165,763.4473581806124,763.4473581806124
3,699.493,719.0111837280705,1011.3483009786014,995.3734869017092,977.6084812453423,967.8769048256497,953.4646313304263,942.0941644902128,934.5882014708384,920.6728075465828,911.7924742701427,911.7924742701427
4,641.752,644.8578447911681,911.5847613671095,908.3504195129988,892.1379748236017,883.2562073701426,870.1017014735745,859.7201375187183,852.8681224623045,840.165910743323,831.8902504156072,831.8902504156072
5,739.585,726.0928515352625,752.3607955246338,999.8890741216632,982.0443631052178,972.3321126747807,957.8569027919294,946.4256705599435,938.8807360967667,924.8947995616987,915.6890135885662,915.6890135885662
6,683.968,671.3996601955378,663.0048911715883,924.1042486184152,907.8970188280244,916.1275869389956,946.5877977860387,994.4764440372655,992.8262089757421,989.181017026731,1033.8979714626691,1033.8979714626691
7,748.33,734.3202452601398,712.2082001539444,730.7718389872284,717.916888329586,718.0434913592694,735.9498450948188,768.6299425945764,765.7417309652038,759.851101352684,799.1325296783104,799.1325296783104
8,765.182,1054.380415967859,1022.181058628997,1005.9484116580702,987.9937995734585,978.1738395798455,963.6068628750037,952.1122551567207,944.5552941727631,930.5157221377725,921.6364549094051,921.6364549094051
9,607.215,926.4914305578153,901.3335263801923,887.0207361822557,871.1902144003543,862.5375745190264,849.6929928574546,839.5569446205375,832.9048064881972,820.5372778096653,812.845292456182,812.845292456182
10,656.326,712.8174513225977,924.1877539786103,909.5113589060944,893.2788175529589,884.3977585492431,871.2252060482562,860.8277741777026,853.9711222813125,841.2537757812603,832.9096355280706,832.9096355280706
11,653.056,654.0647550679251,930.6186630146965,917.3379957650038,923.3423490230629,1012.6530691587908,1008.2540980739046,996.6865395476997,990.0947531080134,975.3532390535559,965.6437196438426,965.6437196438426
12,709.471,696.8517224804646,718.0912866332801,708.234600749748,715.2439911236585,824.3547231227615,840.9250107965746,833.2018201139427,855.3076550172956,891.999396108437,883.1450597456854,883.1450597456854
13,853.926,837.8502830943886,812.2748784119199,799.4080868489999,785.4782415102952,788.4827049252804,786.7666041069184,778.4774864469487,789.793664492618,827.8083881354547,819.6011744589206,819.6011744589206
14,964.364,946.2042055564007,917.3079419587076,902.7410403496442,886.6480644266327,877.8600328738444,864.8008306888535,854.5072157509649,847.7382370054466,837.1295097726036,828.8912647767706,828.8912647767706
