,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,17.8,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.8,15.8,15.4,15.4,15.4,15.4,15.1,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
1,14.6,14.5,14.5,15.4,15.4,15.4,15.1,15.1,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
2,14.3,14.3,14.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.0,17.0,17.0,17.0,16.3,16.3,16.3,15.8,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
3,14.3,14.3,15.4,15.4,15.4,15.1,15.1,15.4,15.1,15.8,15.8,15.4,15.4,15.4,15.8,15.4,15.4,17.0,17.0,16.3,16.3,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
4,14.1,14.0,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.0,17.0,17.0,17.0,16.3,16.3,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
5,14.5,14.5,14.5,14.5,14.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,15.8,15.8,16.3,16.3,16.3,16.3,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
6,14.3,14.2,15.4,15.1,15.1,17.0,17.0,17.0,16.3,15.8,16.3,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
7,14.6,14.5,14.8,14.8,16.3,15.8,15.8,15.8,15.4,15.4,17.0,16.3,16.3,16.3,15.8,17.0,17.0,16.3,16.3,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
8,14.8,14.6,14.5,14.5,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,16.3,16.3,15.8,15.8,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,16.3,16.3,16.3,17.0,17.0,17.0
9,14.0,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,15.8,17.0,17.0,17.0,16.3,16.3,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,16.3,16.3,16.3,16.3,17.0,17.0,17.0
10,14.2,15.8,15.8,15.4,15.4,15.1,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.8,15.4,17.8,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3
11,14.2,15.1,14.8,15.4,15.1,15.4,15.1,20.3,20.3,18.9,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,15.8,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
12,14.4,14.5,14.5,15.4,15.4,15.4,15.4,17.0,16.3,16.3,15.8,15.4,16.3,16.3,16.3,15.8,15.8,17.0,16.3,16.3,16.3,16.3,15.8,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,16.3,17.0,17.0,16.3,16.3
13,16.3,15.8,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,17.0,17.0,17.0
14,22.1,20.3,18.9,17.8,17.8,17.0,17.0,16.3,16.3,15.8,16.3,15.8,16.3,15.8,17.0,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,15.8,17.0,17.0,16.3,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,17.0,16.3,16.3,17.0,17.0,17.0,17.0
15,22.1,20.3,18.9,17.8,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.8,15.8,15.4,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,17.0,17.0,16.3,17.0,16.3,16.3,16.3,16.3,17.0,17.0,16.3,17.0,17.0,17.0,16.3,16.3,16.3
16,20.3,18.9,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.4,17.0,16.3,15.8,15.8,17.0,17.0,16.3,16.3,16.3,16.3,16.3,15.8,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,17.0,16.3,17.0,17.0,17.0,16.3,16.3,17.0,17.0,17.0,17.0,16.3,16.3
17,20.3,17.8,17.8,17.0,17.0,16.3,15.8,15.8,15.4,15.8,15.4,15.8,17.0,16.3,16.3,15.8,15.8,15.8,15.8,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,16.3,17.0,17.0,17.0,16.3,16.3,17.0,17.0,16.3,16.3,17.0,16.3,16.3,17.0,17.0,17.0,17.0
18,22.1,20.3,18.9,17.8,17.8,17.0,17.0,16.3,16.3,15.8,15.8,15.4,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,17.0,16.3,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,17.0,16.3,16.3,16.3,17.0,17.0,17.0,17.0
19,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,16.3,16.3,15.8,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,17.0,17.0,16.3,16.3,17.0,16.3,16.3,16.3,17.0,17.0,16.3,17.0,16.3,17.0,16.3,16.3,17.0,17.0
20,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,16.3,16.3,15.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,17.0,17.0,16.3,17.0,17.0
21,18.9,17.8,17.0,16.3,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,17.0,16.3,16.3,15.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,16.3,17.0,17.0,17.0,17.0,17.0
22,17.0,16.3,15.8,15.4,15.4,15.1,15.4,15.4,15.8,15.4,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,16.3,16.3,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,17.0
23,22.1,20.3,20.3,17.8,17.8,17.0,17.0,17.0,16.3,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.4,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,17.0,16.3,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
24,20.3,20.3,17.8,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.4,18.9,18.9,18.9,17.8,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,17.0,17.0,17.0,16.3,17.0,17.0,17.0,16.3,17.0,17.0,16.3,17.0,17.0,17.0,17.0
25,17.0,17.0,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,17.8,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,17.0,16.3,16.3,17.0,17.0,17.0,17.0,17.0,16.3,16.3
26,17.8,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.8,15.8,15.4,17.0,17.0,17.0,17.0,16.3,15.8,16.3,15.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0
27,17.8,17.0,17.0,16.3,15.8,15.8,15.4,15.4,15.8,15.8,15.4,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,17.0,16.3,17.0,16.3,17.0,16.3,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
28,17.8,17.8,17.0,16.3,15.8,15.8,15.4,15.4,17.0,16.3,15.8,15.8,15.8,15.8,15.8,15.4,17.0,17.0,17.0,16.3,17.0,17.0,17.0,16.3,16.3,16.3,16.3,17.0,16.3,17.0,17.0,17.0,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
29,15.4,15.1,14.8,14.8,15.4,15.1,15.4,15.4,17.0,17.0,15.8,15.8,15.8,16.3,16.3,15.8,16.3,16.3,16.3,15.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,16.3,17.0,17.0,17.0,16.3,17.0,16.3,17.0,16.3,17.0,17.0,16.3,17.0,17.0,17.0
30,20.3,18.9,17.8,17.0,17.0,16.3,16.3,15.8,15.8,15.8,15.4,15.8,15.4,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,17.0,16.3,16.3,17.0,17.0,17.0,17.0,17.0,16.3,17.0,17.0,17.0,17.0,16.3,17.0,17.0,17.0
31,20.3,18.9,17.8,17.0,17.0,17.0,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,17.0,17.0,17.0,16.3,16.3,17.0,17.0,17.0,16.3,17.0,17.0,17.0,17.0,16.3,17.0,17.0,17.0
32,20.3,18.9,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.4,20.3,20.3,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.3,17.0,17.0,16.3,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
