,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,17.8,17.8,17.0,17.0,17.8,17.0,17.0,17.0,17.0,17.8,17.0,17.8,20.3,20.3,18.9,20.3,20.3,20.3,18.9,22.1,20.3,20.3,20.3,20.3
1,17.0,15.8,15.8,15.4,36.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1
2,22.1,20.3,20.3,18.9,17.8,17.0,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
3,16.3,15.8,15.4,18.9,17.8,17.0,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
4,14.8,14.6,15.4,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
5,15.4,15.1,18.9,17.8,17.8,17.0,17.0,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3
6,14.5,14.6,36.3,36.3,31.3,27.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,20.3,22.1,20.3,20.3,20.3,20.3,20.3,20.3
7,14.5,15.8,15.8,15.8,15.4,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,22.1,20.3,20.3,20.3,20.3,22.1,22.1
8,14.3,50.9,42.7,36.3,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,22.1,20.3,22.1,22.1,20.3,20.3,22.1,22.1
9,15.1,18.9,17.8,17.8,17.8,17.0,17.8,17.0,17.8,17.8,17.8,24.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1
10,15.4,16.3,15.8,15.8,24.5,22.1,22.1,20.3,20.3,20.3,20.3,22.1,20.3,20.3,22.1,22.1,22.1,20.3,20.3,20.3,20.3,22.1,22.1,22.1
11,17.8,17.8,17.0,17.0,22.1,20.3,18.9,17.8,20.3,20.3,20.3,20.3,18.9,20.3,22.1,22.1,22.1,20.3,22.1,20.3,22.1,22.1,22.1,22.1
12,24.5,22.1,22.1,20.3,20.3,17.8,17.8,17.0,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1
