,0,1,2,3,4,5,6,7,8,9,10,11
0,22.1,20.3,20.3,17.8,17.8,17.0,17.0,17.0,17.0,16.3,20.3,20.3
1,17.8,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.8,15.4,15.8,15.8
2,15.4,15.1,15.1,17.8,17.8,17.8,22.1,22.1,22.1,24.5,24.5,24.5
3,14.4,14.3,14.3,15.1,14.8,14.8,15.8,15.4,15.4,15.8,17.0,17.0
4,15.8,15.8,15.4,18.9,17.8,17.8,17.0,17.0,17.0,16.3,16.3,16.3
5,14.8,14.6,14.6,31.3,27.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3
6,14.5,14.5,14.4,15.1,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4
7,15.4,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.0,17.0
8,14.0,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,18.9,18.9
9,14.0,15.8,17.8,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.8,15.8
10,14.5,14.6,31.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1
11,14.2,14.2,15.4,15.4,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
12,15.1,14.8,14.8,14.6,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4
13,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.8,17.8,17.8,18.9,18.9
14,17.8,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.8
15,36.3,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,18.9,18.9
16,230.4,182.1,144.6,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
17,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9
18,18.9,17.8,17.8,17.0,16.3,16.3,15.8,15.8,15.8,16.3,15.8,15.8
19,20.3,18.9,17.8,17.8,17.0,17.0,16.3,17.0,17.0,22.1,22.1,22.1
20,17.8,17.0,17.0,16.3,15.8,15.8,15.4,15.8,15.4,17.0,17.0,17.0
21,20.3,17.8,17.8,17.0,17.0,16.3,16.3,20.3,20.3,20.3,18.9,18.9
22,17.0,16.3,15.8,15.4,15.4,15.4,15.4,22.1,22.1,22.1,22.1,22.1
23,17.8,17.0,17.0,16.3,15.8,15.8,15.4,17.0,17.0,16.3,15.8,15.8
24,20.3,18.9,17.8,17.8,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
25,15.1,14.8,14.8,14.8,18.9,17.8,17.8,17.8,17.0,17.0,17.0,17.0
26,15.8,15.4,15.4,15.1,15.8,20.3,20.3,20.3,18.9,18.9,17.8,17.8
27,15.8,15.4,15.4,15.1,15.1,20.3,20.3,20.3,18.9,18.9,17.8,17.8
28,17.0,16.3,15.8,15.8,15.4,16.3,20.3,20.3,20.3,20.3,18.9,18.9
29,17.0,16.3,15.8,15.8,15.4,15.4,24.5,22.1,22.1,22.1,24.5,24.5
30,17.0,16.3,15.8,15.8,15.4,15.4,15.8,15.8,15.8,15.4,15.8,15.8
31,42.7,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
32,22.1,20.3,18.9,17.8,17.8,17.0,17.0,17.0,16.3,16.3,15.8,15.8
33,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,17.8,17.8
34,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,16.3,16.3,16.3
35,27.5,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8
36,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,16.3,16.3,16.3
37,61.6,50.9,50.9,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
38,24.5,24.5,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.0,17.0
39,22.1,20.3,18.9,17.8,17.8,17.0,17.0,16.3,16.3,16.3,15.8,15.8
40,27.5,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8
41,22.1,20.3,18.9,17.8,17.8,17.0,17.0,16.3,16.3,15.8,15.8,15.8
42,24.5,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.0,17.0,17.0,17.0
43,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.8,17.8
44,22.1,20.3,20.3,17.8,17.8,17.8,17.8,20.3,24.5,22.1,22.1,22.1
45,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.4,17.0,17.8,17.0,17.0
46,18.9,17.8,17.8,17.0,17.0,16.3,15.8,15.8,16.3,17.8,18.9,18.9
47,18.9,17.8,17.8,17.0,16.3,15.8,15.8,15.8,15.8,15.8,18.9,18.9
