,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0,1.265,0.9989956818181817,0.913082053181818,0.8510201517534846,0.8244367668031662,0.7759445995812002,0.745434991301571,0.731779606484238,0.7037691609417887,0.6822076855492709,0.6557913754138395,0.6260788968026202,0.6159917906205132,0.6096478115300363,0.5962716112873981,0.5782322618524804,0.5714695101865457,0.5501084492892704,0.5432845011213598,0.532529958808733,0.5202841199620885,0.5045552146663482,0.49800518837454383,0.48511473663227267,0.4753663325021802,0.46586163847533996,0.4573359279332643,0.4471955219511328,0.4383950981880688,0.43530614944723334,0.4291838530428974,0.4215017315657679,0.41758585364412154,0.41242733712867274,0.4095720982373718,0.4098556562726243,0.40576485416965163,0.4004848873630533,0.39376814841249475,0.3874977672958323,0.3857438521206287,0.38370989515578435,0.3782278000049673,0.376529504633509,0.3737159953014596,0.37385562106273074,0.37246223581455995,0.3685802645131561,0.36666645266156406,0.36530901325539905,0.3596362739770357,0.3554049507362602,0.3541038188397218,0.3502199401285545,0.34715944370415475,0.34539557759822564,0.3441444925673774,0.3426506970405445,0.34215575278932053,0.33869807225027004,0.33723695524533986,0.33626872171007277,0.33530436110894674,0.3338636063708645,0.33171544105638384,0.33100583044750037,0.33006252141142467,0.32841833376154467,0.32771861447454576,0.3274860744314998,0.3258599219104793,0.3251678778590335,0.32424792063331165,0.32378978193490215,0.32356117072439583,0.3233327881251,0.3233327881251
1,9.49,7.423898244318179,6.795208090544911,6.306014089615964,5.953038711690065,5.590452294862431,5.206734216325629,5.1165869311161245,4.930704081808391,4.618754889731366,4.450533590023125,4.240422731974121,4.177157276257089,4.079701619473939,3.9842774757803148,3.8736127697691067,3.8318910046675527,3.716461842152185,3.6742806764246643,3.6082231592380913,3.5337709996683135,3.435923203897517,3.3956823246986487,3.3159874490384507,3.2557886538658805,3.19684587402717,3.143781160570326,3.081950896261491,3.027664688884953,3.0085431638278455,2.970644301164658,2.9235569686736578,2.8995149040971926,2.867588727452857,2.8503455886802174,2.8183774849874212,2.793749091030348,2.762392053308229,2.721883913933276,2.6841259502255257,2.6734444992860773,2.661259878726747,2.629022406110304,2.6186995855264557,2.6021738783094537,2.588002165538359,2.579798299029798,2.5567755006211588,2.545419760678902,2.53722691730575,2.503263360375662,2.478389208430871,2.470531997616939,2.4471115566706843,2.4284194941811124,2.417760918832956,2.410343234748398,2.4014293891927214,2.398489976446082,2.3780054945536144,2.369165689877609,2.36347260924007,2.357882255311046,2.349074699874418,2.336255348354769,2.331963784690657,2.3263745817461055,2.3164264818961047,2.312329071498035,2.310981293220188,2.3011686090427133,2.297010272263204,2.2916234343487543,2.2889089057340253,2.287579368210177,2.286220772968951,2.286220772968951
2,7.387,6.194106141143577,5.676987886021103,5.288937507507155,5.020916364169554,4.740045339203147,4.456463985045063,4.39132437469245,4.2613382207245,4.042904199950936,3.9251264410230737,3.761935737628649,3.7110657252803714,3.6469799468223094,3.576979605578667,3.4970696228947182,3.4667874618494054,3.386856895945504,3.3563248044110834,3.3109810333476415,3.260294926030069,3.179000221174364,3.1498301096990664,3.095446245178595,3.054727248045105,3.0118252890662,2.97346047011609,2.932041405235667,2.895169203077358,2.878863137392519,2.8531106191012716,2.819170982350361,2.80183081276767,2.776139326401194,2.7647470886973498,2.74552186409512,2.7278465932096463,2.706986170677752,2.6799872765101433,2.6528111421882787,2.643399580097054,2.6353358289959705,2.6139481341036332,2.606380465034178,2.5956434035675535,2.5861280481754565,2.5807662795264377,2.565451565754482,2.557330858062174,2.5518117127906224,2.5294393297008075,2.5127479316248045,2.506989453510692,2.489727150726031,2.477227509720235,2.467594611596638,2.462721012636779,2.4568021731410448,2.4548851057356,2.4411647283967155,2.4346914977294163,2.430552734913102,2.4269286633521996,2.420431461046272,2.4119338077669856,2.40875954205797,2.405164632019778,2.3978437386599665,2.395178028644716,2.3941879728382935,2.386921841903492,2.383892245425401,2.380411355554131,2.378652342006082,2.377703884575374,2.3767092700809407,2.3767092700809407
3,2.229,2.0181153911435787,1.8621963405211035,1.8097868137884339,1.7992588704043866,1.7343477725202459,1.7591798042302578,1.7611752866747556,1.7656431925795848,1.772150813973179,1.7790400824143162,1.7481750810261554,1.745040396153325,1.7622880785564556,1.7542799758877252,1.7579736798726502,1.7590336120296468,1.7651908212687155,1.7664537208544469,1.7712338557963645,1.7776501694502278,1.7696994455879769,1.7710721465220614,1.7767645368232543,1.7815032073986476,1.7829224744359038,1.7843137952222905,1.7924203372388947,1.7965292867805054,1.7944216053423379,1.797164284627994,1.799002788569968,1.8008601373126423,1.7991781817534467,1.801795219351432,1.8118215321361206,1.8138064905661144,1.8169783747791601,1.82055140212132,1.823595546161621,1.8221510276465558,1.8233333914126257,1.8268666178343718,1.8274931878625322,1.8295312491676239,1.8334132653195263,1.8343131955847871,1.8364435749880141,1.837483298231072,1.8380615157586755,1.8428500118065312,1.8451380428168367,1.845210739146764,1.8453694920775623,1.8465976429755477,1.8454365289191634,1.8461718453726916,1.8469500508805423,1.847411937719618,1.8491909347329574,1.849747296827641,1.8499468108149335,1.8506436629504237,1.8510819206469067,1.8521994132312143,1.8522032257058063,1.853153040933023,1.8531936037108194,1.853900719100416,1.8539505656035378,1.8539634715193796,1.8542716251524405,1.8552277177622627,1.8555183214897975,1.8555926230796056,1.855619744846668,1.855619744846668
4,5.51,4.62251407296176,4.289916735702921,4.093249988541252,3.967529735306357,3.784024983581528,3.659366087384814,3.629722907883066,3.56641771845473,3.4594461821251685,3.403318408999466,3.301088668207054,3.2750805751777867,3.2527697531016817,3.2162422935614416,3.1799552952865833,3.165124318161118,3.131231194406514,3.1169529526808923,3.0976663060589753,3.0766785777721526,3.033647719468657,3.0210274440990816,2.9978481982111433,2.9808444586243885,2.9617591716537284,2.9440653984041054,2.9290205621982857,2.9138979490983674,2.904715628270768,2.8945883722865693,2.8807706957418078,2.8738284962650864,2.8615878469626517,2.8576394475737543,2.8548832875587022,2.847061166852413,2.8386413049019246,2.8288219144480506,2.8180984698347533,2.8127812337776494,2.809919602767468,2.8026253823499427,2.7991214261067996,2.7955723716961147,2.793320687149048,2.791485663638494,2.785667050057597,2.7826720766222266,2.7801741716864456,2.7726735519598185,2.7653638348991,2.762678757531774,2.75556555597627,2.750827954107472,2.745776533428719,2.7444013998597,2.74189855157004,2.74142037474107,2.736134675204736,2.733367674856589,2.731689707331766,2.7304171369007966,2.7275750537535774,2.7239665934340427,2.7223982543680263,2.721727527575832,2.7181220856137953,2.717233565557683,2.7168331292143475,2.7138345545533347,2.712645844937294,2.71160677400131,2.711063786283033,2.710784792408048,2.710347442594017,2.710347442594017
5,5.422,4.631253487247474,4.333892940288379,4.154716803151407,4.029003245210035,3.873086720702612,3.7825512414560922,3.7512151737188475,3.6960932769746893,3.5600543893057575,3.5143863897140712,3.4181464052511448,3.3921951199799443,3.3662850893539393,3.3339407548806648,3.306187573037276,3.2869020106899676,3.2479934790046605,3.2320759458672095,3.2154857759802495,3.197568435868964,3.1523652199154535,3.1404770835863487,3.115698687330056,3.1076855902772333,3.0897935607295377,3.0705514251025994,3.0572703134825545,3.0440033613624347,3.035702520395887,3.026005786067722,3.012728318529804,3.006483199008198,2.9924705506523495,2.9863554926445306,2.983623106966158,2.977091987655191,2.9658406969891513,2.956841396099834,2.9466825423718492,2.9419620875938084,2.939275190606914,2.92745040449663,2.9245623552634634,2.918763653465974,2.9168291037202567,2.9151989190792285,2.9099509865888273,2.9094969144866267,2.906497266313905,2.9022535888728282,2.896110210269121,2.893786639120183,2.8870303907694246,2.8806780680259654,2.8758730298831168,2.8743069376413493,2.8723895132678567,2.871834164039301,2.866880671452792,2.8631606236985854,2.861623674854585,2.8594332733154286,2.8556485219211503,2.8527096861023935,2.8511135463298007,2.851674752020553,2.8476460128207366,2.846791635268718,2.8461525456175765,2.8433330683750744,2.842326006074711,2.841616707491376,2.8413765310749506,2.841186401944351,2.8407733648064983,2.8407733648064983
6,2.737,2.5938866909511784,2.476266155140232,2.448889880459667,2.4433116698129895,2.4116587445934323,2.4590830371346306,2.4477687247650595,2.4598155486979447,2.4319149307217076,2.447593399073996,2.4180755584996088,2.41527812412438,2.431972162053916,2.4234159636904424,2.431829828176055,2.4254028896414193,2.4237633236770058,2.4239825361387006,2.4300158773159937,2.4320196943673076,2.4186240510801276,2.419181619606234,2.425552370504997,2.4364958159881853,2.4384239154131007,2.4367994354745943,2.439780860333365,2.444304029157359,2.4409834821806573,2.441210767463443,2.440937739199577,2.442880741245319,2.4411195783675224,2.4428927175718056,2.4529118950871953,2.4538535215306547,2.4526552463271933,2.453253188813978,2.455668624938996,2.453333945973245,2.4548942536700022,2.4543732101692117,2.454063316409702,2.4563851338469043,2.4588048981435313,2.459887598953463,2.4618617653294383,2.464832630276054,2.464664380447462,2.4709708041865035,2.4735439501377767,2.473244876956162,2.4746492550378645,2.474620890538568,2.472967060330439,2.4740060748595116,2.4742301479704025,2.474465223241672,2.475922636210946,2.47590733666819,2.4763616125107726,2.475800470759453,2.4748492084882026,2.4757346049518807,2.475540390422739,2.47763463873712,2.477988988022595,2.478597927698817,2.4782836471398606,2.4779035598790102,2.4779438486041347,2.4788822404153885,2.4795099079331147,2.4798990595670714,2.4799414251562113,2.4799414251562113
7,8.22,6.876027048094034,6.424112441568802,6.189476455919657,5.949565188285623,5.7048352773283995,5.465574122901009,5.410029597730343,5.3079687242051365,5.1024554655609995,5.018310871833531,4.880991885988769,4.848550208418664,4.821687529471251,4.762303638481333,4.719250244726421,4.693848357423017,4.660437778604732,4.640748935930822,4.615013582214403,4.581762895346743,4.516168111848432,4.4977128412031115,4.46733765794584,4.450384178223527,4.425208088073078,4.39927115008547,4.372336164137933,4.364251490680666,4.3517444035632415,4.334459366287115,4.3116599362676205,4.301867921299195,4.293542496008069,4.285435967752288,4.270293933943722,4.2594297348452494,4.24335527440505,4.235617506750312,4.219717292198667,4.212379645904684,4.206902991656467,4.190057060272461,4.185871388087657,4.178248623809079,4.174448746712577,4.170638439318625,4.161165351505246,4.156318758015297,4.1546633481107795,4.142950929892527,4.134171441451553,4.1302141831943215,4.120788664539595,4.1183912764769275,4.112842871749048,4.110228715283798,4.106118491513182,4.104564489897566,4.1030217707094145,4.099002096139888,4.095912161775752,4.092445177134732,4.087372371300555,4.081928233811909,4.079702409824759,4.076685845559367,4.0723548818516315,4.0709226361840285,4.069929851695808,4.064801619790945,4.06387159095971,4.06146626059706,4.060189011156673,4.059421053672977,4.0586580436424695,4.0586580436424695
8,0.679,1.0397896570683947,1.155581466171368,1.3501858754317473,1.4530132049489413,1.518566399007529,1.6665887007441693,1.6953501115440612,1.7656302592205753,1.8476812290469158,1.9141487616768678,1.9522524676704092,1.9757069152388285,2.044082407823493,2.062984649996417,2.1175891398269626,2.132854774658818,2.2086594363246386,2.2271332687849306,2.259403576794299,2.292397670078402,2.319828706180684,2.3382058374546193,2.37735605926968,2.414743987646139,2.4427629498791728,2.4627367687513435,2.492367637788854,2.532181188479325,2.5360859769388555,2.5513194703335644,2.5698467766023203,2.5811206162531755,2.600545943447181,2.608312456691921,2.6269808931045624,2.6385717016322374,2.6558284277566595,2.6848570946842307,2.7026207487859732,2.704842881752465,2.7100147079302364,2.7267313301275053,2.731545570765129,2.7391760170407284,2.749903613264658,2.7536360077284217,2.765168553957305,2.7701475562320104,2.7759978045342115,2.794917262731068,2.806006064684851,2.8085594355092556,2.8187476972534777,2.8321388975015402,2.8361822260931553,2.8400197464825587,2.84361117652475,2.8446101800153016,2.862130421165502,2.8658669102776537,2.8677642155580663,2.870300521603016,2.873062632053677,2.8792978822182524,2.8806242207144552,2.8824614653094005,2.886585795340338,2.8895210811080934,2.88996323507971,2.8931885694911594,2.8957297291614736,2.898423605207055,2.8996324315536395,2.900039404675519,2.900445451019284,2.900445451019284
9,4.35,4.061441073735061,3.9590458239676636,3.9342486615545393,3.9151371781262316,3.8562557987861736,3.8968565024857402,3.8864863803581504,3.885459117080794,3.8492970232864456,3.8442491862720223,3.8109967152393502,3.803912018045518,3.8202980279518473,3.8053156416349116,3.831924094299703,3.8307493512283783,3.8550535700248694,3.8539448589861514,3.8556343784410796,3.853488063824527,3.8418216022861285,3.8422825531164824,3.860197239510883,3.860314436000359,3.85063764948634,3.85941257364417,3.8572494574356515,3.8737331857198387,3.868611525837512,3.8763534765598378,3.871897624062013,3.8707308193275667,3.8664976906316904,3.865920761528393,3.8795190231862957,3.8784103197891424,3.8804523608334685,3.8926066231197964,3.891495287124392,3.8884541180895376,3.888467498946283,3.9001969488384143,3.8995625386209154,3.8994461025556193,3.901331265781543,3.901414743385413,3.9107548559605836,3.910412360181872,3.9093185531331547,3.9238998736825557,3.923010334813496,3.9222214700015434,3.9208851583712385,3.918177903891083,3.916836675841133,3.9172565820737044,3.919939188504946,3.919422157865947,3.9271203810906044,3.926453196377272,3.9256250366657417,3.925494604753543,3.9237858935624437,3.9294063022164667,3.928702111881246,3.9278130993064044,3.927195201232697,3.926840444497061,3.926565745339055,3.924818725815052,3.9251985664449665,3.925281094263567,3.926482566162812,3.9263194527488032,3.9267139674917,3.9267139674917
