,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.16,0.0,0.0,0.0,125621661.0,3048373.0,2372999070.0,0.0
1,1.14,0.02,0.05,242189.68,125621661.0,2979678.56,2244349832.14,0.0209
2,1.12,0.04,0.08,375440.49,125621661.0,2938726.94,2184573562.97,0.0134
3,1.11,0.05,0.1,472620.62,125621661.0,2908209.7,2146944286.73,0.011
4,1.1,0.05,0.1,525291.07,125621661.0,2888049.25,2127095645.66,0.0073
5,1.09,0.06,0.11,595788.27,125621661.0,2865174.04,2108848561.8,0.0082
6,1.08,0.07,0.12,674786.99,125621661.0,2837737.88,2092425706.16,0.0101
7,1.08,0.07,0.12,719188.71,125621661.0,2820753.97,2083800918.61,0.0066
8,1.07,0.08,0.13,756420.15,125621661.0,2801067.83,2075519497.43,0.0073
9,1.07,0.08,0.13,783204.67,125621661.0,2793087.1,2071592375.47,0.0047
10,1.06,0.09,0.13,803295.54,125621661.0,2779149.57,2066835782.72,0.0056
11,1.06,0.09,0.13,811861.51,125621661.0,2773594.05,2064807240.0,0.0029
12,1.06,0.09,0.13,835076.59,125621661.0,2765281.59,2061898261.56,0.0038
13,1.05,0.1,0.13,841824.19,125621661.0,2756994.04,2059943656.33,0.0038
14,1.05,0.1,0.13,846685.71,125621661.0,2751482.8,2059031286.04,0.0029
15,1.05,0.1,0.13,848615.08,125621661.0,2745982.59,2057930341.05,0.0029
16,1.05,0.1,0.13,851519.18,125621661.0,2743265.48,2057436035.94,0.002
17,1.05,0.1,0.13,858801.02,125621661.0,2737781.69,2056761818.2,0.003
18,1.05,0.1,0.13,861730.01,125621661.0,2735043.91,2056309905.6,0.002
19,1.05,0.1,0.13,861730.01,125621661.0,2735043.91,2056309905.6,0.0011
