,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5000,1,1,10,0,0,minizinc_fw,22,1.2,1.13,4087782.0,3851031.99,162940010.0,0.06,0.1,0.017720000000000003,5096.57998
1,5000,1,1,10,0,0,ogsa_fw,22,1.2,1.04,4087782.0,3527353.88,162940010.0,0.14,0.12,0.006840740740740741,4.955996296296296
