,0,1,2,3,4,5,6,7,8
0,27.5,24.5,22.1,22.1,24.5,42.7,42.7,36.3,36.3
1,20.3,18.9,17.8,17.8,17.8,22.1,22.1,22.1,22.1
2,18.9,17.8,24.5,24.5,24.5,22.1,22.1,22.1,22.1
3,15.8,15.8,75.2,61.6,75.2,61.6,92.8,92.8,92.8
4,15.8,15.8,18.9,17.8,20.3,18.9,22.1,22.1,22.1
5,16.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1
6,14.8,92.8,75.2,61.6,61.6,50.9,50.9,61.6,61.6
7,14.8,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
8,16.3,16.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
9,15.8,15.8,31.3,75.2,75.2,61.6,61.6,61.6,61.6
10,17.0,16.3,16.3,24.5,31.3,31.3,31.3,31.3,31.3
11,17.8,17.8,17.0,18.9,24.5,31.3,31.3,31.3,31.3
12,22.1,20.3,18.9,18.9,20.3,27.5,27.5,24.5,24.5
13,27.5,24.5,22.1,22.1,20.3,22.1,22.1,22.1,22.1
14,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
15,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
16,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
17,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
18,61.6,50.9,50.9,36.3,36.3,36.3,36.3,31.3,31.3
19,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9,50.9
20,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
21,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5,27.5
22,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
23,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
24,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,27.5
25,115.5,92.8,61.6,61.6,61.6,50.9,50.9,50.9,50.9
26,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3
27,36.3,31.3,31.3,27.5,24.5,24.5,24.5,36.3,36.3
28,24.5,24.5,22.1,20.3,20.3,20.3,20.3,24.5,24.5
29,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
30,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
31,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,27.5
32,115.5,92.8,61.6,61.6,61.6,50.9,50.9,50.9,50.9
33,144.6,144.6,115.5,92.8,92.8,75.2,75.2,75.2,75.2
34,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
35,144.6,144.6,115.5,92.8,92.8,75.2,75.2,61.6,61.6
36,230.4,230.4,144.6,144.6,115.5,115.5,115.5,92.8,92.8
37,182.1,144.6,115.5,92.8,92.8,92.8,92.8,75.2,75.2
38,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
39,144.6,144.6,115.5,92.8,92.8,75.2,75.2,75.2,75.2
40,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
41,42.7,36.3,31.3,31.3,27.5,24.5,42.7,42.7,42.7
42,24.5,22.1,20.3,20.3,20.3,18.9,24.5,24.5,24.5
43,31.3,27.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
44,50.9,42.7,36.3,31.3,31.3,31.3,31.3,27.5,27.5
45,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1
46,20.3,18.9,17.8,61.6,115.5,144.6,115.5,144.6,144.6
47,17.0,16.3,15.8,17.8,18.9,20.3,20.3,20.3,20.3
