,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1,14.8,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.5
2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
4,14.0,14.0,14.0,14.0,14.0,14.0,14.3,14.2,14.2,14.2,14.2,14.3,14.3,14.3,14.3
5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
6,14.0,14.0,14.0,14.0,14.0,14.6,14.5,14.5,14.4,14.4,14.4,14.4,14.4,14.3,14.3
7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
8,15.4,14.8,14.8,14.4,14.2,14.2,14.1,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
9,14.0,14.0,14.1,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
10,14.0,14.0,14.0,15.1,14.8,14.6,14.5,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.3
11,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
12,14.0,15.8,15.8,15.4,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.1,15.1
13,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
14,42.7,17.0,15.8,14.8,14.5,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.1,14.1,14.1
15,230.4,36.3,24.5,18.9,16.3,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1
16,24.5,15.4,14.8,14.5,14.3,14.2,14.0,14.0,14.0,14.0,14.1,14.0,14.1,14.2,14.2
17,14.3,14.8,15.4,14.6,14.4,14.3,14.2,14.1,14.1,14.1,14.1,14.0,14.0,14.1,14.1
18,14.0,14.0,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
19,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
20,14.4,14.1,14.1,14.2,14.5,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.1
21,14.0,14.0,14.0,14.0,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.3,14.2,14.2
22,17.0,14.5,14.3,14.0,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
23,17.8,24.5,20.3,17.0,15.4,14.8,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
24,14.0,15.8,15.4,14.6,14.4,14.2,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
25,14.0,14.8,14.6,14.8,14.8,15.8,15.4,15.1,15.1,15.1,15.1,14.8,14.8,14.8,14.8
26,14.0,14.0,14.0,14.0,14.0,14.3,14.8,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.5
27,14.1,14.3,14.1,14.0,14.0,14.0,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.5
28,14.0,14.8,14.6,14.4,14.2,14.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
29,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
30,14.5,14.5,14.3,14.2,14.4,14.3,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.3,14.3
31,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
