,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,63.739,55.9490581557159,51.570973821478326,50.18059158792382,49.44498973979972,48.48090876992927,48.110067124512476,47.85594770040393,47.45111818288053,47.202119843332845,47.040480474735155,46.90465677753409,49.541383200487886,52.81681035731812,52.659559393953096,52.42860002948661,52.98533452945782,53.50912013491267,60.33379979393029,60.73433890623953,61.26131617229756,61.58440242458702,62.03430064950931,66.10004867031414,66.2543628315974,66.33095789253322,66.25759536849466,66.19999899999999,69.3097851733986,69.1883520438164,69.11929565156616,69.07944924103151,69.07944924103151
1,81.628,70.099999,63.60955524733437,63.97162073707275,64.16317672575407,64.41423031381038,64.51080013376553,64.57697465147832,64.68239515670726,64.80664351016118,65.75508721005411,66.82488453734803,69.01801293237114,68.78686650105716,68.50850994472282,68.09967904174877,68.21852730556627,68.15884896613302,73.19960973643724,73.0119825990539,72.7227915796576,72.60473353717215,72.63073246620687,75.50856087435355,75.42094931078898,73.1582298513624,72.95500841402682,72.87203409648137,73.04333787129069,72.9148752803471,72.84084387960186,72.79287766255847,72.79287766255847
2,51.047,58.323271192176264,62.39462672640405,61.91875623146913,61.66699005732366,61.33702490298137,61.210101102397545,61.123126504186544,60.98457005674431,62.180400289624764,64.57137769119589,70.13980454797417,69.78647440323249,68.7869674534492,68.49832296941887,68.07438186812553,67.97286183301286,67.7483507608187,68.2816333392752,68.08859046495049,67.81048549510001,67.70227221891005,67.60546887099716,67.75924360529015,67.684136492081,67.8825855237941,67.70281627623,67.62712565785003,67.49817750009998,67.72447932102332,67.66026056738032,67.6427371915575,67.6427371915575
3,43.188,47.918515485757695,50.58011618010663,50.183516628203066,49.97368989401098,49.909427667340054,49.80022305579786,49.784240503164426,49.75877921033297,56.029541563111465,60.61393565405046,72.5523790013889,71.96492104420676,70.77489441392648,70.47473520730337,70.03388207599683,69.85846588162478,69.60391624350346,68.94979097717163,68.76312923259884,68.48429250474611,68.38610437895126,68.26861325526696,67.93657177374372,67.86220319981578,67.96032498222505,67.78021749708404,67.7045355945382,67.63704225154065,67.6288046771879,67.56369904147297,67.54940568474099,67.54940568474099
4,57.685,58.375778982529425,58.76559280270678,58.707617168814956,58.83291550538154,62.67254761536752,62.59151375963907,63.88444161856855,65.95769441072352,75.38685230382549,74.64151444921924,74.01521564618147,73.41338046698485,72.19355682532999,71.88765640253492,71.47284143186835,71.29015379238261,71.02505242767218,70.27771485966576,70.07150510628604,69.79004890536658,69.68543675859877,69.57050978079579,69.21295282220849,69.13794253503603,68.52470509816689,68.34105279752117,68.26455326965467,68.07980369134361,67.97652862954217,67.91102233850286,67.88741631968541,67.88741631968541
5,44.228,44.228,44.228,44.228,44.885538522375114,54.44029310970424,54.274371588682854,57.18214402407748,68.95286088306617,68.1672109944632,67.499999,67.00230687972704,66.49697315344548,65.51553777686492,66.0018428105165,72.53502396916589,72.35115134322427,72.0843304230612,71.33214531912661,71.12410551642581,70.83217518787451,70.69376517347315,70.56911057580427,70.18128937256319,70.099999,68.67106417923219,68.48838295288148,68.42250086728436,68.07841298256689,67.9624915620289,67.89668639143808,67.87024001369696,67.87024001369696
6,30.094,32.72915727990886,34.220108820725656,33.99873609476543,39.17335802111743,51.00780827136285,50.752502343358714,54.369132413028474,73.53891047672417,72.69999899999999,71.98752922384234,71.38470333208649,70.81341047391082,69.6551443777848,69.95418207376427,71.17850887038857,70.99778257738393,70.73552735831464,69.99621325546079,69.79687837120079,69.54303785706406,69.40867096834724,69.28765768382837,68.95135676599826,68.87239369386836,67.51851784525765,67.33380434467497,68.16267821860193,67.85146213553713,67.73380465545966,67.66631686258802,67.63311897284751,67.63311897284751
7,52.018,55.03180754614506,56.73699646936774,56.483814316979156,68.55143044342157,65.78484105936805,67.4518911384433,66.69363323990649,65.61075488865062,68.03793852760576,67.38230871556955,66.86246693135234,66.43168403729689,65.53571286788349,70.47365409343514,70.03448051139495,69.86735183196477,69.61697817163252,68.9111589367525,68.71686882274018,68.82345733649872,68.70670589619826,68.59725895871836,68.25675131777876,68.1794362439961,67.55751497844922,67.37497255843265,68.72132995138888,68.5722670572402,68.51195871137787,68.44458094248478,68.41300134100536,68.41300134100536
8,83.875,72.02893842575003,65.32792448385285,66.6058045721462,64.68193586206871,64.62155419699344,72.8910788601208,72.06631837960158,70.75750660160706,69.95706603228771,69.28239950711654,68.70971955298984,68.17326689686561,67.07125536579107,69.24890372280262,68.81793582986285,68.64649443982829,68.39659125757687,67.69209833025891,67.49812644371123,68.55382159734107,68.44125121687203,68.33306239003682,67.9964689407368,67.91850352125522,67.69444972967108,67.54128840695459,67.59340681511125,67.4990732099978,68.02315713462475,67.95516296504155,67.92606228378577,67.92606228378577
9,58.612,62.65159526851501,64.95745217929547,70.50554954803168,68.40100186839808,65.64715512742772,77.79415377868831,76.91443563927854,75.51298484037503,74.6509950229834,73.91341826621138,73.29364102417281,72.69807266971476,71.5722628123447,71.2700462401703,70.82648464623611,70.64648043152468,70.38361327976757,69.64257409983908,69.446942834621,69.31936183283443,69.20562337100606,69.1001436914658,68.82389294103841,68.74498571640304,68.39482607051026,68.55732363319727,68.48581097038914,68.36085815828973,68.37409586262902,68.31736369692466,68.28374693438096,68.28374693438096
10,58.064,60.22446740865931,64.15008584098949,83.02694674211133,80.53836809484808,77.27683290163074,76.02225666225114,75.16255766298393,73.79391049555979,72.95406220957578,72.23632121300352,71.63381597122479,71.05484496186949,70.27400345436259,69.9773182577913,69.54632270744257,69.375114143489,69.1281132135854,68.67614723216919,68.48197789344394,68.21209603609428,68.09797902229279,67.99162110578904,67.7176619582366,67.65358293226156,67.30924482282215,69.18536736365685,69.10726625665394,68.91433558479777,68.81037577087206,68.87215538420637,68.83727958734686,68.83727958734686
