,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,4029.097,3977.4244832415193,3937.7475785862875,3901.7461189940504,3868.043117049219,3846.3730121637786,3812.349300262193,3983.9428896642667,3961.1579205333815,3942.8377691026553,3954.4527851166717,3945.4231888240506,3957.2974875590453,3962.2704072185234,4033.5082357083893,4030.287813946995,4028.641291330889,4038.071823074741,4035.6084986308338,4064.1743203625965,4062.310264510939,4049.537951997175,4041.331297844968,4055.872858446378,4055.872858446378
1,3786.854,3738.361747993487,3701.09999,3671.617228566443,3642.31308230453,3636.0333782890775,3790.4370577546665,3976.3195122931197,3956.493409424646,3940.4707929000347,4042.0000099999997,4030.4576430660345,4017.8644862853034,4082.630226361596,4051.1540234371755,4043.1152299314144,4038.502162003359,4055.064365914892,4048.4034054388003,4032.4500620846816,4038.903864644013,4059.236364333804,4053.844076772198,4047.6604271192173,4047.6604271192173
2,3669.635,3623.1297208077135,3588.0687494931003,3637.0183725087863,3608.600297528194,3607.0687863534113,3857.638540982105,3867.5593683773905,3853.80295740342,3847.49186322467,4039.4757265336407,4028.057707916838,4013.5129986089646,4097.623449604253,4065.8678974755057,4057.7524536970113,4053.109156165279,4048.969481763438,4042.9002906033547,4016.397830407714,4042.0000099999997,4034.1284679941873,4059.582400710366,4047.6609272221535,4047.6609272221535
3,3368.646,3333.1598733243072,3326.73323786722,4381.968966197882,4343.042644856358,4317.403938775455,4273.233938399853,4210.690188268844,4185.914027037386,4166.738142840414,4137.510279222153,4125.486907677765,4109.908575362669,4064.7207027749187,4033.2489547361993,4040.9163776836385,4047.8043414167923,4041.9999900000003,4053.9085307362566,4035.3182389753365,4070.796852533644,4055.008589883231,4053.9119382952363,4041.9999900000003,4041.9999900000003
4,3099.41,3416.980746192535,3391.0942391719536,3798.5000099999997,3764.85684937467,3742.986365743866,3707.563548871687,3898.0895434919876,3877.776460990534,4064.4519077942605,4035.9054352017047,4024.4362535348946,4009.297665249117,3996.025445174886,3990.6492939117666,3997.6995746295775,4013.531669598721,4012.62624794753,4029.066472656566,4079.698727937806,4078.027402728068,4062.191587951547,4054.0011950008134,4046.5950599936764,4046.5950599936764
5,3142.365,3730.1357654841827,3693.0124762088026,3667.6134393475,3639.2335514239735,3630.0281525209807,3840.4548836537133,3904.590543657314,3884.407449457801,4161.250092282873,4132.019770246239,4119.974199248766,4104.409603621773,4058.0201804781273,4026.629590396376,4035.3493893377013,4086.7072708640544,4080.8493572100438,4075.063581531993,4063.5759084927217,4061.3406157337695,4045.6038447914625,4037.360127297752,4061.444198889581,4061.444198889581
6,3087.382,4457.7181076894285,4413.246445763586,4372.419984140075,4333.572818940229,4307.98533181567,4263.9004632298775,4201.474545295082,4176.751676695912,4166.0479520002355,4136.783271345093,4124.69326776569,4109.108051967106,4062.6392889010763,4031.289693650936,4041.4834365423117,4112.653757434906,4106.749442113751,4099.898722574475,4072.9873642933544,4070.753190220559,4061.8454852824407,4053.5696394235515,4065.5678239043364,4065.5678239043364
7,3446.926,3415.4904215481833,3397.3105262511453,3401.856035400054,4285.50001,4260.19437928598,4216.59157460949,4154.853571704135,4131.238410678441,4111.410411069532,4082.5367213582736,4070.6245198652528,4055.5472763247685,4009.7490842171346,4072.811694241988,4064.7118723788894,4060.0870324387242,4054.2737419613945,4048.0204281658757,4021.444028061427,4022.1590305349637,4042.0000099999997,4033.7659386535324,4108.863731458904,4108.863731458904
8,3361.822,3322.2059390550403,3423.717346156212,3491.179011488997,3763.5964833581734,3741.446116620501,3703.332394464239,3696.1049004001266,3998.100725955602,3978.9316306533674,3951.0150907645043,3939.764577972564,3995.882790501623,3985.1980752147265,4035.1053934989936,4035.699597667583,4035.0654081391067,4035.025619289931,4102.407238225811,4075.477866531442,4073.253808871685,4061.293676016597,4053.0211683867205,4061.175700965856,4061.175700965856
9,3148.907,3165.1736227074307,4351.365514366401,4311.110223729228,4272.807199328903,4247.58193456935,4204.111853377312,4142.56409161533,4119.310897402606,4099.7069820943125,4070.911800523341,4059.0868151110794,4044.1563815116865,3998.518102294555,4056.5846292212777,4048.4821053028163,4043.7300990912813,4037.947783670885,4135.346215915178,4108.195546430287,4105.934266114939,4093.893966905863,4085.5522231681216,4073.5475203082724,4073.5475203082724
10,3326.572,3301.171159136319,3789.2482736630604,3754.312587611761,3728.3301329566393,3747.73301098237,3711.6117933999735,3813.751636257226,3791.436004779617,4046.448652112122,4018.0261175524734,4007.5690559083223,3992.5512021907903,3977.917421225407,4088.9894502565344,4080.820013631974,4076.0275811300407,4070.1754553019928,4070.6499323900075,4043.914165547122,4041.689041098077,4062.545409996706,4054.2670113504832,4042.3564624528663,4042.3564624528663
11,3660.902,3613.988490030432,3580.1630059462877,3548.288113967925,3558.259265788463,4253.094956489447,4209.568581857202,4147.937510337998,4123.531138274261,4106.194306743253,4077.3586374289425,4065.924411274733,4050.5690978894136,4004.773566247487,4132.98874832581,4124.733814521691,4119.891014899498,4114.000894118767,4107.076214702904,4097.850191907674,4095.5957107624263,4087.1164045131136,4078.8619210781108,4066.8853377906535,4066.8853377906535
12,3819.919,3770.959051437171,3733.545482456766,3699.2657167139128,3682.4683327675675,3940.8122651745466,3900.583932902423,3843.615174729641,3822.8160918621666,3807.373995800627,3874.2879090741926,4144.462647545826,4128.800596949759,4082.203996004606,4050.640360177304,4042.548807429119,4037.8024651635083,4037.682852663636,4036.1629488652356,4103.249701373838,4100.992236482763,4085.1131279621018,4084.3942064629846,4072.4148436940723,4072.4148436940723
13,4283.303,4228.3616739958825,4186.177801056876,4147.452329988629,4110.723892198756,4086.6700044300696,4044.8834683767864,3985.7221016183485,3963.176121867658,3944.9877055128454,3918.1369310280916,4042.0000099999997,4026.7434703850577,4100.415133029163,4068.6414698899466,4060.5258211042983,4055.7799252375726,4050.409105907027,4043.957824111344,4050.6332368023923,4048.404217509759,4032.6897715421705,4091.02875258106,4079.0447659569154,4079.0447659569154
14,4342.506,4286.805664387886,4244.037306956178,4204.775666282779,4167.417475778936,4142.811833020057,4100.4165131795635,4040.398815298992,4016.6543354290066,3997.471095881386,3969.4703924184073,3980.137309057387,3965.2634574130834,4015.987166848245,4011.474609764126,4036.935539973968,4039.821164404457,4038.6318380929997,4040.196958391775,4072.008425425295,4069.8093221790555,4062.123540653385,4066.6854409928337,4054.7845469815215,4054.7845469815215
15,4507.407,4449.590844776769,4405.198042605404,4364.444743525646,4325.667345339196,4300.12455596874,4256.112825328801,4193.7965716631215,4169.1164340328,4149.1048755645315,4119.958947183436,4109.149284575413,4093.660569602125,4047.6189848558597,4016.2886995525014,4055.3915322115745,4050.659775115624,4045.0055648086773,4042.0349020218655,4037.4356705296295,4038.8213190822044,4097.729456819977,4089.4444236968293,4077.4925644376,4077.4925644376
16,4357.842,4301.948541702574,4259.030921635647,4219.6347252262085,4182.1464936079265,4157.455086499806,4114.917853985318,4054.7192329277786,4030.8631588669796,4011.5419150940975,3983.409633391252,3971.8420466577727,3957.0687974447937,4004.906888747042,3998.8744543548573,4042.0000099999997,4037.2548763411087,4037.346996214841,4041.7307759727614,4092.791012112336,4090.747483207152,4136.33167455292,4127.904727261979,4115.8605779604095,4115.8605779604095
17,4441.856,4384.880895610541,4341.134284423145,4300.974801765306,4262.7616438180485,4237.592279084404,4194.225231421479,4132.816593665351,4108.505993912825,4088.7911268629177,4060.0778916846075,4048.211661486933,4032.9326740906886,4104.8522141332705,4073.045076123171,4064.958608528103,4060.1860889584186,4056.4187829262983,4050.2629465143677,4039.128592156886,4041.3905001460917,4101.626725634914,4093.2764440162205,4081.330885893534,4081.330885893534
18,4551.994,4493.606006145399,4448.774370010064,4407.61792657118,4368.456891022754,4342.661724564528,4298.215121988967,4235.281478470623,4210.35747208032,4190.147589339421,4160.712314498485,4148.549589116729,4132.872274110406,4086.4297083764664,4054.80063833557,4046.700702660716,4041.9999900000003,4101.769378022691,4094.819743558507,4067.9300352791397,4065.778537186372,4056.9996958361976,4048.749856485862,4036.9300858471584,4036.9300858471584
19,4398.254,4341.838856478453,4298.52369515628,4258.758052531645,4220.922584039262,4195.999050782291,4153.054624215293,4092.2540684627365,4068.1767892701296,4048.653080629108,4020.2191835253284,4008.544452401194,3993.614545496615,3994.6575895490773,4045.4419026217233,4037.3610536004426,4038.2719045050285,4113.579771302593,4106.61189347827,4079.6457615206514,4077.4009534716156,4066.048021934386,4057.787404875196,4045.921036703551,4045.921036703551
20,4494.232,4436.5848271264185,4392.321714383619,4351.687537319782,4313.023308976137,4287.555153136257,4243.672051500017,4181.537151973523,4156.930220566247,4136.996502783888,4107.98694060232,4095.986288445699,4080.5327248154636,4034.4252201365807,4076.0342595240827,4067.9247830141053,4063.316058758634,4063.5615086795383,4056.725136013243,4042.8925816581823,4040.669014791611,4077.5644047042124,4069.287136627781,4057.3665607265516,4057.3665607265516
21,4272.341,4217.551994126598,4175.4780430789815,4136.862687293672,4100.130541291825,4075.934108855418,4034.2505064372954,3975.259046424917,3952.38208175219,3936.8454030625107,4119.617214596199,4107.578702514672,4092.0622193749514,4045.7919216354812,4014.7109606067193,4016.0933503263273,4021.6986711317004,4022.687961907229,4027.9557605067284,4099.508389413566,4097.256355283912,4092.993418794114,4084.695684306039,4072.720119080114,4072.720119080114
22,4155.907,4102.627688646606,4061.735340533403,4024.179526631079,3988.473064332876,3964.953536862028,3924.455762007819,3867.233214257936,3848.2624182861146,3864.893381199312,4252.390187909544,4239.958744975825,4223.935055664599,4176.153359041245,4143.794239969874,4135.514681719288,4130.796215865461,4126.465817110628,4119.576189022166,4165.206028638606,4162.912814847047,4146.736045429804,4138.2753561142135,4126.129430205243,4126.129430205243
23,4280.637,4225.732038422881,4183.573293567934,4144.8723892395155,4108.046873614216,4083.792032844128,4041.9999900000003,3983.437010267206,3962.979877405118,3986.050850836464,3981.8923633156805,3970.307324169476,3955.3765409497196,3960.6316965921364,4039.6809392013192,4042.5225829854544,4037.7773934389525,4045.244461441841,4038.399292151212,4129.870913345719,4127.601716017615,4111.5787159112115,4103.222559078905,4091.17621676162,4091.17621676162
24,4144.6,4091.445110142856,4050.640783693704,4013.176589982727,3977.5655962489623,3954.0962817711784,3913.6721103488026,3860.8277454074255,3840.8430516711032,3870.199188096008,4081.4928866447235,4069.565795362084,4054.1921206396187,4008.3882174599435,4146.33744352542,4138.05374165042,4133.19882194793,4127.3047214690005,4120.315632635378,4108.585037465995,4106.3254606162445,4090.3855408722707,4082.0652969912567,4070.1463907442544,4070.1463907442544
25,3983.358,3932.72489015962,3894.070719729097,3859.704776481015,3826.6161740572,3804.961421839416,3769.1942639092917,4407.946637318938,4382.0058458107305,4360.971564572684,4330.335572433537,4317.675985494588,4301.358249877869,4252.699274810756,4219.7246552618035,4211.29113357649,4206.343942967647,4200.30252577574,4193.182327556648,4165.631225028774,4163.3376344789685,4147.159054704732,4138.697167467455,4148.481095906024,4148.481095906024
26,4092.268,4039.8253911414863,3999.602603302588,3962.720841641782,3927.568808281676,3904.539728139833,3865.1343262990426,4031.8911651111794,4010.035238791902,3990.8252963265936,3962.8618805125266,3951.619334830436,3962.5904687460657,4087.426718368591,4055.7473554696767,4047.648973317269,4042.9056488567967,4037.1050170042445,4083.3520655243933,4056.549895284392,4054.4254593583273,4048.1490690436385,4039.8991534250436,4116.511182168357,4116.511182168357
27,4220.492,4166.35809254479,4124.793968232051,4086.6471144872517,4050.342732129036,4026.4283923045477,3985.2537697727603,3928.096437966501,3957.489269447761,3938.5310048864817,3911.1400006257786,3900.9005284256045,3976.706347261986,4098.949277408441,4067.1958434710737,4059.0798181911014,4054.3241411412787,4048.510818909315,4042.30826106933,4027.332545667,4030.5799504155834,4121.074032757385,4112.692749931375,4105.178287407114,4105.178287407114
