,0,1,2,3
0,0.0,0.04,0.06584673784722221,0.06584673784722221
1,0.0,0.04,0.06584673784722221,0.06584673784722221
2,0.0,0.96,1.08003,1.08003
3,0.02,0.9799999999999995,1.1000299999999994,1.1000299999999994
4,2.4,1.44,1.31997,1.31997
5,2.4,1.44,1.31997,1.31997
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.001,0.0006,0.0005499875,0.0005499875
24,0.0,0.0,0.0,0.0
25,1.0,0.6,0.5499875,0.5499875
26,0.0,0.1091272727272728,0.10003105984848491,0.10003105984848491
27,2.0,1.2,1.099975,1.099975
28,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
29,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
30,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
31,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
32,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
33,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
34,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
35,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
36,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
37,0.0,0.10912727272727273,0.10003105984848484,0.10003105984848484
38,1.2,0.76,0.7258317378472222,0.7258317378472222
39,0.0,0.04,0.06584673784722221,0.06584673784722221
40,0.0,0.04,0.06584673784722221,0.06584673784722221
41,0.0,0.04,0.06584673784722221,0.06584673784722221
42,0.0,0.04,0.06584673784722221,0.06584673784722221
43,0.0,0.04,0.06584673784722221,0.06584673784722221
44,0.0,0.04,0.06584673784722221,0.06584673784722221
45,0.0,0.04,0.06584673784722221,0.06584673784722221
46,0.0,0.04,0.06584673784722221,0.06584673784722221
47,0.0,0.04,0.06584673784722221,0.06584673784722221
