,0,1,2,3,4,5,6,7
0,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9
1,18.9,17.8,17.8,50.9,50.9,50.9,50.9,50.9
2,15.8,15.8,15.4,42.7,42.7,36.3,36.3,36.3
3,17.0,17.0,16.3,17.8,22.1,22.1,22.1,22.1
4,17.0,17.0,16.3,15.8,61.6,50.9,50.9,50.9
5,15.8,15.8,15.8,15.4,20.3,20.3,20.3,20.3
6,15.4,61.6,61.6,50.9,42.7,36.3,36.3,36.3
7,14.8,50.9,50.9,42.7,36.3,36.3,36.3,36.3
8,15.4,15.8,24.5,22.1,20.3,20.3,20.3,20.3
9,15.4,15.4,75.2,61.6,61.6,50.9,50.9,50.9
10,15.4,15.4,22.1,20.3,20.3,50.9,50.9,50.9
11,17.8,17.8,17.0,17.0,16.3,36.3,36.3,36.3
12,20.3,18.9,17.8,17.8,17.8,17.8,18.9,18.9
13,24.5,22.1,22.1,20.3,20.3,18.9,20.3,20.3
14,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1
15,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3
16,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5
17,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5
18,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5
19,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3
20,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3
21,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3
22,115.5,92.8,92.8,61.6,61.6,50.9,50.9,50.9
23,50.9,50.9,42.7,36.3,31.3,31.3,31.3,31.3
24,50.9,42.7,36.3,31.3,31.3,27.5,27.5,27.5
25,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5
26,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5
27,61.6,50.9,50.9,36.3,36.3,31.3,31.3,31.3
28,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3
29,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
30,92.8,75.2,61.6,50.9,50.9,42.7,42.7,42.7
31,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9
32,92.8,75.2,61.6,50.9,50.9,42.7,42.7,42.7
33,92.8,75.2,61.6,50.9,50.9,50.9,50.9,50.9
34,115.5,92.8,92.8,61.6,61.6,50.9,50.9,50.9
35,144.6,115.5,92.8,75.2,75.2,61.6,61.6,61.6
36,230.4,230.4,144.6,144.6,115.5,115.5,115.5,115.5
37,144.6,144.6,115.5,92.8,92.8,75.2,75.2,75.2
38,182.1,144.6,144.6,115.5,92.8,92.8,92.8,92.8
39,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8
40,230.4,230.4,182.1,144.6,115.5,115.5,115.5,115.5
41,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
42,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5
43,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5
44,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3
45,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8
46,17.0,16.3,16.3,61.6,61.6,61.6,61.6,61.6
47,15.8,15.8,15.4,17.0,17.0,17.0,17.0,17.0
