,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,3292.875,3248.5923855861674,3215.4938010596898,3190.9112893808856,3189.1962796295256,3168.947235213566,3152.3279665805226,3281.7000099999996,3249.9120437651964,3235.9156259521956,3212.080588214341,3205.192990318887,3199.279631667,3198.8016059838615,3281.7000099999996,3272.381993441999,3280.2444683799868,3292.416683948748,3289.7791815909336,3281.69999,3316.8714979945835,3314.6689788095605,3316.7260015837396,3305.840785052056,3304.199725098815,3304.2045353583644,3307.964206063839,3306.50618214225,3305.681970791002,3304.871865170933,3309.6298244649224,3309.6298244649224
1,2879.768,2841.0656125318583,2812.9410958631147,2833.5610494116636,3561.03390883625,3532.7880277260283,3510.3389212798884,3495.2949497247832,3461.4373573548523,3446.496706293683,3401.385504216796,3387.6494892921596,3372.039810046164,3363.9440563626367,3355.3834058666216,3351.0374455444075,3356.902258745902,3349.8794917570503,3347.2252725766843,3339.021614965247,3348.7056392637446,3346.496453445542,3342.471636518489,3336.766256214031,3335.0720977713227,3332.018692611923,3330.6580287612474,3329.9008664257844,3329.482149231283,3329.061715752167,3329.6943427970937,3329.6943427970937
2,2970.386,2930.4517410118087,2901.1560344843433,2905.2421748089832,3291.934084740347,3265.6970014132353,3244.6061770025144,3230.6665460272643,3199.441058028436,3185.802022663044,3168.1845915425947,3163.6534532672727,3178.234342028065,3187.0709172271945,3199.51750539222,3232.2480635676,3324.4886669420653,3315.872052623076,3313.2389585856467,3305.1186017000973,3302.4402042518927,3300.2380446655047,3297.300100233339,3294.6624409149617,3292.9895744089276,3290.8260985619877,3289.615508053649,3289.2604021662737,3289.063904900841,3288.8660056750655,3288.782781139002,3288.782781139002
3,2847.34,2809.1157628349392,2786.153547183802,3566.4374454168856,3519.144848593812,3491.1674357013444,3468.5725955232065,3453.6657531692103,3420.228359173502,3405.47016107576,3360.9034074366714,3348.686110947801,3358.3205881313,3364.679249968877,3357.1048244397816,3358.0719967930795,3367.631684847321,3358.709334011553,3355.957166675536,3347.718693977569,3342.758663740936,3340.496873949103,3336.100718599057,3332.330345533534,3330.7582557186647,3327.5163086257558,3325.6838252832654,3325.1699766824418,3324.8791229565168,3324.591534838742,3324.258548527359,3324.258548527359
4,2889.726,2851.543134113729,2849.19998035894,3143.5890877818147,3102.334862577469,3277.0942554903077,3255.995616632842,3242.003674407291,3210.607264518548,3196.8449570433527,3188.043134767278,3187.4507339263673,3210.03443219712,3224.4901145678436,3399.056972933033,3388.802896657074,3381.1027331511873,3372.1446778271043,3369.119959569305,3360.7981330914968,3355.622742092403,3353.3279621432894,3349.195268564778,3345.651789353155,3344.843605529344,3341.7914510425753,3340.0662463753106,3339.582463719854,3339.3083097803847,3339.0374054768563,3338.7217826378214,3338.7217826378214
5,2756.65,2726.175413024319,2876.6000099999997,2901.356839577788,2864.960255820309,3520.313711488914,3497.5395763971096,3482.5076188674834,3448.7741154763007,3433.8879725829274,3388.937619916363,3375.254877917583,3361.181326953175,3354.53203482393,3372.596615262796,3362.4223005629374,3354.7827991796216,3345.897461243209,3343.139800694553,3334.922489814892,3329.7906753597495,3327.5275665995237,3322.438584571288,3318.075158712875,3320.1366615774095,3316.3577518594093,3314.2217549067886,3313.6227776970727,3313.283344358892,3312.9479344346273,3312.557157945815,3312.557157945815
6,2549.085,2608.079851768041,3619.538997934541,3591.1475027482043,3543.5194698140285,3515.238499376972,3492.495370896085,3477.4850841040256,3443.7999900000004,3428.9352956920975,3384.0461406586096,3370.371013967791,3354.5536687231656,3346.402624074705,3336.3985056164793,3326.3355524558247,3318.7779957083812,3309.987898023083,3307.2420341485613,3299.1036185442613,3294.029414651307,3291.7840666599764,3285.1634137849064,3279.486693412468,3335.995748399967,3330.7184900776438,3327.7355641715335,3326.8990907702782,3326.425071134335,3325.956670207532,3325.4109497136214,3325.4109497136214
7,2617.564,2714.74868459918,3074.223523328515,3050.1191583554096,3009.6786570713098,2987.397026822663,3536.9012468420237,3521.7001094224293,3487.5866915174693,3472.5329760111,3427.0730048776736,3413.224145159793,3397.205677899042,3388.9506358030208,3378.719323451221,3368.5267913313805,3360.8726030918137,3351.97312806238,3349.1469673312854,3340.8972045293117,3335.7583675170417,3333.7262716591895,3327.3448504082803,3321.870939832964,3340.0281517799717,3335.1830915678534,3332.4444620104828,3331.6764942993373,3331.241296032056,3330.8112563115874,3330.310229359619,3330.310229359619
8,2434.114,3119.007060510587,3087.9558277488445,3063.739385827049,3023.1381208610333,3001.232906803396,3163.3862627185154,3149.797676998324,3198.029617005218,3184.3212583205527,3189.328653910534,3193.4504512573053,3214.2337306625127,3241.2000099999996,3231.569337979006,3355.394882589598,3347.7722674634815,3338.9068497085455,3336.0658801062123,3327.8436857424817,3322.723815318581,3322.179659594615,3314.538713596197,3307.748778156614,3309.2514541222044,3303.404048399148,3300.086601234702,3299.160573156633,3298.6333918332975,3298.1147551492854,3297.5110466055403,3297.5110466055403
9,2468.611,3646.40001,3609.20246830992,3580.8921387757637,3533.3949210386054,3505.194611826299,3482.5135966599682,3467.5467646487627,3433.9818363265117,3419.159991289582,3374.400247816677,3360.7767049199983,3345.3307517019925,3338.9267581360623,3328.8491169084714,3367.605082685655,3359.9530433602636,3351.0540387713636,3348.2773402254315,3340.0235799622533,3334.881408065929,3342.640755100374,3337.0762996981957,3330.3964116001202,3328.819977705054,3323.105440361634,3319.8532728480764,3318.9499549858647,3318.4359967413957,3317.9298804713953,3317.3606962943795,3317.3606962943795
10,2930.216,2894.529223683574,2866.349675555603,2865.057000640428,3512.774399222888,3484.738648185599,3462.1823722286504,3447.3023667269586,3413.9097287208833,3399.1740906954346,3354.6785023257908,3349.389195483056,3333.6716193049388,3325.5750544782873,3315.535980426008,3313.758337147875,3306.230409139408,3297.473171829588,3294.881029254915,3286.759795327226,3281.69999,3355.374195257392,3359.3446825706505,3356.0607976232836,3354.2064760663425,3352.0238275716847,3350.4142850355233,3350.088743031628,3349.871607368487,3349.683537425372,3349.6112919498923,3349.6112919498923
11,3103.825,3062.5042651843155,3032.0595523522175,3009.8952191349754,3103.521524360984,3085.24997536348,3085.550888153679,3108.9795426306587,3267.7339949607026,3253.630639284941,3212.275726972967,3360.1422769419396,3344.3741044226445,3336.247958514897,3326.177037036468,3316.7278872493757,3309.192945737018,3300.427157141232,3297.9037608332355,3289.7741516306087,3284.719767852979,3306.695333473058,3313.1242091387076,3312.057228892091,3310.225593088129,3313.7327752981814,3313.1217719468773,3313.9249031696213,3313.9747298464504,3314.3245730580993,3315.3983339162187,3315.3983339162187
12,3155.807,3113.4159649165754,3081.8563975767033,3057.8911933592835,3070.25844771616,3054.3230028128955,3122.5264674821556,3138.8245210912273,3291.193583639124,3277.002944099196,3240.052270953803,3443.80001,3427.638071612212,3419.309148057645,3408.9862580132203,3398.702239391797,3390.979538641065,3381.9953228903655,3378.964050726435,3370.61796072694,3365.424557963722,3362.9653612356037,3332.9872412445284,3336.5253026206706,3334.7144464643625,3348.9126697942625,3350.2349367505462,3352.898347197601,3353.4410500240883,3354.7398371759496,3357.2528056751166,3357.2528056751166
13,3318.35,3273.719441833793,3240.3241346882314,3214.908450200542,3173.1229539428605,3152.485337041237,3203.935840957555,3193.1935722189332,3191.228274685419,3177.6836028716803,3372.3734239241694,3358.7526969399055,3342.992125218606,3334.8698939257797,3324.8033834408,3314.7740737162944,3307.245762291217,3298.579483261717,3297.726706193048,3289.605613856161,3284.5511939277785,3282.3129561847713,3288.776092923358,3313.122039579345,3311.355063400625,3336.3373860331267,3346.3690161799263,3349.6543115416443,3352.9071107039576,3354.546711976198,3357.4501550408136,3357.4501550408136
14,3304.006,3259.569292367344,3226.3209247030063,3201.01788903265,3158.569182891916,3135.2026316772017,3150.0935824722806,3141.198487268514,3194.8970612993126,3181.2964934116417,3380.8015475646803,3367.139706259605,3351.338023224755,3343.1956599617147,3333.103597138516,3323.064138340413,3315.5210433193934,3307.690504166162,3315.38259343559,3307.2010395048496,3302.2370380770963,3300.1048559486885,3327.661739281029,3371.1191777242802,3369.2274088544964,3346.632558830098,3365.2432476381045,3361.628200269105,3367.826728302315,3365.7974368015425,3363.433167440145,3363.433167440145
15,3636.34,3587.432316022089,3550.836233436999,3522.9836010576314,3476.254460341497,3448.5101940024865,3426.190305178369,3411.465023240655,3378.4210201845076,3363.8385257181435,3319.803457671993,3306.3889987618923,3290.875173025138,3282.8796786064704,3272.969397380952,3263.3369653978066,3256.2345066262365,3272.4115770747376,3362.835018512206,3354.528777901333,3351.290759207411,3349.221019274271,3415.122886306987,3388.7854252826137,3386.8837672766326,3364.1709041149456,3351.332488853492,3350.2179002798935,3357.4258678720953,3356.7961352790226,3356.052533866464,3356.052533866464
16,3735.006,3684.771287870881,3647.1822318332706,3618.573864889384,3570.5768071473663,3542.0797301796997,3519.1521675859494,3504.0273133798264,3470.085085371285,3455.106921910088,3409.875224615415,3396.0958824944837,3380.1581653829207,3371.944710866607,3361.7704307273225,3351.851969216951,3344.726010524226,3336.4337231486847,3360.571209143787,3352.283972623121,3362.508961257879,3360.467409003848,3441.5428171384524,3415.0019419382406,3413.085585950372,3390.197595727321,3377.260015818041,3373.6321796290126,3371.576228203416,3369.544744858445,3367.1779225446567,3367.1779225446567
17,3631.825,3582.9781355678265,3546.427521532282,3518.609525839117,3471.9384960606303,3444.2287316669617,3421.9346533268676,3407.2278034520214,3374.2236339614265,3359.659386459272,3315.6806783153897,3302.282811136982,3286.786773005946,3278.805062292057,3283.445744368184,3273.7756650111182,3291.6301003387357,3284.2148878463463,3285.913829586183,3277.80988155829,3404.664092386503,3402.1722513759582,3371.8460194783415,3345.8446359149852,3344.074093705972,3371.928924944903,3359.0616051607617,3362.80001,3360.750719697016,3362.4790404321616,3363.913727906697,3363.913727906697
18,3617.281,3568.6297614618456,3532.2255485359883,3504.519038894519,3458.0349462719178,3430.4362271016507,3408.231607640982,3393.5836946369627,3360.7118359260317,3346.206441260743,3302.403260651647,3289.05872108833,3273.625058937783,3265.701819654987,3270.4650689219543,3260.8920653676532,3278.8677395196532,3293.418085734759,3291.0487886643587,3282.928071571292,3318.5884866341535,3316.243707898682,3316.3662823235327,3321.67276188816,3319.9355415224895,3348.4152358214283,3348.662567501802,3353.1124517661165,3352.8031827444183,3354.6511324030707,3355.889874495582,3355.889874495582
19,3973.126,3919.6886451837768,3879.7031522934076,3849.270899568164,3798.213857614734,3767.8999900000003,3743.510713233683,3727.4215954404162,3691.315428917883,3675.382344746426,3627.26678394921,3612.6087538827264,3595.6545377633083,3586.9172412993516,3576.088241286464,3565.2999900000004,3557.1986440109495,3547.773925832867,3544.5916476346383,3535.8363307050413,3530.388298287679,3527.8042580241486,3496.3563022476487,3469.3920051312366,3467.4450752599046,3444.191407420504,3431.047463328119,3427.361812116653,3425.273188402375,3423.2092814531625,3420.804764110224,3420.804764110224
20,3854.715,3802.870237671693,3764.0764316794084,3734.5511508139675,3685.015760928644,3655.605336944474,3631.942933338277,3616.3333192222203,3581.3032241064584,3565.844993345094,3519.1634197080025,3504.942242637925,3488.49331270498,3480.016413724414,3469.510186425058,3459.04348724872,3451.183597072306,3442.0397819342447,3438.9524212706797,3430.4581520846805,3425.1726103299275,3422.6656514055785,3392.1559236974026,3365.9957561650585,3364.106896654636,3341.5468423414945,3356.675365161059,3356.7703594600193,3359.4701666266196,3358.8236914775266,3361.0450503831757,3361.0450503831757
21,3383.149,3337.6474257786126,3303.6010277753903,3277.6884603686062,3234.216329932854,3208.411715701293,3187.649263854054,3173.954129664247,3143.2318469304423,3258.0624860576686,3215.440468089706,3239.017537309445,3430.862083326461,3422.5253498521997,3412.192795293112,3401.8991093058116,3394.1691693688354,3385.1765054124007,3382.14013645089,3374.085531844466,3368.8868771322127,3366.421219316468,3336.41453912764,3374.0655210455097,3372.172105500371,3349.5576214685307,3362.80001,3359.1876281261298,3362.80001,3360.7737365969447,3364.445347357824,3364.445347357824
22,3471.002,3424.318089505566,3389.3861193328494,3362.7999900000004,3318.1964662010523,3291.7141290687578,3270.407587639778,3256.3537476327756,3224.8383367434058,3214.849697675305,3262.256219606617,3250.6613412227885,3334.063974490928,3325.9633556280182,3315.9251531653645,3305.924910756429,3298.415816367646,3289.6788332352476,3286.90432798698,3308.2208373214194,3303.1271865706785,3300.8005726650154,3305.0109942963572,3334.233095226105,3332.4953499762655,3358.8963076457435,3366.746572352028,3363.129868124793,3361.0804426158406,3362.80001,3360.438000749005,3360.438000749005
23,3233.22,3189.8327321495817,3157.336167380035,3132.7191550731704,3091.288954410364,3066.814303197832,3087.879046283253,3092.26383065684,3404.9959585679785,3390.3001251170467,3345.917095359465,3332.4043874383474,3326.8629525086662,3318.7798002511795,3308.763894979648,3298.787238491484,3291.2947446305307,3282.5778023368744,3279.7780902165046,3374.186440911856,3368.9875891164615,3366.5217617009316,3336.5128570128695,3348.680676253948,3346.9097243657316,3362.7835212028112,3367.4778503727293,3363.8604260924167,3361.8105157502596,3363.6826215916067,3361.319906642161,3361.319906642161
24,3254.886,3211.124951522514,3178.463145621796,3153.5537261872714,3111.986619366611,3087.4433095539066,3083.198619274686,3088.922883562951,3535.420259794486,3520.160081212508,3474.076595903814,3460.038050128207,3443.7999900000004,3435.431907839408,3425.0603759571186,3414.727949818634,3406.9688569006926,3397.942288407102,3394.8945459483434,3389.7707430183345,3384.5479666526435,3382.070842896432,3351.924879902939,3359.9728338781056,3358.166770966668,3363.349037794897,3350.5137284685925,3355.6440404501686,3355.218849833389,3358.340714036909,3358.7178181107465,3358.7178181107465
25,3406.136,3360.325392009833,3326.0476619407023,3299.959518108328,3256.1913989336863,3230.208965577806,3209.9196753465253,3197.3986526687454,3203.8806895654407,3190.491422556097,3356.272811081213,3342.7101567140653,3327.023254605963,3318.941187806483,3308.922983885361,3298.944124883712,3291.4504565125108,3282.731784873335,3280.00179134721,3342.0708538295485,3336.9496719202016,3334.748495721857,3381.05924527477,3354.984394375544,3353.1749483964454,3353.9821657665216,3359.0460182661636,3363.294769361503,3361.2455279591995,3373.5638641018363,3371.194359013377,3371.194359013377
26,3432.974,3386.802482746161,3352.253369464793,3325.959065014898,3281.8438308438904,3255.651627184058,3234.579181786607,3220.6978771679046,3189.9475250163464,3176.6074005927717,3362.80001,3349.216943396854,3333.5196424526594,3328.2618466733993,3318.2151985097357,3308.2076644203976,3300.692483155126,3291.949218994142,3289.2738977338663,3301.551479244179,3296.488139793528,3294.276865377801,3330.45593188599,3336.749811486331,3334.937812495463,3336.617319014677,3344.0977029747346,3349.4886326849223,3348.808687887988,3366.16636884032,3363.80182837749,3363.80182837749
27,3518.815,3471.4879920753465,3436.0748531151103,3409.1226951239287,3363.9042259014695,3337.056803935161,3315.456627530627,3301.207350365495,3269.230036210625,3255.3224968104446,3214.6784705485675,3245.9579680538272,3231.584318475978,3424.5749845319615,3414.236223956265,3403.9363251373943,3396.2016924532422,3387.203685764037,3384.1657218123482,3375.8614036328727,3370.6602899907602,3368.1934585694416,3338.1749647814536,3354.7294951247227,3352.9545438554833,3362.80001,3349.967242416837,3370.1743666054094,3368.120917975838,3366.0914576414903,3363.727139795783,3363.727139795783
28,3569.063,3521.060184973471,3485.1412383875327,3457.803923042974,3411.939503304733,3384.7087555933726,3362.7999900000004,3348.347413488354,3315.9137420492916,3301.614290447492,3258.503340884336,3272.662799697308,3258.1666806245203,3333.1906227564004,3325.2432768292256,3315.2164985000245,3307.684909482975,3309.6803929325065,3306.8027911234017,3298.639176674092,3293.571711409442,3291.2303484838085,3282.6695995712385,3300.7268843457928,3299.0582493993634,3336.7086008751817,3332.7814372934045,3361.1691352240746,3360.505411805238,3359.810098301647,3359.8039496089973,3359.8039496089973
29,3460.689,3414.145060538846,3379.319152445407,3352.8131097275486,3308.3456340218754,3281.9434336245918,3260.7011467998223,3246.6891527378593,3215.244004763067,3201.3960573065615,3203.8158931257694,3298.581291440079,3283.8858320246613,3278.579682012018,3293.471966549009,3283.564481464051,3276.1171281514858,3417.000394853002,3413.9355738213408,3405.5031098378477,3400.2561561098587,3397.7676153801613,3367.4867362686123,3341.5166275101956,3339.85643163316,3389.1737628098012,3376.2399794534062,3372.6131101377277,3370.558827970555,3368.528061321136,3366.1620248366626,3366.1620248366626
30,3597.627,3549.240034627305,3513.0337322232085,3485.4776919066067,3439.2460591448544,3411.79740741484,3389.713364150754,3375.1449326804295,3342.4512669716855,3328.024855705399,3284.4597350992603,3273.346812552678,3258.6886793491876,3251.674175535326,3266.5536820600746,3256.8775240906593,3249.651033956503,3375.355459550264,3372.3280684912634,3363.9985104893867,3358.8156367517167,3356.5533265687172,3391.4311308570454,3365.2764141914035,3363.387940960172,3340.8325069895277,3350.945087433775,3351.165916587482,3353.998825570759,3356.5360744602103,3361.384898785765,3361.384898785765
31,3698.942,3649.1923513200254,3611.9662530142077,3583.634197387923,3536.1006618188735,3507.8788217081137,3485.172703239037,3470.19392699245,3436.579701820261,3421.7464707791396,3376.9525788988876,3363.3085141233046,3347.7669499400035,3339.644709353257,3329.847478520109,3319.819740248208,3312.2893708958213,3311.6693656565426,3308.7949355891396,3300.6260892180903,3295.561701079067,3293.377901899725,3341.9969471072654,3359.4917539056228,3357.6595397984565,3350.3595559656,3364.5446249609545,3360.9305117930867,3363.759704137756,3361.733609881958,3370.3173324505456,3370.3173324505456
32,3431.093,3384.962221889027,3350.4419806395026,3324.174921327287,3280.104057413935,3253.9503846241682,3232.906861757767,3219.0614886974427,3188.018904265808,3174.31391974277,3243.976944623293,3230.9972702843593,3442.470046039304,3434.1051372702123,3423.738036626908,3413.4095061677936,3405.6536727064604,3396.7720364253632,3393.7261249264725,3385.3443178275115,3380.1298516872043,3377.6565253314006,3347.557641662348,3364.973108591239,3363.084990193077,3340.533854629561,3368.999167606537,3365.3801466346026,3363.329817178103,3361.3032799660728,3373.7494588073655,3373.7494588073655
33,3579.533,3531.3899449461796,3495.366265179865,3467.9493961399917,3421.951838543077,3394.6431209368657,3372.6714362954135,3358.1776284105154,3325.6556418528726,3311.3036345591604,3267.9760848070077,3254.8733836413367,3308.6006819625877,3300.5634347356345,3290.602778761779,3280.6790881315137,3273.291830683245,3314.3978695923815,3311.5905833222223,3303.420384234147,3298.369785860052,3296.0986000365024,3307.090701877341,3341.697842393696,3339.9358473005386,3347.6940363781255,3384.0499906982996,3380.4148280809,3378.355588410278,3376.320062213721,3373.9485521681195,3373.9485521681195
34,3789.22,3738.2561258070527,3700.1214607171337,3671.09784035585,3622.404100335833,3593.493385336334,3570.233026790327,3554.888633754566,3520.4537792144783,3505.25819718794,3459.369783935421,3445.3902531503477,3429.220903268125,3420.888332752765,3410.5608260584518,3400.2722473773174,3392.5471584429,3383.6334357009423,3380.5990365675298,3372.2495107641134,3367.0546803664392,3364.590394354444,3334.600284315467,3400.4441643831137,3398.5362662755742,3375.7493890578976,3362.8671077168183,3359.2554626805522,3365.4318830393127,3363.40432684364,3361.041756105337,3361.041756105337
35,3856.686,3804.8147283119733,3766.001086199091,3736.4607084124546,3686.8999900000003,3657.474535804553,3633.800039515649,3618.182460992421,3583.1344732914927,3567.6683424969606,3520.96291192658,3506.734479151177,3490.27714282467,3481.7959116383445,3471.2843663292188,3460.8123751879366,3452.9484678763615,3443.7999900000004,3440.711118637411,3432.2127820273563,3426.9246230122967,3424.416414653288,3393.8913564350833,3367.7185145627122,3365.8286950202196,3343.257100519689,3358.88628669403,3362.574589448498,3372.961174279784,3370.9292902590078,3368.5615424235993,3368.5615424235993
36,3914.212,3861.5670208400347,3822.1744377461687,3792.1934381996707,3741.8934763312036,3712.0291064662656,3688.001476889443,3672.150930509636,3636.580170029332,3620.8833823493487,3573.4814020541444,3559.040738512936,3542.3379817062655,3533.730269066916,3523.0618661116796,3512.4336075680126,3504.452395582041,3495.167448604247,3492.0323590977523,3483.4068711541468,3478.0396624575374,3475.493961061162,3444.512592054161,3417.948289188596,3416.0303538639732,3393.1229504633866,3380.175446893458,3376.5464930106136,3374.4920801930803,3372.4593610685474,3370.0907519686684,3370.0907519686684
37,4051.471,3996.9799283967745,3956.205972356608,3925.173634247776,3873.109812254691,3842.198193660432,3817.327991323605,3800.921616555978,3764.1034822740003,3747.8562179130877,3698.7918793497865,3683.844811541846,3666.5562798075002,3657.646694951112,3646.6041608076657,3635.6031789037893,3627.3420730727694,3617.731511449575,3614.486482776214,3605.5585221419983,3600.003053604587,3597.368059362209,3565.2999900000004,3537.80403760181,3535.81871615792,3512.106460627022,3498.7033075131735,3494.944789391847,3492.8148813889366,3490.7102216870326,3488.258142994797,3488.258142994797
38,3913.743,3861.1043287495772,3821.7164656661416,3791.739058436255,3741.445123497887,3711.584331975017,3687.5595813833584,3671.7109342124477,3636.1444164417053,3620.449470788219,3573.0530531409613,3558.6141044223723,3541.913288828339,3533.306581446108,3522.6394334630236,3512.012425169141,3504.0321520489797,3494.748297301199,3491.613581970603,3482.989128427243,3477.6225279528508,3475.0771150401615,3444.099256900359,3417.538141722471,3415.6205746103387,3392.716804543114,3379.770102947151,3376.1395573800055,3374.0821491975767,3372.0492914406236,3369.681049775711,3369.681049775711
39,3696.117,3646.4054005227886,3609.2078140441463,3580.8973955144556,3533.400214164139,3505.1999584799682,3482.5111994696604,3467.5439608679926,3433.9555308724084,3419.133605142896,3374.3758827865267,3360.7403919282383,3344.9728946709993,3336.8500977577296,3326.781905059335,3316.750397549496,3309.217390859554,3300.4640324333927,3298.0259452053383,3303.303690289016,3298.26938239203,3296.178934625288,3367.5807203626955,3341.611051317425,3340.0057677011564,3399.2340534200403,3386.2633846869094,3382.625930249009,3380.5645709347045,3378.527737174234,3376.155033879124,3376.155033879124
