,0,1,2,3,4,5,6,7,8
0,1413.936,1391.4915942235316,1373.6187349984891,1360.281316122022,1347.0696123286011,1332.4410756347165,1324.942048631508,1319.0990860053696,1319.0990860053696
1,1344.784,1323.6404342666451,1306.636406959834,1298.4473014587995,1305.1223039331683,1354.174063032393,1347.8775104098775,1360.292992051169,1360.292992051169
2,1153.788,1137.6975484781176,1123.0234981885471,1113.4561353097188,1110.655400059207,1145.817426729725,1139.6347848158482,1141.9387234044111,1141.9387234044111
3,1136.15,1497.414086679998,1478.0761699192444,1463.3622423445718,1448.7966773323135,1432.9394029055525,1424.36327982202,1417.2575391228938,1417.2575391228938
4,966.71,1388.5098375258458,1377.6459063954946,1368.999039604323,1399.00237954086,1385.247915300294,1410.373855637036,1444.8827395387775,1444.8827395387775
5,1036.087,1120.741491513368,1114.2340419705688,1106.959536868416,1134.837112551498,1123.612779279057,1141.3003281168244,1174.2213036503078,1174.2213036503078
6,1081.721,1135.5319379159819,1452.164162320182,1437.7158175069228,1423.4017978894826,1407.8224746000099,1399.4026498842934,1392.4196516044099,1392.4196516044099
7,1008.754,1030.5139854798392,1385.3086510785654,1376.4337050795896,1362.7298170259307,1347.8145257223987,1339.748882213386,1333.0635767904596,1333.0635767904596
8,1150.357,1133.3608961254217,1208.1007335728234,1450.8465364725544,1436.4019452466277,1420.6802894229322,1412.1774954834518,1405.1307256462937,1405.1307256462937
9,1100.03,1083.6459804795218,1098.492743198887,1371.1823616726115,1509.5763246577437,1493.1466985949514,1485.024782893394,1477.614494383932,1477.614494383932
10,1146.691,1128.6479544465592,1117.4209314333507,1167.0084390338818,1358.469930832106,1346.9360155659094,1390.3915757633,1383.4599899262594,1383.4599899262594
11,1228.638,1209.1275432286498,1193.556919009182,1188.291029785844,1227.6430692124145,1222.7204040281806,1323.2136811593225,1316.7871736280288,1316.7871736280288
12,1268.857,1248.7070013894495,1232.572649476168,1220.6201777611857,1210.8990284120887,1200.68828398004,1241.1238014865326,1235.232212446249,1235.232212446249
13,1421.226,1398.6564395444805,1380.5830284506012,1366.8400350725285,1353.234828713765,1338.43650825714,1333.4463571472525,1327.1084039501534,1327.1084039501534
14,1336.721,1315.4938548889206,1298.4958826985076,1285.5716794639227,1272.7755998969915,1258.8499399239804,1251.4959068271603,1245.3433397384874,1245.3433397384874
15,1446.593,1423.6202956944119,1405.2238680941032,1391.2347061102253,1377.383417810837,1362.3077951595224,1354.154385704863,1347.3971467754313,1347.3971467754313
16,1489.867,1466.2070963001006,1447.260414524361,1432.8528135056806,1418.58722045596,1403.060637289975,1394.663339215779,1387.703995133511,1387.703995133511
17,1452.046,1428.986699010633,1410.5209510602808,1396.4790659360556,1382.5755841160503,1367.4430995140347,1359.2589431901445,1352.4762524278808,1352.4762524278808
18,1527.295,1503.0407187683757,1483.617997803547,1468.848402912439,1454.224443705735,1438.307772427389,1429.6995255300014,1422.5653355578083,1422.5653355578083
19,1461.615,1438.4042143661122,1419.8171970310634,1405.6830852284324,1391.6887337837852,1376.460050491343,1368.2237469817253,1361.3972099807181,1361.3972099807181
20,1394.462,1372.3174032814939,1354.584288116944,1341.0997768392153,1327.7481353072378,1313.217924248665,1305.3596293718451,1298.846710095888,1298.846710095888
