,0,1,2,3,4,5,6,7,8
0,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
1,27.5,24.5,24.5,22.1,24.5,31.3,27.5,31.3,31.3
2,17.0,16.3,15.8,15.8,15.8,16.3,16.3,16.3,16.3
3,16.3,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3
4,14.5,36.3,31.3,31.3,36.3,36.3,36.3,50.9,50.9
5,14.8,15.8,15.8,15.8,16.3,15.8,16.3,17.0,17.0
6,15.4,16.3,50.9,50.9,42.7,36.3,36.3,36.3,36.3
7,14.6,14.8,36.3,31.3,31.3,27.5,27.5,24.5,24.5
8,16.3,15.8,17.8,50.9,50.9,42.7,36.3,36.3,36.3
9,15.4,15.4,15.4,31.3,75.2,61.6,61.6,61.6,61.6
10,16.3,15.8,15.8,17.0,31.3,27.5,36.3,31.3,31.3
11,18.9,17.8,17.8,17.8,18.9,18.9,24.5,24.5,24.5
12,22.1,20.3,18.9,18.9,17.8,17.8,20.3,20.3,20.3
13,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5
14,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
15,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5
16,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
17,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3
18,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,42.7
19,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
20,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1
21,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
22,50.9,36.3,36.3,36.3,31.3,31.3,27.5,27.5,27.5
23,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
24,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
25,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
26,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6
27,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
28,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
29,36.3,31.3,27.5,27.5,24.5,24.5,24.5,22.1,22.1
30,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
31,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3
32,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5
33,42.7,36.3,36.3,31.3,31.3,27.5,27.5,27.5,27.5
34,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
35,92.8,92.8,61.6,61.6,61.6,50.9,50.9,50.9,50.9
36,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
37,230.4,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5
38,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9
39,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
40,22.1,20.3,20.3,20.3,18.9,36.3,36.3,31.3,31.3
41,20.3,20.3,18.9,17.8,17.8,42.7,42.7,50.9,50.9
42,20.3,20.3,18.9,17.8,17.8,20.3,18.9,24.5,24.5
43,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3
44,36.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1
45,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1
46,22.1,22.1,22.1,22.1,27.5,42.7,61.6,75.2,75.2
47,17.0,15.8,15.8,15.8,15.8,15.8,17.0,17.0,17.0
