,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.26,1.19,0.0,1411.96,15554.0,8193.74,330162.0,0.47,0.09,0.0073266666666666645,69.085
