,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.18,1.02,4019607.0,3478781.83,163421873.0,0.13,0.14,0.004762962962962962,3.9417000000000004
