,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,5.94,2.41,9380.0,3809.5,75768.0,0.59,0.18,0.0,0.08825,5.609999999999999
