,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,1,10,3,0,6,0,minizinc_fw,0,5000,0,5000,3,13.24,7.15,5000.0,2700.0,18124.0,0.46,0.47,36.8,0.00065,0.3075
1,1,10,3,0,6,0,minizinc_fw,0,,,,3,13.24,7.15,5000.0,2700.0,18124.0,0.46,0.47,36.8,0.0007250000000000001,0.27749999999999997
