,0,1,2,3,4,5,6,7,8,9,10,11,12
0,3342.698,3296.27408222914,3244.1030012065467,3197.854092292501,3191.7579876850077,3186.256802392127,3173.364077013794,3159.1730021747408,3153.7502928813933,3147.6704857199234,3140.328725599014,3122.3359569935365,3122.3359569935365
1,3105.532,3062.612490599789,3017.4146991158186,3307.469939890601,3303.6294971927596,3310.5917910559747,3379.1533383702445,3363.5887769459264,3357.568111230811,3350.9810122054605,3339.330338737465,3313.705238477417,3313.705238477417
2,2849.91,2811.404390488986,2820.416648699101,3034.7440295383335,3031.6635245022862,3040.047468003855,3239.682098062047,3224.530511064055,3249.3819940844382,3245.5060590332637,3250.1346301518456,3428.792408464926,3428.792408464926
3,2747.269,2710.682813036308,3058.7771875442204,3013.2487987379677,3008.2880727442907,3003.176442291726,3055.542473748751,3040.6363684177827,3057.4803714663153,3052.2807978107544,3046.3629188390164,3182.6940205367464,3182.6940205367464
4,2709.341,2675.3410504458984,3592.0144779594866,3539.804073698083,3642.7764416107607,3760.2533455688204,3737.88971782461,3781.358020649772,3773.799569724493,3766.256362075613,3751.2184443107553,3721.316406951099,3721.316406951099
5,2611.223,2580.767531691354,2860.147545311923,2818.8604379590806,2931.3531206046005,3081.4900948956824,3070.0322523680343,3416.4467788777765,3409.6867990007995,3404.1937792865974,3414.455263110446,3388.1976525637538,3388.1976525637538
6,2688.327,3066.453408734959,3017.764055506402,2972.8919921451097,2974.230604519812,2976.852134528169,2963.8907290576662,3125.034495430987,3118.844660905621,3113.6127548454706,3121.455002646676,3097.3015545627063,3097.3015545627063
7,2503.554,3615.883867516521,3558.490309539175,3505.486680193884,3498.4794921801767,3484.507090288529,3463.654148951612,3446.371428231015,3439.482841390982,3432.6088844060414,3418.902381764076,3391.652655883031,3391.652655883031
8,2463.964,3056.7330638002236,3442.529801003076,3507.9069479797927,3500.896051285781,3486.9163261517338,3466.0559320532893,3448.7678930643633,3441.8944857011275,3435.037398988211,3421.382408954582,3394.2360007016264,3394.2360007016264
9,2572.201,2552.656216851056,2868.4834822325747,3257.0428824868895,3250.532753414798,3237.551634314302,3218.1825856513633,3202.12866269292,3195.7386399771967,3189.3630360938823,3176.674560531376,3151.4501499783305,3151.4501499783305
10,2936.775,2896.1480179002515,2853.726901879873,3608.127723459301,3601.010668320105,3587.1534607882936,3611.3881386092125,3608.239950591724,3607.1168265334913,3604.061159478251,3596.149424337663,3584.0637363325186,3584.0637363325186
11,2981.023,2939.802741840169,2893.6706931283748,3132.838268028869,3126.9081840180797,3116.005403088692,3185.6127870871737,3202.058029759465,3209.6076010259762,3230.830077277525,3233.133279284962,3289.8198323619304,3289.8198323619304
12,3194.823,3150.4604498258873,3100.4678420568257,3054.8780891277756,3049.0413367856095,3038.429813993691,3088.8145203150953,3104.0694124043052,3111.0555007879093,3133.2110384758344,3136.7101173276174,3195.9360266152316,3195.9360266152316
13,3360.32,3313.5862650776558,3260.982293015778,3212.4156024826675,3206.007518922305,3193.5453137399354,3177.3477889358946,3169.3329556953763,3166.162713697941,3167.464257173259,3160.2262741710715,3163.1332821802594,3163.1332821802594
14,3721.683,3669.917678196311,3611.6390679567457,3557.8443595626736,3550.7327384329074,3536.5520083091383,3515.3868469253125,3497.8470723369483,3490.855955499347,3483.878657982304,3469.9654305916915,3442.305430435006,3442.305430435006
15,3659.135,3608.244716222704,3550.955098901305,3498.0796033857555,3491.0911881345874,3477.154254212811,3456.3523042650763,3439.1121226046716,3432.2401480655853,3425.3882694226018,3411.7235345367003,3384.5571552824927,3384.5571552824927
16,3540.572,3491.3374867943426,3435.9087728049954,3384.7499831785763,3377.9902167862024,3364.5086471339246,3344.391500821234,3327.719425827933,3321.073549576703,3314.446213803099,3301.228112630534,3274.9493374749823,3274.9493374749823
17,3585.228,3535.367009084778,3479.229982145029,3427.413867926805,3420.5643106828193,3406.9062136667712,3386.528380432903,3369.6383573737894,3362.9062483973994,3356.1866733688526,3342.7871706871533,3316.1482654141864,3316.1482654141864
18,3742.959,3690.896977574137,3632.2842991583184,3578.181072684644,3571.0284926183476,3556.7661979266945,3535.479599352508,3517.838044765667,3510.8063702721806,3503.7887321060066,3489.7954126571526,3461.976218658574,3461.976218658574
19,3833.338,3780.0199481857835,3719.9932176942584,3664.583690940883,3657.258509981692,3642.6520518960956,3620.8516222751323,3602.7852780030526,3595.5838739503242,3588.396845514297,3574.067857534402,3545.5797646364254,3545.5797646364254
20,3635.557,3585.0815768835723,3528.314225691966,3476.033295215225,3469.11661469509,3455.3241621642924,3434.728947327792,3417.7959175337305,3411.045968361581,3404.325764207826,3391.373541683156,3371.1121984760734,3371.1121984760734
21,3422.632,3375.074761241181,3321.564620769392,3272.272963625682,3265.7496889673944,3252.742173751872,3233.3265524198846,3217.3090417302005,3210.9234320487817,3204.5705991901164,3192.120922877702,3175.9553319745646,3175.9553319745646
22,3427.136,3379.481353972086,3325.838664948793,3276.358386017593,3269.8158541479443,3256.7700357743392,3237.29880246245,3221.173960400068,3214.7489965682284,3208.3436748380886,3195.5682951854255,3177.740758842435,3177.740758842435
23,3538.711,3489.491856640459,3434.0814153002193,3382.935009120969,3376.174796899736,3362.6949743042346,3342.576120302727,3325.900534241181,3319.254865669233,3312.62304150876,3299.3985186659093,3278.3151689833176,3278.3151689833176
