,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.21,0.0,0.0,0.0,164949691.0,4174686.0,2842380309.0,0.0
1,1.19,0.02,0.03,219933.61,164949691.0,4096473.16,2748917235.78,0.0155
2,1.17,0.04,0.06,439507.46,164949691.0,4019983.92,2679534009.84,0.0146
3,1.15,0.05,0.07,591084.86,164949691.0,3952188.18,2638577791.2,0.0142
4,1.14,0.06,0.08,701237.7,164949691.0,3909455.31,2614007112.2,0.0114
5,1.13,0.07,0.09,788588.38,164949691.0,3870532.34,2596964835.79,0.0076
6,1.12,0.08,0.09,835017.52,164949691.0,3839672.39,2586373906.53,0.0064
7,1.11,0.08,0.09,873759.45,164949691.0,3820512.39,2579515016.11,0.0048
8,1.11,0.09,0.09,925466.54,164949691.0,3799422.7,2574479488.76,0.0055
9,1.1,0.09,0.1,940234.03,164949691.0,3780459.76,2570066783.29,0.005
10,1.09,0.1,0.1,964026.66,164949691.0,3761595.23,2566422543.54,0.0048
11,1.09,0.1,0.1,985253.03,164949691.0,3746571.4,2563736427.37,0.004
12,1.09,0.11,0.1,1021180.59,164949691.0,3735342.92,2562003314.03,0.0033
13,1.08,0.11,0.1,1047702.3,164949691.0,3716703.52,2559435619.52,0.0049
14,1.08,0.12,0.1,1066188.34,164949691.0,3694458.98,2556775586.21,0.0056
15,1.07,0.12,0.1,1072554.7,164949691.0,3687073.75,2555823838.72,0.0125
16,1.07,0.12,0.1,1084604.25,164949691.0,3672347.57,2554749741.91,0.004
17,1.07,0.12,0.1,1093715.99,164949691.0,3661341.54,2553881385.57,0.0043
18,1.06,0.13,0.1,1101346.23,164949691.0,3650368.51,2553175438.21,0.0033
19,1.06,0.13,0.1,1104072.46,164949691.0,3646718.33,2552903489.06,0.0017
20,1.06,0.13,0.1,1108096.25,164949691.0,3643071.61,2552684001.96,0.0017
21,1.06,0.13,0.1,1114118.57,164949691.0,3639428.76,2552495242.22,0.0045
22,1.06,0.13,0.1,1118442.0,164949691.0,3635789.33,2552311850.57,0.0024
23,1.06,0.13,0.1,1123075.97,164949691.0,3628521.39,2551973381.39,0.0025
24,1.05,0.13,0.1,1126293.34,164949691.0,3624892.87,2551818101.36,0.0018
25,1.05,0.13,0.1,1130670.83,164949691.0,3617646.71,2551503012.77,0.0035
26,1.04,0.15,0.1,1116451.69,164949691.0,3567291.78,2550667760.48,0.0063
27,1.04,0.15,0.1,1123556.64,164949691.0,3563817.03,2550418792.0,0.0123
28,1.03,0.15,0.1,1129479.12,164949691.0,3553136.31,2550052708.26,0.0032
29,1.03,0.15,0.1,1126721.69,164949691.0,3542487.6,2549873823.15,0.0053
30,1.03,0.15,0.1,1123436.94,164949691.0,3528335.86,2549672668.56,0.0032
31,1.02,0.16,0.1,1127873.72,164949691.0,3521282.78,2549575169.33,0.0132
32,1.02,0.16,0.1,1125157.68,164949691.0,3510729.82,2549435051.6,0.0033
33,1.02,0.16,0.1,1124196.64,164949691.0,3507219.13,2549388451.26,0.0099
34,1.02,0.16,0.1,1121038.98,164949691.0,3496708.09,2549333847.73,0.0033
35,1.02,0.16,0.1,1120206.42,164949691.0,3493211.48,2549288440.92,0.0126
36,1.02,0.16,0.1,1120206.42,164949691.0,3493211.48,2549288440.92,0.001
