,0,1,2,3,4,5,6,7
0,22.1,20.3,20.3,20.3,20.3,22.1,22.1,22.1
1,16.3,15.8,15.8,15.4,15.4,15.8,15.8,15.8
2,24.5,22.1,20.3,20.3,20.3,18.9,18.9,18.9
3,17.8,17.0,50.9,50.9,42.7,36.3,36.3,36.3
4,14.5,14.5,22.1,22.1,42.7,42.7,36.3,36.3
5,14.8,15.1,15.4,15.4,22.1,22.1,22.1,22.1
6,14.3,17.0,17.0,16.3,17.0,17.8,22.1,22.1
7,14.0,16.3,15.8,15.8,15.8,15.8,15.8,15.8
8,14.3,61.6,61.6,61.6,61.6,50.9,50.9,50.9
9,14.0,15.4,15.8,17.8,17.8,17.8,17.0,17.0
10,15.4,15.4,15.8,31.3,31.3,31.3,31.3,31.3
11,15.4,15.1,15.4,17.0,16.3,16.3,16.3,16.3
12,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8
13,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8
14,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1
15,24.5,22.1,20.3,20.3,18.9,18.9,17.8,17.8
16,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9
17,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8
18,22.1,20.3,18.9,17.8,17.8,17.8,17.0,17.0
19,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3
20,22.1,20.3,18.9,17.8,17.8,17.8,17.0,17.0
21,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
22,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3
23,24.5,24.5,22.1,20.3,20.3,20.3,20.3,20.3
24,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3
25,18.9,17.8,17.0,17.0,17.0,18.9,18.9,18.9
26,17.8,17.0,17.0,16.3,15.8,17.8,17.8,17.8
27,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0
28,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5
29,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
30,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3
31,92.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7
32,115.5,92.8,61.6,61.6,50.9,50.9,50.9,50.9
33,50.9,36.3,36.3,31.3,31.3,31.3,27.5,27.5
34,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9
35,42.7,36.3,31.3,27.5,27.5,24.5,24.5,24.5
36,22.1,20.3,20.3,36.3,36.3,61.6,61.6,61.6
37,15.4,14.8,14.8,15.8,15.4,16.3,16.3,16.3
38,22.1,20.3,18.9,17.8,17.8,17.8,17.8,17.8
39,230.4,182.1,144.6,115.5,115.5,115.5,92.8,92.8
40,36.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
41,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.8
42,27.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3
43,18.9,17.8,17.0,17.0,16.3,16.3,15.8,15.8
44,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1
45,92.8,75.2,61.6,50.9,50.9,50.9,50.9,50.9
46,50.9,36.3,36.3,31.3,42.7,50.9,61.6,61.6
47,16.3,15.8,15.8,15.4,15.4,15.4,15.4,15.4
