,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,3326.851,3280.6311074258606,3240.6653954746007,3203.1415362901253,3198.3738987741185,3266.3260587182667,3239.992120775957,3219.230141711272,3208.5751915640103,3201.047988825285,3315.7000099999996,3300.242154492145,3299.3285907088953,3314.5415624162824,3309.044427727634,3299.9247016515155,3308.287852117217,3320.100219010264,3320.3981045557352,3308.635295369804,3355.4422827596204,3343.4306003313422,3346.6814841610617,3373.002399469327,3370.863429886204,3369.756662373613,3369.756662373613
1,2875.35,2835.54993326907,2805.2395958694697,2887.7701161535265,2974.023442286351,3477.377396519934,3448.7641440833127,3423.8548628019935,3409.2776825114606,3397.647620127613,3374.83691323074,3363.1686193570863,3366.77091881265,3465.469553263042,3455.70240256079,3445.6637583977854,3436.4986774289623,3429.2133228676494,3425.0651264908624,3404.416065895136,3405.133058545817,3384.568271228306,3383.1997404357908,3386.064850769437,3384.913275629415,3384.309741790879,3384.309741790879
2,2896.418,2856.4254473772094,2834.2905563039435,3315.7000099999996,3279.9632986809847,3248.3682147828613,3221.6111622846843,3198.27096624971,3184.6724680811467,3189.701830583594,3206.3998031805195,3215.2055159315205,3230.9087896295214,3417.672912445699,3407.7188741986197,3397.8110619779386,3388.7321809598257,3381.2608230292267,3377.4750016199514,3366.5221753585806,3364.74075898027,3353.8151014909467,3352.3102214244327,3351.037180611353,3350.369404234702,3350.0300945674962,3350.0300945674962
3,2737.065,2706.446323971292,2775.7808540848187,3690.142502008632,3648.672244938715,3611.29475687764,3581.5257711362865,3555.5540975730655,3540.1923628402496,3524.234377060262,3493.2980187101602,3476.4143235611664,3468.3131947774787,3467.154532437925,3457.035603350084,3446.9841157304863,3437.7718055281366,3430.167437348068,3425.9525753860294,3405.2934148992235,3403.4486715358466,3382.8930368468796,3380.764990806269,3378.288836017187,3377.395632814563,3376.9534020590954,3376.9534020590954
4,2674.205,2687.9197797131856,3312.921939196891,3264.4548617838873,3228.2379812829636,3195.160750188184,3168.824811661763,3175.6644081492213,3179.7614913654875,3176.3266252942585,3204.5954894145275,3230.763719478288,3239.5390590222887,3379.5874535053304,3369.7235405206097,3359.9279277701967,3350.9508667998775,3343.5397125302225,3339.743076790449,3328.229681473025,3327.2002082492,3344.028063395713,3341.8209521576687,3339.252651503421,3338.3247472558337,3337.866520797622,3337.866520797622
5,2717.178,2701.69999,3724.2280498921264,3667.2959369364376,3626.120435433619,3588.9594687853996,3559.374839088545,3533.5635362544695,3518.295822287087,3502.6041167777835,3471.996184387618,3455.2244347610263,3445.2867339273403,3438.469384120651,3428.431491384364,3418.4632894079264,3409.3273361584575,3401.7856142577834,3397.6044836746537,3377.1123193329727,3376.2600140369077,3388.616108005054,3386.403675088343,3383.829197038995,3382.899013492749,3382.4570958965132,3382.4570958965132
6,2676.332,2719.774753072814,2829.175209569313,2841.432897285726,3209.9751196237794,3177.1050534530104,3151.0550403190896,3143.731532085233,3141.9020631208223,3170.402593614533,3458.8628557650227,3442.124059592932,3432.2091933064494,3420.607147887303,3410.6213053180095,3400.7052895019197,3391.6170937140637,3384.1167339597246,3380.23868362639,3368.86602997636,3367.791940531306,3369.2720835202294,3366.988800173915,3364.342119055342,3363.392291080846,3363.0701560826874,3363.0701560826874
7,2725.692,2828.248447027268,2803.0359092855174,2833.726605972045,3640.274145649635,3602.969290834519,3573.2688521634577,3547.356620151745,3532.0300120319403,3516.0805689256886,3485.1862561193834,3468.319875399356,3458.3295903606668,3446.6392283637892,3436.577569477524,3426.586025054717,3417.428798271666,3409.869640955569,3405.6782969501396,3385.1363173440036,3383.961444570496,3384.279268035433,3382.109179485265,3379.748521950768,3378.866085380551,3378.933453887005,3378.933453887005
8,2434.077,3705.4967525417364,3660.1806502900554,3604.261238529641,3563.725807730724,3527.2249122353537,3498.1489331124017,3472.7888662812634,3459.6949971533218,3444.39536795225,3414.122202783478,3397.59999,3387.8138548908073,3376.362074293591,3366.635997629525,3356.860283169966,3347.9046211041264,3340.5230489926394,3342.5958888402815,3380.8808745240826,3379.55244517421,3377.3020808986275,3374.194487361679,3371.5415789730646,3370.58645655944,3372.0347627824267,3372.0347627824267
9,2572.559,3170.2098529144223,3131.646981160266,3104.5869970062745,3069.7303722511056,3043.0970823894345,3122.9655723075584,3130.191700346274,3166.0313900251144,3495.8010867538123,3465.0760393805726,3448.307271561378,3438.374972074505,3426.7521179187797,3417.3083151732394,3407.394898723619,3398.389761713808,3390.9200019231844,3392.794189006302,3420.0980576253637,3418.24525273352,3397.59999,3394.969673900153,3394.604515028496,3394.633153000347,3397.6000099999997,3397.6000099999997
