,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,18.9,20.3,20.3,20.3,20.3,22.1,20.3,24.5,22.1,22.1,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5
1,17.0,17.0,17.0,17.0,17.8,17.8,17.8,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
2,15.4,15.1,20.3,20.3,20.3,18.9,18.9,27.5,24.5,24.5,24.5,22.1,24.5,22.1,24.5,24.5,24.5,24.5,24.5,27.5,27.5
3,15.4,15.1,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3
4,17.8,17.0,17.8,17.8,17.8,17.0,27.5,24.5,24.5,22.1,22.1,22.1,24.5,22.1,27.5,27.5,27.5,24.5,27.5,27.5,27.5
5,15.4,15.4,15.8,61.6,61.6,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
6,15.4,15.4,17.0,24.5,24.5,24.5,22.1,22.1,20.3,20.3,22.1,24.5,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
7,14.8,20.3,18.9,18.9,17.8,17.8,17.8,27.5,24.5,24.5,24.5,24.5,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
8,14.2,75.2,61.6,50.9,50.9,50.9,42.7,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
9,15.8,18.9,17.8,18.9,18.9,17.8,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,24.5,24.5
10,17.0,17.0,17.0,17.8,17.8,17.8,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
11,31.3,31.3,24.5,24.5,24.5,22.1,24.5,22.1,22.1,20.3,22.1,22.1,27.5,27.5,27.5,24.5,27.5,24.5,31.3,31.3,31.3
12,20.3,18.9,17.8,17.8,17.0,50.9,42.7,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3
13,22.1,20.3,20.3,18.9,18.9,24.5,24.5,22.1,24.5,24.5,22.1,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5
14,24.5,24.5,22.1,20.3,20.3,22.1,20.3,20.3,24.5,24.5,24.5,27.5,24.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
15,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,24.5,22.1,24.5,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5
16,50.9,36.3,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
17,92.8,75.2,61.6,50.9,50.9,50.9,42.7,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5
18,115.5,92.8,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5
19,115.5,92.8,75.2,61.6,61.6,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
20,61.6,61.6,50.9,42.7,36.3,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,27.5,24.5,27.5,27.5,27.5
21,230.4,230.4,144.6,144.6,115.5,115.5,92.8,92.8,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
22,24.5,22.1,20.3,20.3,20.3,20.3,18.9,18.9,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5
23,16.3,15.8,17.8,17.0,50.9,50.9,42.7,36.3,31.3,31.3,31.3,31.3,27.5,31.3,27.5,27.5,31.3,31.3,31.3,31.3,31.3
24,22.1,20.3,20.3,18.9,27.5,24.5,24.5,22.1,22.1,20.3,22.1,24.5,24.5,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5
25,75.2,61.6,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5
26,115.5,92.8,92.8,61.6,61.6,61.6,50.9,50.9,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
27,27.5,24.5,22.1,22.1,22.1,20.3,20.3,18.9,31.3,27.5,24.5,24.5,24.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
28,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,31.3,31.3,27.5,27.5,27.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5
29,17.8,17.0,17.0,17.8,18.9,18.9,20.3,18.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
