,0,1
0,14.0,14.4
1,14.0,14.0
2,14.0,14.0
3,14.8,14.2
4,14.0,14.4
5,14.0,14.3
6,14.0,16.3
7,14.0,14.8
8,15.4,14.0
9,14.0,14.5
10,17.0,14.5
11,14.0,14.0
12,14.0,17.0
13,15.8,14.6
14,27.5,14.5
15,14.8,20.3
16,17.8,14.5
17,14.0,14.8
18,14.0,17.0
19,22.1,14.3
20,20.3,24.5
21,15.8,15.1
22,14.8,14.3
23,15.4,14.2
24,17.0,27.5
25,14.6,15.8
26,14.0,15.4
27,15.8,22.1
28,15.4,14.6
29,16.3,14.8
30,15.8,17.0
31,20.3,15.8
32,61.6,18.9
33,36.3,15.8
34,20.3,17.0
35,31.3,31.3
36,36.3,20.3
37,15.8,14.8
38,17.0,14.4
39,14.0,15.4
40,36.3,22.1
41,17.8,16.3
42,17.0,15.4
43,14.3,17.8
44,14.3,14.5
45,15.8,15.4
46,27.5,22.1
47,230.4,18.9
