,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,57.101,55.64212,54.81693891999999,54.20636479076,53.55020545684971,53.17213564948942,54.34365135915933,55.032730983335306,56.29194866793524,57.141086848572726,57.8439550247527,58.4665288792824,59.045129359455316,59.52065154842294,60.05327782055132,60.84777859721699,61.3452533610643,61.872802547204074,62.270322719184826,62.687932878397056,63.1670558180995,63.530271036646106,64.09420124213305,64.56250361977467,64.98303407271759,65.25688576606314,65.38115633723281,65.49980555554664,65.68888391665783,65.89693872924121,66.03000903559501,66.13593299945263,66.21505820045428,66.33184196765247,66.41037944174951,66.5147819239825,66.67075923243861,66.74827995474129,66.77404267478654,66.82551658943697,66.91127303966866,66.96247249358932,66.98802102109573,67.03906697905353,67.09001084509543,67.11543183425034,67.1408274024161,67.16619757501368,67.19154237743865,67.19154237743865
1,52.79,52.844519999999996,52.733923319999995,52.656658923959995,52.57362600099012,52.581848212952494,52.82396613264734,52.937320776127045,53.148017228186475,53.41578283193818,53.654641392467475,53.86621320601059,54.06284136830241,54.246621589146166,54.47960240054154,54.74767273812746,54.95919230157929,55.191577647849286,55.32356029372294,55.5015568893171,55.68059509286667,55.85712676156653,56.0157869869046,56.23672282114032,56.393415424465495,56.49058468564531,56.54958176221708,56.60828385340599,56.682355866432154,56.76360937536713,56.821241328490295,56.86271636317633,56.9074982140868,56.953028221230454,56.994239136566755,57.03942218002049,57.12792564694037,57.15811186999955,57.169243758129554,57.19148527061329,57.22478081480145,57.24691125317185,57.26035434191868,57.28941363323484,57.31841480596837,57.32828639116239,57.33924810477123,57.35019885666646,57.3646386578098,57.3646386578098
2,66.006,69.46990000000001,71.06502990000001,72.2607554947,71.92925345348091,72.72636982224864,72.46427539918095,72.3415681665965,72.23948771259903,72.17661749520926,72.40193452780986,72.34691177178148,72.53697535988941,72.68214170485096,72.73297115416365,72.9974699041554,73.16591491578475,73.35097653238483,73.3746817905286,73.51765156367068,73.44608844177928,73.37552720359437,73.50895382274405,73.41710065393465,73.3519563454335,73.4379427383246,73.41278302463297,73.38774910950981,73.45437686574324,73.41903822768303,73.39397303654462,73.43202114439845,73.41694308096525,73.3968993086414,73.44342661071546,73.42327690427261,73.39317324284698,73.43971172311844,73.43467801139532,73.42462065537252,73.4095647934064,73.39955766381959,73.41506410615577,73.40504597794346,73.39504788598757,73.41055883810158,73.40555427926348,73.40055472498422,73.39556017025924,73.39556017025924
3,88.888,82.9049,80.16040289999998,78.15009996369999,76.49850866562389,75.52910933633018,75.6796060722133,75.75006555684125,76.09703119679497,76.31072347926867,76.21994628620403,76.39413930676615,76.31482879924437,76.25425319605493,76.52666063852595,76.40865546192428,76.33350431907157,76.2509397370092,76.4174473999021,76.35100568890356,76.47752360925892,76.60227027872929,76.53767049482708,76.6969764259202,76.80995973238323,76.76656209479178,76.80966928431782,76.85256093789623,76.81850901133096,76.87849544825163,76.92104297101038,76.90131079912634,76.92677086672896,76.96061578326204,76.96369793591225,76.99739514416859,77.04773877330359,77.05055955698367,77.0588969974267,77.07555520343183,77.10049253782154,77.1170675527459,77.11793848519315,77.13447860822276,77.15098565100632,77.15182266535531,77.16005884268996,77.16828678384728,77.17650649706343,77.17650649706343
4,69.934,70.62960000000001,71.23755960000001,71.6462922988,73.5112408069636,73.05610565629898,73.26194353570332,73.35831260852495,73.75343735461806,73.66559029546184,73.58722689925713,73.63181558817125,73.67325490758417,73.78890533887798,73.93551704277819,73.98747759966597,74.12256848047164,74.27098567934269,74.35527883686991,74.46895965431686,74.57347021915643,74.77451763608823,74.87475038918299,75.0018168821777,75.18293526270939,75.243694845345,75.27714637111828,75.31043063926268,75.40579562478783,75.45149305541432,75.48390559013725,75.5377059677767,75.58089484987336,75.61430727047387,75.65726634866245,75.71037328326781,75.7957150435682,75.82012989843749,75.82824376853905,75.84445528100197,75.88372391515897,75.89982446732864,75.9208586428613,75.96288492557558,76.00482715572443,76.01275632856871,76.02567757224014,76.0335858946679,76.05448630877322,76.05448630877322
5,59.838,62.0,64.279642,65.546684826,66.961324530222,68.92503819807357,71.1251437083487,72.83728797789007,73.44211361068602,73.42821899764024,73.41582439868981,73.43144573511469,73.57196371188263,73.58128821991629,73.48510903195779,73.6866841971269,73.81505656577572,73.82309249102599,73.83865647362471,73.94964662652033,74.05168357374905,74.80329200371656,74.79537791566453,74.91134511318258,75.59809162671121,75.74425080207081,75.77171954806046,75.79905095032017,76.16262359366792,76.19815122851224,76.22335047236969,76.4294090704802,76.39163484326876,76.31742030389569,76.261982042984,76.46788611481206,76.3921067981232,76.31844447772882,76.30696403325109,76.2840261051846,76.36218802686903,76.3391396508153,76.32763851116448,76.31665923414215,76.30570191567386,76.28823421375819,76.31578397954443,76.30430619556489,76.29883988936932,76.29883988936932
6,64.477,66.5826,68.48796960000001,70.09955402880001,73.97795866527362,74.19832223599323,73.5851906687895,73.61733504608249,73.93628298442353,74.43631947578179,74.88237376679037,75.38577166522134,76.45661377524736,76.3728991823939,76.1587729971108,77.74784689918593,77.86904250189977,77.72859369436367,77.71482616372566,77.82225877126979,77.85382514847201,78.0361495963934,77.89672150204389,77.9953665150071,78.131627750312,78.0951361005592,78.12904542005641,78.15078519295614,78.22306869660544,78.23604621572919,78.22025098465055,78.26127798071194,78.2877251467698,78.30848224618273,78.31678779944419,78.35742864824641,78.40974607635692,78.40364783812785,78.41612119028973,78.44104294790915,78.45945081906542,78.4842859174273,78.52037863150987,78.60449187424685,78.68843689049835,78.69462545360787,78.70200782815425,78.7141828203261,78.73804563750576,78.73804563750576
7,67.405,74.22470000000001,72.7261177,72.22786516810001,73.2840033141907,74.74020118825146,74.06022834190965,73.98697900341337,74.66442775929049,75.9625609208268,77.24655214148943,76.97026265080113,76.89348792308671,77.05324909216348,77.25578060850455,77.19986031268343,77.8714476873678,78.06968518130782,78.49467364431344,79.06782853964874,79.22654894009366,78.91824725493235,79.0160617933633,79.45146268108276,79.13105866622868,78.87612413823263,79.06526851754147,79.13396717495375,78.96366440472907,79.04375375389597,79.2750599851265,79.177179745186,79.09956320595043,79.29878495312663,79.22080359826724,79.12314038387419,78.97423154157093,79.03672384694622,79.07799212309928,79.16044613885308,79.07237980043652,79.16204504083565,79.14618799579483,79.11450561980324,79.08288660856364,79.12410872195508,79.09478961323312,79.16139982361989,79.14554342379625,79.14554342379625
8,90.597,83.11929999999998,82.08843429999999,80.9678868879,79.6205798828413,79.03828384729333,80.08577377724887,79.94348707548114,79.89501354076381,79.72715922932625,79.6530258855104,80.0015613936857,80.06627928859938,80.39430937855897,80.81015780974491,80.53421570669154,80.39928303967778,80.8381396619239,80.74748712564275,80.6252298187581,80.54643460129549,80.43514251687736,80.75800852164107,80.56791036825155,80.46428853346428,80.6544829366631,80.61419552197978,80.58610954436989,80.5301857775593,80.49145347711638,80.53198120973079,80.50024128489186,80.48373156103719,80.54418463479304,80.52754308088866,80.49582090856511,80.62242798311371,80.59115169916437,80.5831575474652,80.56718523237028,80.55047467667318,80.54176772731982,80.53982295959251,80.55773731367333,80.55381583904597,80.54585902320693,80.5548101641837,80.55895235401952,80.5569904016655,80.5569904016655
9,62.873,64.74689,70.42069049000001,74.49005903697001,74.56865490801059,75.61762002150618,78.57207984066744,78.38209732369477,79.73176982004175,79.12551811418078,78.658215233783,79.82889614434112,79.71629001374296,80.40028395355056,81.36999284238665,80.57967102848461,80.11715762100037,81.18981862620136,80.88933362131314,80.47658861699344,80.76353837635553,80.38007083908654,81.13457184733933,80.59166355408722,80.2378209278841,80.56933753953314,80.43335585183547,80.6070540725763,80.41641569406826,80.71151178420978,80.55931922528873,80.45057394838759,80.50824122654242,80.38730026163626,80.53545736085134,80.42680753140795,80.6166846862195,80.52775363216084,80.50109887852868,80.44684268077161,80.5658711527293,80.51848541042385,80.50653992501343,80.52887284516339,80.50496109947306,80.4783291383736,80.52037380923521,80.50122643542598,80.48359820899056,80.48359820899056
