,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,19.997,20.553985614311156,20.46470686493184,21.06579728590723,21.016644485194636,21.065381159798164,22.48819801386161,26.60419765609404,27.06195112632212,28.084501550516737,31.385169274058224,31.640410244612625,34.571030759012544,33.93425335670546,33.70953332298123,33.5466065531624,34.323766913533596,34.14611214502928,34.15673309749532,34.03064268089106,34.02402924836141,33.98760913705603,33.9133628611364,33.86417214617378,33.85220340924794,33.83977518485291,33.83568638007553,33.901223476716304,33.85115313476712,33.84285235741168,33.80280995029182,33.801624504438564,33.778762308852905,33.71229234755617,33.65842750668828,34.06150709536189,34.026370869822536,34.01825644195184,34.01825644195184
1,13.305,13.305,13.305,13.305,13.305,13.60327959674326,15.362150969987878,18.590010799255005,19.01821194079198,20.07180783422132,24.063591228139625,24.432518841703544,27.856394736759952,28.638048607429912,28.69809423385737,28.782546678130494,29.496134838135703,29.85104209932234,30.382170937759607,30.475577602695168,30.90975563929044,30.924182016713164,31.132387146825536,31.139193176408384,32.076781909864536,32.31097915899254,32.64744722777596,32.818098346105614,32.94176402316627,33.005058736841164,33.006723073298524,33.10886439814788,33.228368208171716,33.44582851048397,33.573645784201695,33.86317972996565,33.810906064405245,33.799045682551565,33.799045682551565
2,27.395,27.395,27.395,27.95471119503926,28.260090705829548,29.768138124414275,31.53180469381606,33.30936694768049,33.21883832909917,34.60908896962238,33.57746063177575,33.7254465109457,33.16398754453056,33.995079686379114,33.90559633862113,33.77934187618203,33.626957900132155,34.052643118278255,34.18545816499682,34.028312920702746,34.11452024125756,34.08636294597856,34.13718435774695,34.11721358694505,34.33235510039594,34.37445960100444,34.4413825887888,34.305823899363126,34.343411754600496,34.28179333440739,34.26517622520696,34.28597661072155,34.31456758295586,34.344345284822865,34.38760178116186,34.319081716668656,34.291600066801756,34.28761115209458,34.28761115209458
3,28.803,28.803,29.187693954394753,30.23056853475628,31.39741849203944,34.97207980133673,33.777736719828646,32.856442904264014,32.901461454446455,35.63746534472163,34.41083278270371,34.107037772855,33.75889745931665,33.407272210555206,34.26369717064051,34.15576974632639,34.079489426517284,33.93921111150969,33.895600923870475,33.77952152829577,33.740041916569844,33.717288441920246,33.694181821242054,33.913210387319296,33.8649432564909,33.83433267732217,33.80232749483787,33.748889105315925,33.73311994875029,33.684102461550744,33.809392293705926,33.79959581053249,33.779213865124305,33.75798592335092,33.74402330518055,33.69999,33.85776496224961,33.85484134392987,33.85484134392987
4,21.629,23.061248722514414,26.774787828085117,27.97616221185355,29.514621085910232,34.30769476303458,33.89084274465991,33.33900925173109,33.95627585567598,33.61051285399488,35.47922627014176,35.21347273152351,34.41320625456564,33.91165130333611,33.98041736716859,33.9620773869974,33.90596308382861,33.7845926247314,33.6813827558764,34.381746284577304,34.2805765279729,34.2786051234053,34.219127615975715,34.24665584968346,34.212486245116466,34.13639139726708,34.0568297046212,34.02341647465955,33.983898909714874,33.98084838360299,33.97886799324227,33.954701833881956,33.90442324593489,33.890450676460894,33.85589922532489,33.811554463646445,33.8467862506605,33.84492511984597,33.84492511984597
5,28.892,29.357480834817185,33.854315799941,33.934982947675486,33.70306176010088,32.79275907381024,34.103212479985906,33.520660509179734,35.495066469029794,34.71058473388379,33.920340491474015,33.83906271988893,33.87149094794337,33.71257574717119,33.513615931714845,34.52785948943321,34.32087435191805,34.19093119681291,34.16122271273447,34.39690178786703,34.29611158998502,34.37202977307148,34.3124092111901,34.26728272413894,34.36291304389392,34.28628950877765,34.20617504212639,34.22232056735242,34.1823696944888,34.30767877329309,34.27082000452198,34.24620583302149,34.19499513925427,34.228256242911954,34.198566204405154,34.18584852024187,34.18983093991409,34.19816099000002,34.19816099000002
6,17.805,21.32594477618119,28.513158720087358,33.30505158775403,33.861514783143804,34.36080923654058,34.596243576488256,33.61278447704426,36.674654900131436,35.73742860353109,34.38146709833079,34.19542637211281,34.198801006728736,33.892226440307084,33.771515508257494,34.13068676062086,33.97462456149052,33.880337507968186,33.855074717129675,33.837297924952736,33.69107129634155,33.92731129221239,33.82705536201328,33.79083772225757,33.97987616018135,33.83852362796101,33.703453490070714,33.72273418869907,33.693026120820925,34.20223710494236,34.16312807475203,34.134640803209145,34.04681781729063,34.11574671782328,34.06640331421302,34.05493747369576,34.05538887240214,34.067158855049534,34.067158855049534
7,45.211,36.23099943326844,30.547466926222437,40.020853555171,38.215336472326676,36.38567269876524,35.18345166717919,35.06160368416719,34.28335711028374,34.40001,34.18478942018456,34.15063365833549,35.6646683506952,35.19160321412788,34.92105714210337,34.70700385931797,34.59202624973714,34.38776609471532,34.7624046109451,34.58186630809349,34.40201437853892,34.350851549235685,34.39768343036563,34.425220434976765,34.212568363756546,34.235538236476714,34.299630001628465,34.54586038496773,34.523112052344686,34.41234044766841,34.365524758853205,34.3820508221814,34.42255265738616,34.32652102731723,34.37353609716219,34.533614730492864,34.492777667958165,34.483881023442315,34.483881023442315
8,62.039,49.69798909776803,41.73915379629335,38.571331951938234,36.84296222541864,35.38119522621002,34.35648240002665,36.42588289351294,35.69999,35.33444951728771,35.071498314675075,34.80389947993146,34.07199113687742,34.74447651570251,34.4411023262672,34.34390392405807,34.673060959913066,34.43860413820815,34.23992439062844,34.21542543153657,34.4821671026522,34.43371857198241,34.37590971486192,34.43005793215105,34.322466729086415,34.49007412667712,34.411506795384696,34.30912499419405,34.44727519699604,34.342984653748616,34.39186983662942,34.46514619194022,34.41486579138273,34.36633768885608,34.50687349496374,34.421759743876436,34.40121223082298,34.39533452333924,34.39533452333924
9,33.014,41.44377834916556,35.342728049836026,32.70518792165054,36.419196039199136,34.897711783729044,35.31792022569803,34.76846111691292,34.030598052437874,34.28892147675556,34.98885409010444,34.76992715829793,33.98901854773551,34.31015490613878,34.484515996273444,34.270799786081,34.39450486013934,34.66395301685638,34.42918469968601,34.21259009632084,34.37840462014631,34.354100077581556,34.5443395336562,34.48034304643961,34.24358558099076,34.326858019933816,34.70144937493338,34.59067928778833,34.52571158650459,34.399989999999995,34.400227206165304,34.341941667097146,34.507033924861794,34.399989999999995,34.50429150490412,34.404589168049085,34.35081288412725,34.37595149512806,34.37595149512806
