,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.18,0.0,0.0,0,162630028,3984561,2952443496.1,
1,1.1,0.07,0.09,0,162630028,3721090,2683777102.4,
2,1.11,0.06,0.09,0,162630028,3755307,2688518001.0,
3,1.12,0.05,0.09,0,162630028,3784042,2700312553.5,
4,1.1,0.07,0.09,0,162630028,3712731,2690513666.9,
5,1.1,0.07,0.09,0,162630028,3721891,2690783472.0,
