,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,42.7,42.7,36.3,36.3
1,24.5,24.5,24.5,22.1,22.1,24.5,24.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,42.7,42.7,42.7,36.3,36.3
2,24.5,24.5,22.1,22.1,22.1,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
3,18.9,18.9,17.8,17.8,17.8,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,42.7,42.7,42.7,42.7,36.3,42.7,42.7
4,15.8,15.8,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
5,16.3,16.3,22.1,22.1,20.3,20.3,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,42.7,42.7,36.3,36.3,36.3,42.7,36.3,36.3,36.3
6,17.0,17.0,17.0,24.5,22.1,22.1,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
7,16.3,16.3,16.3,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,36.3,36.3,36.3,36.3
8,15.1,17.8,17.8,18.9,17.8,36.3,31.3,31.3,31.3,31.3,27.5,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,36.3,36.3,36.3
9,14.8,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
10,16.3,17.0,17.0,17.0,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
11,20.3,20.3,20.3,18.9,27.5,24.5,27.5,24.5,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7
12,31.3,31.3,27.5,27.5,31.3,27.5,27.5,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,42.7,42.7,42.7,42.7,36.3,42.7,42.7
13,31.3,31.3,27.5,24.5,24.5,24.5,24.5,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
14,36.3,36.3,31.3,31.3,31.3,27.5,27.5,31.3,27.5,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3
15,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3,31.3,36.3,36.3,36.3
16,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,42.7,36.3,36.3
17,144.6,144.6,115.5,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
18,115.5,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,36.3,36.3
19,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,50.9,50.9
20,50.9,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
21,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
22,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7,36.3,36.3,36.3,36.3
23,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,31.3,42.7,42.7,36.3,36.3,36.3,36.3
