,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,5.94,3.06,9380.0,4828.94,75768.0,0.49,0.18,48.97,0.008666666666666668,4.346666666666668
