,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,22.1,20.3,20.3,18.9,17.8,18.9,20.3,18.9,27.5,24.5,24.5,24.5,24.5,24.5
1,16.3,15.8,15.8,15.8,15.8,16.3,16.3,15.8,17.0,17.0,17.0,17.0,17.0,17.0
2,15.8,15.8,15.8,17.0,17.8,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
3,15.1,14.8,15.1,15.4,15.4,24.5,24.5,24.5,24.5,31.3,27.5,31.3,31.3,31.3
4,15.4,15.1,17.0,17.0,16.3,16.3,16.3,17.0,16.3,17.8,17.0,17.8,17.8,17.8
5,14.8,15.1,42.7,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
6,14.6,14.6,17.0,17.0,16.3,16.3,20.3,18.9,20.3,20.3,31.3,31.3,31.3,31.3
7,15.4,17.8,17.8,17.0,17.0,17.0,17.0,16.3,17.0,16.3,17.8,17.8,17.8,17.8
8,14.5,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5
9,14.4,17.8,17.8,20.3,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
10,15.1,14.8,14.8,15.4,22.1,22.1,22.1,24.5,22.1,22.1,22.1,22.1,22.1,22.1
11,17.8,17.0,17.0,16.3,17.0,17.0,17.0,20.3,20.3,18.9,22.1,22.1,22.1,22.1
12,20.3,17.8,17.8,17.0,17.0,17.0,17.0,20.3,20.3,18.9,24.5,24.5,27.5,27.5
13,20.3,20.3,18.9,17.8,17.8,17.8,17.0,17.8,17.8,17.0,17.8,17.8,18.9,18.9
14,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,18.9,18.9,18.9
15,22.1,20.3,20.3,18.9,17.8,17.8,17.8,36.3,36.3,36.3,31.3,36.3,36.3,36.3
16,18.9,17.8,17.8,17.0,17.0,16.3,16.3,18.9,17.8,18.9,17.8,22.1,22.1,22.1
17,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,27.5,27.5,27.5
18,24.5,24.5,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.8,17.8,18.9,18.9,18.9
19,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
20,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
21,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5
22,50.9,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
23,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
24,24.5,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8
25,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3
26,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8,17.8
27,50.9,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
28,50.9,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,42.7,36.3,36.3,36.3,36.3
29,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.0,17.0,22.1,20.3,20.3,20.3,20.3
30,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,17.8,17.8,17.8
