,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,-2.1539185066666673,-3.3724262904369238,-3.474670831497355,-4.483450374712638,-4.743341442607152,-5.0873178415313225,-5.245010624126914,-5.274200330665909,-5.38455169120455,-5.566202458344343,-5.566202458344343
1,0.0,-2.157009836677742,-2.857786487991025,-3.2319489161856807,-3.7610235391856155,-4.1698510344082145,-4.483361908892976,-4.550267226533793,-4.6030428385537885,-4.712933238998991,-4.794742339864381,-4.794742339864381
2,0.0,-1.542026512190052,-2.034659058464758,-2.290097231428042,-2.634159910100217,-2.9056057836662665,-3.10282854007258,-3.175051584085697,-3.209495780666761,-3.277323568096829,-3.3335038480632044,-3.3335038480632044
3,0.0,-2.111203390238832,-2.7702580271558146,-3.127567574968573,-3.5976807255370957,-3.9855287607760816,-4.280635608360302,-4.374204898583551,-4.422193256932226,-4.513278364374459,-4.581724491206243,-4.581724491206243
4,0.0,-2.121671205823248,-2.7776696882883587,-3.126266361204681,-3.591750956911607,-3.9813735287466274,-4.265779360744364,-4.36299301838036,-4.411051321007474,-4.499495110572315,-4.576486811242086,-4.576486811242086
5,0.0,-4.309210282746326,-5.707829126647335,-6.407981233963327,-7.447495563747453,-8.206621777358936,-8.80713807861309,-9.007526848582406,-9.106953542265884,-9.298916543394165,-9.461481974310567,-9.461481974310567
6,0.0,-1.9847547827463248,-2.7123938699904704,-3.0181769210137275,-3.506381295806665,-3.834003380408007,-4.081794746847449,-4.179534110300715,-4.2183233038614985,-4.29630980890878,-4.373593232961018,-4.373593232961018
7,0.0,-3.2331016398891816,-4.336288519323802,-4.853483893049727,-5.6271979660585245,-6.271848366935748,-6.77878856805575,-6.928747444027308,-6.993736511866727,-7.128106886947974,-7.248613777447383,-7.248613777447383
8,0.0,-1.0222699827463244,-1.444348235552375,-1.5676993452676704,-1.817698355557119,-2.0189573461218515,-2.1634555778946716,-2.2199040820094726,-2.2278607375080695,-2.2471080198120155,-2.290685337999817,-2.290685337999817
9,0.0,0.22592468392034237,0.18690887644762552,0.24775667710655205,0.29659022424406795,0.29694977848100595,0.3172608342479003,0.3172319986254087,0.3351388936753839,0.3848308472398726,0.38784711850872194,0.38784711850872194
10,0.0,-0.9209837978723749,-1.2902310666347865,-1.458941301471628,-1.732593389677989,-1.970950245765971,-2.142400344699166,-2.1871405239038944,-2.197669609025972,-2.2383198704025578,-2.271118199601103,-2.271118199601103
11,0.0,-0.37755327666025357,-0.5882750496004431,-0.6897292584389115,-0.8410899670437711,-0.9827735390560257,-1.0757058324697388,-1.089127463640232,-1.087220517180389,-1.1023713411091072,-1.1086128728100233,-1.1086128728100233
12,0.0,-0.5915249730888249,-0.8729959177849669,-1.012705293909874,-1.2292857730086435,-1.4643393751866,-1.650738100860272,-1.6645437234452418,-1.6732248117814361,-1.7099542526829314,-1.7133026387949728,-1.7133026387949728
13,0.0,-0.4644839730888249,-0.7207313787849668,-0.8699338867282247,-1.0616672443195505,-1.304050272180654,-1.4902047434764616,-1.4980623788801075,-1.5069349981399878,-1.5462200397000354,-1.5470631517132682,-1.5470631517132682
14,0.0,-1.782493045357733,-2.4589222247379086,-3.0320631558508846,-3.477125734794692,-4.083365460527338,-4.5669477463218096,-4.6107456959265845,-4.683402170759132,-4.846745415639217,-4.873457525322037,-4.873457525322037
15,0.0,0.2619626277278031,0.15793258029508248,0.06385498309691409,0.03523653948058155,-0.03705056112791964,-0.02992126003175716,-0.011001757999423588,-0.008728874328751185,-0.01725776530341743,0.007396579438365588,0.007396579438365588
16,0.0,-2.727190890661056,-3.81910757413343,-4.456163859970906,-5.225438553301107,-5.92338571201116,-6.399805979120191,-6.499375823264596,-6.570568879146424,-6.723844841530137,-6.804004797885825,-6.804004797885825
17,0.0,-4.95239171605788,-5.9972202526893925,-6.6287330884361,-7.407333115947348,-8.094326701261695,-8.562632003644806,-8.681060069268474,-8.743814221709245,-8.896389206418135,-8.992511142620067,-8.992511142620067
18,0.0,-6.39096172484909,-6.7578897948124705,-6.977637098636216,-7.120877379260165,-7.184220941172116,-7.14636015289752,-7.131028860923016,-7.126479223165953,-7.130517005995548,-7.1170818130592615,-7.1170818130592615
19,0.0,-0.005640000000000002,-2.15527118914631,-3.3540704161802557,-4.837652021728882,-5.945476796901634,-6.86224531027213,-7.1053675001122105,-7.248784553315907,-7.55340595672444,-7.7221954376238235,-7.7221954376238235
20,0.0,-1.5351210095167753,-2.0898264548448893,-2.389965753262384,-2.6908677617493075,-2.7398211473762606,-2.797061329595399,-2.8212845884609625,-2.831455670438018,-2.8678796435231333,-2.859844741275199,-2.859844741275199
21,0.0,-1.3999434598951717,-1.0267357498386105,-0.7893309488398644,-0.455634392659863,0.04576176544754736,0.4737844369040117,0.6044942596386366,0.6777709373418422,0.8098104811469059,0.9076119336599127,0.9076119336599127
22,0.0,-3.0606551189340734,-4.005646214800472,-4.469383919121021,-4.962738910247575,-5.243485384723105,-5.555417879756956,-5.57703249753147,-5.627681484353049,-5.647958260102783,-5.702236386983951,-5.702236386983951
23,0.0,-0.7111877143886179,-0.5851757345523553,-0.6814179350468358,-0.8964611221850589,-0.7290272421560409,-0.652722008029232,-0.5719833161287593,-0.5638873059732159,-0.5465523750470201,-0.45565306466984584,-0.45565306466984584
24,0.0,0.5042832022780492,0.6052173698484388,0.7827822047656364,1.3140501823379616,1.8405405420176821,2.203582059757681,2.288101195671095,2.3409067685303246,2.441862462056533,2.5505010364525647,2.5505010364525647
25,0.0,-0.6694612262933797,-0.6603083935801329,-0.5511461185901735,-0.43629385407002547,-0.2133267612799761,0.014139353090154714,0.0880937501159748,0.12476298296922282,0.1904606740503692,0.2233117739388902,0.2233117739388902
26,0.0,-0.508807890052778,-0.5589491323921656,-0.4578189265360556,-0.31434658397392606,-0.11408557054742866,0.16380999617801867,0.234927715387624,0.2738983118659823,0.552078971739487,0.7322842042214242,0.7322842042214242
27,0.0,-0.3496354660434541,-0.3086851033010498,-0.18790033959406952,0.3044473201400612,0.7136119212065395,1.1574226911230638,1.2340156160734845,1.28288066077428,1.404180289076342,1.4735303630149053,1.4735303630149053
28,0.0,-2.2187551419792846,-2.6551466862691577,-2.9781803143258787,-2.378115886859894,-2.3205805967382456,-2.3977419877811554,-2.406223007930058,-2.426146844670525,-2.429331574888007,-2.4722049107403388,-2.4722049107403388
29,0.0,-0.1809754298580714,-0.352200661419875,-0.37883367287558684,0.507035941518533,0.7980867498072503,1.1395311918928848,1.2425379891388588,1.275069989679081,1.4107017227842948,1.4171597591738,1.4171597591738
30,0.0,1.1041995369306956,1.523590559967427,1.831073936814581,2.341429865488271,2.769112073150403,3.19840500459245,3.2259025684129936,3.28049335786318,3.476025744272753,3.52635592753213,3.52635592753213
31,0.0,0.3493021191817781,0.5824489975683266,0.7700119176790641,1.0460692823051425,1.944388311304799,2.1868613921396793,2.3998753406924935,2.4397850075143754,2.6339445656141276,2.7268168236744725,2.7268168236744725
32,0.0,-0.38371643712074327,-0.5388871745327007,-0.5361169428577282,-0.24854521561912532,-0.04998970662583642,-0.009223391097459562,0.09405846616923148,0.10713304918478604,0.21383290887438514,0.3013429700099637,0.3013429700099637
33,0.0,3.1600953128792573,4.284756431098252,5.039694067928379,6.218602695593247,7.2574808263120065,8.0135625885466,8.286689877403612,8.43430612618578,8.857638974883486,9.128450828302828,9.128450828302828
34,0.0,1.5062849492428922,2.203732045271411,2.6784332157247164,3.6134390437739574,4.325789179207686,4.798710476523081,4.957083698850999,5.114310858847113,5.300720199103015,5.479628607359316,5.479628607359316
35,0.0,1.438653871970166,1.8681280450153512,2.8362617445841227,3.1627385061002466,4.240336717564652,5.001905761044352,4.3831995925237495,4.4663534527973905,3.806358763397479,3.4410184367310412,3.4410184367310412
36,0.0,2.5323399553035,3.461200626154241,4.229264383479707,5.094156466522839,4.644734195517633,6.086794173020214,5.1683696025653,4.906525357852997,0.7736690815500824,-1.0137559458738932,-1.0137559458738932
37,0.0,1.4615416410177855,1.7143898007542406,2.1425868204291643,2.910039561318346,3.6028737422082395,2.1036878964936427,2.4940070012545066,0.685136594629535,1.8353850540901286,2.028941265169143,2.028941265169143
38,0.0,3.3626080355937975,5.335702280634174,6.534050231281699,8.062583203732363,7.661833846137997,-1.4410518755484418,-1.99504857269804,-1.4646294027356441,-0.4249918513725388,0.1148198693362242,0.1148198693362242
39,0.0,-2.0912048215490597,0.3126459855548087,1.962309708910429,2.276251297782996,-6.79693745557271,-2.6038072245891,-2.2338131945421056,-1.9554467682091787,-1.4866242960334657,-0.9345371317635187,-0.9345371317635187
40,0.0,1.8155572012987018,2.081705459590373,1.4631581822415451,-3.8907151196203538,-1.0606890630800527,0.2719159182640276,1.0356291181230186,1.4692260896506355,2.297142654462115,2.4769503012647913,2.4769503012647913
41,0.0,-1.2932730197076903,-1.8837629672934586,-5.701434914325639,-1.3016117924156725,0.8022858764593193,3.0572327078388066,3.261780579845392,3.454994630739344,3.7390748024039615,4.2803581234478685,4.2803581234478685
42,0.0,0.0,-0.00048400000000000006,-0.001551764,1.5109585694712193,3.4220820689005396,5.263949281035904,5.407537705753107,5.777506322703382,6.42598101889191,6.780777444973797,6.780777444973797
43,0.0,4.986502730292312,8.45605778362321,9.759440863161421,10.964448957889813,11.697048599888912,11.794893703824986,12.08840154790271,12.303812615694293,12.272859057629862,12.503456654704562,12.503456654704562
44,0.0,4.3650633181710985,7.260717700625073,8.488919646720136,9.00478576795854,9.759045753215705,11.157116596919554,11.12208916947613,11.137088665756728,11.057089102173322,11.004723196891062,11.004723196891062
45,0.0,12.109806472017253,14.940083942077768,16.65774314954251,16.268349567956342,17.19553109901375,16.742855730815116,16.974391676110123,16.99564972727131,17.15610761749082,16.950367230810308,16.950367230810308
46,0.0,14.067000614874402,12.364893540474599,13.213609484110439,12.044019512485356,13.357520908477987,13.287665606951977,13.217660341550948,13.300182556734198,13.486631935851292,13.370963583560071,13.370963583560071
47,0.0,-1.4930296998727502e-15,-6.731439921026097e-16,-6.372264761349558e-16,-2.0017197557680614e-16,1.5467815001182472e-16,-1.059269088265923e-16,4.365177821575393e-17,-9.846090393481359e-17,-2.8238219791664705e-17,2.682231944124575e-16,2.682231944124575e-16
