,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.17,0.0,0.0,0.0,165142643.0,4016206.0,3083708832.4,0.0,3083708832.4
1,1.15,0.01,0.03,164652.66,165142643.0,3967023.75,2984570684.77,0.0158,2984735337.43
2,1.13,0.03,0.06,394024.14,165142643.0,3899630.59,2883996056.6,0.0222,2884390080.74
3,1.12,0.04,0.08,493801.63,165142643.0,3861522.17,2838065296.52,0.0116,2838559098.15
4,1.11,0.05,0.09,612190.45,165142643.0,3820354.8,2796406054.96,0.0134,2797018245.41
5,1.1,0.06,0.1,667317.02,165142643.0,3789234.58,2771462036.99,0.0114,2772129354.0099998
6,1.09,0.06,0.11,714479.12,165142643.0,3761425.44,2751695053.83,0.01,2752409532.95
7,1.09,0.07,0.11,786428.46,165142643.0,3740691.21,2739744079.54,0.0083,2740530508.0
8,1.08,0.07,0.11,821171.53,165142643.0,3719375.42,2729911575.26,0.0083,2730732746.7900004
9,1.07,0.08,0.12,862075.9,165142643.0,3698196.34,2722525033.13,0.0082,2723387109.03
10,1.07,0.08,0.12,879533.07,165142643.0,3685036.86,2717803976.46,0.0047,2718683509.53
11,1.07,0.09,0.12,906998.7,165142643.0,3671855.23,2713667624.85,0.0038,2714574623.5499997
12,1.07,0.09,0.12,911952.01,165142643.0,3669530.94,2712646834.95,0.0023,2713558786.96
13,1.05,0.1,0.12,913551.15,165142643.0,3623478.16,2702002589.66,0.015,2702916140.81
14,1.05,0.1,0.12,933222.64,165142643.0,3612321.39,2699834091.89,0.0047,2700767314.5299997
15,1.05,0.1,0.13,940365.39,165142643.0,3595504.49,2696836326.03,0.0072,2697776691.42
16,1.04,0.11,0.13,945480.32,165142643.0,3579376.59,2693909734.15,0.0063,2694855214.4700003
17,1.04,0.11,0.13,949445.96,165142643.0,3575276.86,2693040179.58,0.0022,2693989625.54
18,1.04,0.11,0.13,951851.87,165142643.0,3573357.0,2692697278.78,0.0021,2693649130.65
19,1.04,0.11,0.13,954644.37,165142643.0,3566537.28,2691779847.31,0.0039,2692734491.68
20,1.04,0.11,0.13,957540.11,165142643.0,3564445.59,2691470647.15,0.0023,2692428187.26
21,1.03,0.11,0.13,961597.68,165142643.0,3560381.19,2691153121.64,0.0032,2692114719.3199997
22,1.03,0.11,0.13,965673.95,165142643.0,3557576.32,2690921688.02,0.0022,2691887361.97
23,1.03,0.11,0.13,965673.95,165142643.0,3557576.32,2690921688.02,0.0012,2691887361.97
