,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,20,10,3,0,6,0,minizinc_fw,0,5000,0,5000,14,2.68,1.44,0.0,868.98,6723.0,3610.55,120425.0,0.46,0.09,0.014906666666666664,38.013333333333335
1,20,10,3,0,6,0,minizinc_fw,0,,,,15,2.68,1.43,0.0,1002.51,6723.0,3584.49,120425.0,0.47,0.09,0.013962500000000001,34.634375
